state_name,year,population_total,state_fips,state,state_icpsr,female_pop,male_pop,black_pop,pct_hispanic,pct_white,white_pop,hispanic_pop,pct_female,pct_male,pct_black,pctblack,incomepcap,hs_educ,hs_pct,college_educ,college_pct,pollib_median,state_no,std_bowen1,std_bowen2,unified,party_control,init,initiatives,initiaitves,std_init_use,evangelical_pop
ALABAMA,1987,4083000,1,AL,41,,,1013455,,,,,,,,,,,,,,,1,-1.0958773,-0.12651303,,,1,0,0,-0.290064643871566,56.700001
ALASKA,1987,525000,2,AK,81,,,21388,,,,,,,,,,,,,,,2,1.9701391,0.77498525,,,2,0,0,-0.290064643871566,16.799999
ARIZONA,1987,3386000,4,AZ,61,,,105045,,,,,,,,,,,,,,,3,0.41576687,-0.78148305,,,2,0,0,-0.290064643871566,15.5
ARKANSAS,1987,2388000,5,AR,42,,,375062,,,,,,,,,,,,,,,4,-1.0594815,0.29788938,,,2,0,0,-0.290064643871566,46.400002
CALIFORNIA,1987,27663000,6,CA,71,,,2137519,,,,,,,,,,,,,,,5,5.9896784,2.4293506,,,2,0,0,-0.290064643871566,10.9
COLORADO,1987,3296000,8,CO,62,,,131190,,,,,,,,,,,,,,,6,0.68803728,-1.217082,,,2,0,0,-0.290064643871566,13.6
CONNECTICUT,1987,3211000,9,CT,1,,,263542,,,,,,,,,,,,,,,7,0.22664899,-0.26158458,,,1,0,0,-0.290064643871566,5.4000001
DELAWARE,1987,644000,10,DE,11,,,106118,,,,,,,,,,,,,,,8,0.43314573,-0.79756671,,,1,0,0,-0.290064643871566,11.5
FLORIDA,1987,12023000,12,FL,43,,,1629846,,,,,,,,,,,,,,,9,0.3895444,0.87182647,,,2,0,0,-0.290064643871566,19.6
GEORGIA,1987,6222000,13,GA,44,,,1673702,,,,,,,,,,,,,,,10,-0.92296535,0.18579619,,,1,0,0,-0.290064643871566,41.5
HAWAII,1987,1083000,15,HI,82,,,25645,,,,,,,,,,,,,,,11,0.056244627,0.19911325,,,1,0,0,-0.290064643871566,9.8000002
IDAHO,1987,998000,16,ID,63,,,3290,,,,,,,,,,,,,,,12,-1.0666804,-0.44781342,,,2,0,0,-0.290064643871566,35.799999
ILLINOIS,1987,11582000,17,IL,21,,,1690808,,,,,,,,,,,,,,,13,1.0317093,0.51597536,,,2,0,0,-0.290064643871566,14
INDIANA,1987,5531000,18,IN,22,,,418601,,,,,,,,,,,,,,,14,-0.65658468,0.23648259,,,1,0,0,-0.290064643871566,19.4
IOWA,1987,2834000,19,IA,31,,,45156,,,,,,,,,,,,,,,15,-0.19381107,-0.41122103,,,1,0,0,-0.290064643871566,11.9
KANSAS,1987,2476000,20,KS,32,,,139599,,,,,,,,,,,,,,,16,-0.82707322,-0.39398232,,,1,0,0,-0.290064643871566,18.1
KENTUCKY,1987,3727000,21,KY,51,,,261093,,,,,,,,,,,,,,,17,-1.1614263,0.38709936,,,1,0,0,-0.290064643871566,39.799999
LOUISIANA,1987,4461000,22,LA,45,,,1317095,,,,,,,,,,,,,,,18,0.20261919,-0.15144576,,,1,0,0,-0.290064643871566,31.700001
MAINE,1987,1187000,23,ME,2,,,4621,,,,,,,,,,,,,,,19,-0.52492458,-0.62118751,,,2,1,1,0.339392154505543,3.3
MARYLAND,1987,4535000,24,MD,52,,,1110139,,,,,,,,,,,,,,,20,-0.086127751,0.11293641,,,1,0,0,-0.290064643871566,13.4
MASSACHUSETTS,1987,5855000,25,MA,3,,,303520,,,,,,,,,,,,,,,21,-0.47705486,0.63407362,,,2,0,0,-0.290064643871566,3.3
MICHIGAN,1987,9200000,26,MI,23,,,1250671,,,,,,,,,,,,,,,22,4.3080134,-2.1438696,,,2,0,0,-0.290064643871566,14.5
MINNESOTA,1987,4246000,27,MN,33,,,83152,,,,,,,,,,,,,,,23,0.1576355,0.33381969,,,1,0,0,-0.290064643871566,12.1
MISSISSIPPI,1987,2625000,28,MS,46,,,914650,,,,,,,,,,,,,,,24,-0.42802915,-0.56271237,,,1,0,0,-0.290064643871566,55.200001
MISSOURI,1987,5103000,29,MO,34,,,539251,,,,,,,,,,,,,,,25,0.3741816,-0.63608974,,,2,0,0,-0.290064643871566,29.5
MONTANA,1987,809000,30,MT,64,,,2282,,,,,,,,,,,,,,,26,-1.3104514,0.053967014,,,2,0,0,-0.290064643871566,14.1
NEBRASKA,1987,1594000,31,NE,35,,,54320,,,,,,,,,,,,,,,27,-0.31645337,-0.16973768,,,2,0,0,-0.290064643871566,16.9
NEVADA,1987,1007000,32,NV,65,,,66071,,,,,,,,,,,,,,,28,-0.86132604,0.040774722,,,2,0,0,-0.290064643871566,14.4
NEW HAMPSHIRE,1987,1057000,33,NH,4,,,6416,,,,,,,,,,,,,,,29,-1.7556112,0.29169118,,,1,0,0,-0.290064643871566,2.5999999
NEW JERSEY,1987,7672000,34,NJ,12,,,1029375,,,,,,,,,,,,,,,30,0.74559498,1.1397375,,,1,0,0,-0.290064643871566,5.8000002
NEW MEXICO,1987,1500000,35,NM,66,,,30100,,,,,,,,,,,,,,,31,-1.4323794,0.3138566,,,1,0,0,-0.290064643871566,20.700001
NEW YORK,1987,17825000,36,NY,13,,,2909894,,,,,,,,,,,,,,,32,-0.6131233,0.88131964,,,1,0,0,-0.290064643871566,6.5
NORTH CAROLINA,1987,6413000,37,NC,47,,,1407587,,,,,,,,,,,,,,,33,-0.37812349,-0.44602573,,,1,0,0,-0.290064643871566,40
NORTH DAKOTA,1987,672000,38,ND,36,,,3416,,,,,,,,,,,,,,,34,-1.4354267,0.13803853,,,2,0,0,-0.290064643871566,12.2
OHIO,1987,10784000,39,OH,24,,,1122464,,,,,,,,,,,,,,,35,4.4785709,-2.3236535,,,2,1,1,0.339392154505543,13.8
OKLAHOMA,1987,3272000,40,OK,53,,,232729,,,,,,,,,,,,,,,36,0.32055581,-0.6181764,,,2,0,0,-0.290064643871566,47.200001
OREGON,1987,2724000,41,OR,72,,,42665,,,,,,,,,,,,,,,37,-0.68109035,0.1750506,,,2,0,0,-0.290064643871566,14.9
PENNSYLVANIA,1987,11936000,42,PA,14,,,1087487,,,,,,,,,,,,,,,38,2.1067607,0.076590635,,,1,0,0,-0.290064643871566,7.5
RHODE ISLAND,1987,986000,44,RI,5,,,39517,,,,,,,,,,,,,,,39,-0.99395561,-0.39328372,,,1,0,0,-0.290064643871566,2.5999999
SOUTH CAROLINA,1987,3425000,45,SC,48,,,1008382,,,,,,,,,,,,,,,40,-0.059700634,-0.56677514,,,1,0,0,-0.290064643871566,44.400002
SOUTH DAKOTA,1987,709000,46,SD,37,,,3051,,,,,,,,,,,,,,,41,-1.43848,0.10704148,,,2,0,0,-0.290064643871566,15.7
TENNESSEE,1987,4855000,47,TN,54,,,755104,,,,,,,,,,,,,,,42,-0.71706825,0.23063317,,,1,0,0,-0.290064643871566,46.599998
TEXAS,1987,16789000,48,TX,49,,,1987269,,,,,,,,,,,,,,,43,-0.14137098,0.43675137,,,1,0,0,-0.290064643871566,32.599998
UTAH,1987,1680000,49,UT,67,,,11451,,,,,,,,,,,,,,,44,-1.4358916,0.30583709,,,2,0,0,-0.290064643871566,74
VERMONT,1987,548000,50,VT,6,,,1738,,,,,,,,,,,,,,,45,-0.70710427,-0.7106477,,,1,0,0,-0.290064643871566,2.5
VIRGINIA,1987,5904000,51,VA,40,,,1114312,,,,,,,,,,,,,,,46,-0.11233085,0.52198315,,,1,0,0,-0.290064643871566,25.299999
WASHINGTON,1987,4538000,53,WA,73,,,135057,,,,,,,,,,,,,,,47,0.27390796,0.30367738,,,2,1,1,0.339392154505543,13
WEST VIRGINIA,1987,1897000,54,WV,56,,,59325,,,,,,,,,,,,,,,48,-0.92026854,0.022986874,,,1,0,0,-0.290064643871566,13.1
WISCONSIN,1987,4807000,55,WI,25,,,223610,,,,,,,,,,,,,,,49,0.82694143,0.010160331,,,1,0,0,-0.290064643871566,15
WYOMING,1987,490000,56,WY,68,,,3710,,,,,,,,,,,,,,,50,-1.5485404,0.22008482,,,2,0,0,-0.290064643871566,22.6
ALABAMA,1988,4127000,1,AL,41,,,1015878,,,,,,,,,,,,,,,1,-1.0958773,-0.12651303,,,1,0,0,-0.290064643871566,56.700001
ALASKA,1988,513000,2,AK,81,,,21822,,,,,,,,,,,,,,,2,1.9701391,0.77498525,,,2,2,2,0.968848952882653,16.799999
ARIZONA,1988,3466000,4,AZ,61,,,109100,,,,,,,,,,,,,,,3,0.41576687,-0.78148305,,,2,1,1,0.339392154505543,15.5
ARKANSAS,1988,2422000,5,AR,42,,,374526,,,,,,,,,,,,,,,4,-1.0594815,0.29788938,,,2,3,3,1.59830575125976,46.400002
CALIFORNIA,1988,28168000,6,CA,71,,,2190151,,,,,,,,,,,,,,,5,5.9896784,2.4293506,,,2,15,15,9.15178733178508,10.9
COLORADO,1988,3290000,8,CO,62,,,132337,,,,,,,,,,,,,,,6,0.68803728,-1.217082,,,2,8,8,4.74558974314531,13.6
CONNECTICUT,1988,3241000,9,CT,1,,,271015,,,,,,,,,,,,,,,7,0.22664899,-0.26158458,,,1,0,0,-0.290064643871566,5.4000001
DELAWARE,1988,660000,10,DE,11,,,108667,,,,,,,,,,,,,,,8,0.43314573,-0.79756671,,,1,0,0,-0.290064643871566,11.5
FLORIDA,1988,12377000,12,FL,43,,,1677163,,,,,,,,,,,,,,,9,0.3895444,0.87182647,,,2,2,2,0.968848952882653,19.6
GEORGIA,1988,6401000,13,GA,44,,,1702886,,,,,,,,,,,,,,,10,-0.92296535,0.18579619,,,1,0,0,-0.290064643871566,41.5
HAWAII,1988,1093000,15,HI,82,,,26467,,,,,,,,,,,,,,,11,0.056244627,0.19911325,,,1,0,0,-0.290064643871566,9.8000002
IDAHO,1988,999000,16,ID,63,,,3371,,,,,,,,,,,,,,,12,-1.0666804,-0.44781342,,,2,0,0,-0.290064643871566,35.799999
ILLINOIS,1988,11544000,17,IL,21,,,1692861,,,,,,,,,,,,,,,13,1.0317093,0.51597536,,,2,0,0,-0.290064643871566,14
INDIANA,1988,5575000,18,IN,22,,,423180,,,,,,,,,,,,,,,14,-0.65658468,0.23648259,,,1,0,0,-0.290064643871566,19.4
IOWA,1988,2834000,19,IA,31,,,46056,,,,,,,,,,,,,,,15,-0.19381107,-0.41122103,,,1,0,0,-0.290064643871566,11.9
KANSAS,1988,2487000,20,KS,32,,,141836,,,,,,,,,,,,,,,16,-0.82707322,-0.39398232,,,1,0,0,-0.290064643871566,18.1
KENTUCKY,1988,3721000,21,KY,51,,,261557,,,,,,,,,,,,,,,17,-1.1614263,0.38709936,,,1,0,0,-0.290064643871566,39.799999
LOUISIANA,1988,4420000,22,LA,45,,,1310068,,,,,,,,,,,,,,,18,0.20261919,-0.15144576,,,1,0,0,-0.290064643871566,31.700001
MAINE,1988,1206000,23,ME,2,,,4847,,,,,,,,,,,,,,,19,-0.52492458,-0.62118751,,,2,0,0,-0.290064643871566,3.3
MARYLAND,1988,4644000,24,MD,52,,,1144618,,,,,,,,,,,,,,,20,-0.086127751,0.11293641,,,1,0,0,-0.290064643871566,13.4
MASSACHUSETTS,1988,5871000,25,MA,3,,,313025,,,,,,,,,,,,,,,21,-0.47705486,0.63407362,,,2,3,3,1.59830575125976,3.3
MICHIGAN,1988,9300000,26,MI,23,,,1263765,,,,,,,,,,,,,,,22,4.3080134,-2.1438696,,,2,0,0,-0.290064643871566,14.5
MINNESOTA,1988,4306000,27,MN,33,,,87988,,,,,,,,,,,,,,,23,0.1576355,0.33381969,,,1,0,0,-0.290064643871566,12.1
MISSISSIPPI,1988,2627000,28,MS,46,,,913384,,,,,,,,,,,,,,,24,-0.42802915,-0.56271237,,,1,0,0,-0.290064643871566,55.200001
MISSOURI,1988,5139000,29,MO,34,,,543758,,,,,,,,,,,,,,,25,0.3741816,-0.63608974,,,2,2,2,0.968848952882653,29.5
MONTANA,1988,804000,30,MT,64,,,2334,,,,,,,,,,,,,,,26,-1.3104514,0.053967014,,,2,2,2,0.968848952882653,14.1
NEBRASKA,1988,1601000,31,NE,35,,,55477,,,,,,,,,,,,,,,27,-0.31645337,-0.16973768,,,2,2,2,0.968848952882653,16.9
NEVADA,1988,1060000,32,NV,65,,,69915,,,,,,,,,,,,,,,28,-0.86132604,0.040774722,,,2,1,1,0.339392154505543,14.4
NEW HAMPSHIRE,1988,1097000,33,NH,4,,,6772,,,,,,,,,,,,,,,29,-1.7556112,0.29169118,,,1,0,0,-0.290064643871566,2.5999999
NEW JERSEY,1988,7720000,34,NJ,12,,,1045381,,,,,,,,,,,,,,,30,0.74559498,1.1397375,,,1,0,0,-0.290064643871566,5.8000002
NEW MEXICO,1988,1510000,35,NM,66,,,30634,,,,,,,,,,,,,,,31,-1.4323794,0.3138566,,,1,0,0,-0.290064643871566,20.700001
NEW YORK,1988,17898000,36,NY,13,,,2973589,,,,,,,,,,,,,,,32,-0.6131233,0.88131964,,,1,0,0,-0.290064643871566,6.5
NORTH CAROLINA,1988,6526000,37,NC,47,,,1424539,,,,,,,,,,,,,,,33,-0.37812349,-0.44602573,,,1,0,0,-0.290064643871566,40
NORTH DAKOTA,1988,663000,38,ND,36,,,3525,,,,,,,,,,,,,,,34,-1.4354267,0.13803853,,,2,2,2,0.968848952882653,12.2
OHIO,1988,10872000,39,OH,24,,,1135182,,,,,,,,,,,,,,,35,4.4785709,-2.3236535,,,2,0,0,-0.290064643871566,13.8
OKLAHOMA,1988,3263000,40,OK,53,,,232648,,,,,,,,,,,,,,,36,0.32055581,-0.6181764,,,2,0,0,-0.290064643871566,47.200001
OREGON,1988,2741000,41,OR,72,,,44255,,,,,,,,,,,,,,,37,-0.68109035,0.1750506,,,2,5,5,2.85721934801398,14.9
PENNSYLVANIA,1988,12027000,42,PA,14,,,1096280,,,,,,,,,,,,,,,38,2.1067607,0.076590635,,,1,0,0,-0.290064643871566,7.5
RHODE ISLAND,1988,995000,44,RI,5,,,40855,,,,,,,,,,,,,,,39,-0.99395561,-0.39328372,,,1,0,0,-0.290064643871566,2.5999999
SOUTH CAROLINA,1988,3493000,45,SC,48,,,1017794,,,,,,,,,,,,,,,40,-0.059700634,-0.56677514,,,1,0,0,-0.290064643871566,44.400002
SOUTH DAKOTA,1988,715000,46,SD,37,,,3161,,,,,,,,,,,,,,,41,-1.43848,0.10704148,,,2,5,5,2.85721934801398,15.7
TENNESSEE,1988,4919000,47,TN,54,,,765952,,,,,,,,,,,,,,,42,-0.71706825,0.23063317,,,1,0,0,-0.290064643871566,46.599998
TEXAS,1988,16780000,48,TX,49,,,1994391,,,,,,,,,,,,,,,43,-0.14137098,0.43675137,,,1,0,0,-0.290064643871566,32.599998
UTAH,1988,1691000,49,UT,67,,,11645,,,,,,,,,,,,,,,44,-1.4358916,0.30583709,,,2,3,3,1.59830575125976,74
VERMONT,1988,556000,50,VT,6,,,1834,,,,,,,,,,,,,,,45,-0.70710427,-0.7106477,,,1,0,0,-0.290064643871566,2.5
VIRGINIA,1988,5996000,51,VA,40,,,1135018,,,,,,,,,,,,,,,46,-0.11233085,0.52198315,,,1,0,0,-0.290064643871566,25.299999
WASHINGTON,1988,4619000,53,WA,73,,,141090,,,,,,,,,,,,,,,47,0.27390796,0.30367738,,,2,1,1,0.339392154505543,13
WEST VIRGINIA,1988,1884000,54,WV,56,,,57968,,,,,,,,,,,,,,,48,-0.92026854,0.022986874,,,1,0,0,-0.290064643871566,13.1
WISCONSIN,1988,4858000,55,WI,25,,,231313,,,,,,,,,,,,,,,49,0.82694143,0.010160331,,,1,0,0,-0.290064643871566,15
WYOMING,1988,471000,56,WY,68,,,3706,,,,,,,,,,,,,,,50,-1.5485404,0.22008482,,,2,0,0,-0.290064643871566,22.6
ALABAMA,1989,4118000,1,AL,41,,,1018269,,,,,,,,,,,,,,,1,-1.1837428,-0.024184249,,,1,0,0,-0.290064643871566,56.700001
ALASKA,1989,527000,2,AK,81,,,22443,,,,,,,,,,,,,,,2,1.075467,0.3540453,,,2,0,0,-0.290064643871566,16.799999
ARIZONA,1989,3556000,4,AZ,61,,,112936,,,,,,,,,,,,,,,3,0.48708919,-0.94967037,,,2,0,0,-0.290064643871566,15.5
ARKANSAS,1989,2406000,5,AR,42,,,374693,,,,,,,,,,,,,,,4,-1.0594815,0.29788938,,,2,0,0,-0.290064643871566,46.400002
CALIFORNIA,1989,29063000,6,CA,71,,,2247210,,,,,,,,,,,,,,,5,5.9494314,2.978334,,,2,0,0,-0.290064643871566,10.9
COLORADO,1989,3317000,8,CO,62,,,134241,,,,,,,,,,,,,,,6,0.089784317,-0.49623236,,,2,0,0,-0.290064643871566,13.6
CONNECTICUT,1989,3239000,9,CT,1,,,277332,,,,,,,,,,,,,,,7,0.17100979,-0.43617952,,,1,0,0,-0.290064643871566,5.4000001
DELAWARE,1989,673000,10,DE,11,,,111298,,,,,,,,,,,,,,,8,-0.33269632,0.24371247,,,1,0,0,-0.290064643871566,11.5
FLORIDA,1989,12671000,12,FL,43,,,1726067,,,,,,,,,,,,,,,9,0.53908086,1.2879457,,,2,0,0,-0.290064643871566,19.6
GEORGIA,1989,6436000,13,GA,44,,,1731061,,,,,,,,,,,,,,,10,-0.97908884,0.24291815,,,1,0,0,-0.290064643871566,41.5
HAWAII,1989,1112000,15,HI,82,,,27339,,,,,,,,,,,,,,,11,0.14876361,0.38311663,,,1,0,0,-0.290064643871566,9.8000002
IDAHO,1989,1014000,16,ID,63,,,3471,,,,,,,,,,,,,,,12,-1.060876,-0.43936518,,,2,0,0,-0.290064643871566,35.799999
ILLINOIS,1989,11658000,17,IL,21,,,1700760,,,,,,,,,,,,,,,13,1.0671631,0.30394492,,,2,0,0,-0.290064643871566,14
INDIANA,1989,5593000,18,IN,22,,,429389,,,,,,,,,,,,,,,14,-0.56748182,0.20262666,,,1,0,0,-0.290064643871566,19.4
IOWA,1989,2840000,19,IA,31,,,47359,,,,,,,,,,,,,,,15,-0.22895215,-0.29865536,,,1,0,0,-0.290064643871566,11.9
KANSAS,1989,2513000,20,KS,32,,,143181,,,,,,,,,,,,,,,16,-0.8079589,-0.39692643,,,1,0,0,-0.290064643871566,18.1
KENTUCKY,1989,3727000,21,KY,51,,,262396,,,,,,,,,,,,,,,17,-1.0905766,0.32005727,,,1,0,0,-0.290064643871566,39.799999
LOUISIANA,1989,4382000,22,LA,45,,,1306791,,,,,,,,,,,,,,,18,-0.19034007,-0.07169468,,,1,0,0,-0.290064643871566,31.700001
MAINE,1989,1222000,23,ME,2,,,5064,,,,,,,,,,,,,,,19,-0.66932195,-0.35515261,,,2,2,2,0.968848952882653,3.3
MARYLAND,1989,4694000,24,MD,52,,,1173201,,,,,,,,,,,,,,,20,0.0781703,-0.010346791,,,1,0,0,-0.290064643871566,13.4
MASSACHUSETTS,1989,5913000,25,MA,3,,,322508,,,,,,,,,,,,,,,21,3.4503553,-3.0993967,,,2,0,0,-0.290064643871566,3.3
MICHIGAN,1989,9273000,26,MI,23,,,1282140,,,,,,,,,,,,,,,22,4.4977765,-1.9659213,,,2,0,0,-0.290064643871566,14.5
MINNESOTA,1989,4353000,27,MN,33,,,92624,,,,,,,,,,,,,,,23,0.3868269,0.11480574,,,1,0,0,-0.290064643871566,12.1
MISSISSIPPI,1989,2621000,28,MS,46,,,913668,,,,,,,,,,,,,,,24,-0.42207909,-0.65323699,,,1,0,0,-0.290064643871566,55.200001
MISSOURI,1989,5159000,29,MO,34,,,546427,,,,,,,,,,,,,,,25,0.3258341,-0.63019919,,,2,0,0,-0.290064643871566,29.5
MONTANA,1989,806000,30,MT,64,,,2407,,,,,,,,,,,,,,,26,-1.1807185,-0.13698277,,,2,0,0,-0.290064643871566,14.1
NEBRASKA,1989,1611000,31,NE,35,,,56753,,,,,,,,,,,,,,,27,-0.19911653,-0.16253695,,,2,0,0,-0.290064643871566,16.9
NEVADA,1989,1111000,32,NV,65,,,74552,,,,,,,,,,,,,,,28,-0.42905042,0.24657199,,,2,0,0,-0.290064643871566,14.4
NEW HAMPSHIRE,1989,1107000,33,NH,4,,,7157,,,,,,,,,,,,,,,29,-1.7515938,0.26271883,,,1,0,0,-0.290064643871566,2.5999999
NEW JERSEY,1989,7736000,34,NJ,12,,,1058318,,,,,,,,,,,,,,,30,1.0928619,0.95016527,,,1,0,0,-0.290064643871566,5.8000002
NEW MEXICO,1989,1528000,35,NM,66,,,31274,,,,,,,,,,,,,,,31,-1.4111826,0.32605916,,,1,0,0,-0.290064643871566,20.700001
NEW YORK,1989,17950000,36,NY,13,,,3028788,,,,,,,,,,,,,,,32,4.2334013,0.57047009,,,1,0,0,-0.290064643871566,6.5
NORTH CAROLINA,1989,6571000,37,NC,47,,,1444442,,,,,,,,,,,,,,,33,-0.23485844,-0.60344291,,,1,0,0,-0.290064643871566,40
NORTH DAKOTA,1989,660000,38,ND,36,,,3562,,,,,,,,,,,,,,,34,-1.4280978,0.11937662,,,2,0,0,-0.290064643871566,12.2
OHIO,1989,10907000,39,OH,24,,,1148736,,,,,,,,,,,,,,,35,1.5524987,-0.72480279,,,2,0,0,-0.290064643871566,13.8
OKLAHOMA,1989,3224000,40,OK,53,,,233827,,,,,,,,,,,,,,,36,0.63574409,-0.63812822,,,2,1,1,0.339392154505543,47.200001
OREGON,1989,2820000,41,OR,72,,,45640,,,,,,,,,,,,,,,37,0.015984984,0.24508077,,,2,0,0,-0.290064643871566,14.9
PENNSYLVANIA,1989,12040000,42,PA,14,,,1102048,,,,,,,,,,,,,,,38,2.0356638,1.0280337,,,1,0,0,-0.290064643871566,7.5
RHODE ISLAND,1989,998000,44,RI,5,,,42334,,,,,,,,,,,,,,,39,-0.79416317,-0.59841532,,,1,0,0,-0.290064643871566,2.5999999
SOUTH CAROLINA,1989,3512000,45,SC,48,,,1031959,,,,,,,,,,,,,,,40,-0.072405621,-0.60166758,,,1,0,0,-0.290064643871566,44.400002
SOUTH DAKOTA,1989,715000,46,SD,37,,,3237,,,,,,,,,,,,,,,41,-1.4383887,0.11620963,,,2,0,0,-0.290064643871566,15.7
TENNESSEE,1989,4940000,47,TN,54,,,774173,,,,,,,,,,,,,,,42,-0.64869916,0.2254159,,,1,0,0,-0.290064643871566,46.599998
TEXAS,1989,16991000,48,TX,49,,,2016013,,,,,,,,,,,,,,,43,0.45727816,-0.23380719,,,1,0,0,-0.290064643871566,32.599998
UTAH,1989,1707000,49,UT,67,,,11862,,,,,,,,,,,,,,,44,-1.4502791,0.34449235,,,2,0,0,-0.290064643871566,74
VERMONT,1989,567000,50,VT,6,,,1922,,,,,,,,,,,,,,,45,-0.78314626,-0.61308509,,,1,0,0,-0.290064643871566,2.5
VIRGINIA,1989,6098000,51,VA,40,,,1152465,,,,,,,,,,,,,,,46,-0.42474034,0.43659803,,,1,0,0,-0.290064643871566,25.299999
WASHINGTON,1989,4761000,53,WA,73,,,146795,,,,,,,,,,,,,,,47,0.81943029,0.10470875,,,2,1,1,0.339392154505543,13
WEST VIRGINIA,1989,1857000,54,WV,56,,,56867,,,,,,,,,,,,,,,48,-0.95100921,-0.049235631,,,1,0,0,-0.290064643871566,13.1
WISCONSIN,1989,4867000,55,WI,25,,,240079,,,,,,,,,,,,,,,49,1.3912991,-0.61118704,,,1,0,0,-0.290064643871566,15
WYOMING,1989,475000,56,WY,68,,,3712,,,,,,,,,,,,,,,50,-1.5727199,0.28774279,,,2,0,0,-0.290064643871566,22.6
ALABAMA,1990,4040587,1,AL,41,,,1024198,,,,,,,,,,,,,,,1,-1.1837428,-0.024184249,,,1,0,0,-0.290064643871566,56.700001
ALASKA,1990,550043,2,AK,81,,,22665,,,,,,,,,,,,,,,2,1.075467,0.3540453,,,2,3,3,1.59830575125976,16.799999
ARIZONA,1990,3665228,4,AZ,61,,,115796,,,,,,,,,,,,,,,3,0.48708919,-0.94967037,,,2,7,7,4.1161329447682,15.5
ARKANSAS,1990,2350725,5,AR,42,,,375370,,,,,,,,,,,,,,,4,-1.0594815,0.29788938,,,2,2,2,0.968848952882653,46.400002
CALIFORNIA,1990,29760021,6,CA,71,,,2322371,,,,,,,,,,,,,,,5,5.9494314,2.978334,,,2,18,18,11.0401577269164,10.9
COLORADO,1990,3294394,8,CO,62,,,136626,,,,,,,,,,,,,,,6,0.089784317,-0.49623236,,,2,5,5,2.85721934801398,13.6
CONNECTICUT,1990,3287116,9,CT,1,,,283440,,,,,,,,,,,,,,,7,0.17100979,-0.43617952,,,1,0,0,-0.290064643871566,5.4000001
DELAWARE,1990,666168,10,DE,11,,,114248,,,,,,,,,,,,,,,8,-0.33269632,0.24371247,,,1,0,0,-0.290064643871566,11.5
FLORIDA,1990,12937926,12,FL,43,,,1794796,,,,,,,,,,,,,,,9,0.53908086,1.2879457,,,2,0,0,-0.290064643871566,19.6
GEORGIA,1990,6478216,13,GA,44,,,1763068,,,,,,,,,,,,,,,10,-0.97908884,0.24291815,,,1,0,0,-0.290064643871566,41.5
HAWAII,1990,1108229,15,HI,82,,,27844,,,,,,,,,,,,,,,11,0.14876361,0.38311663,,,1,0,0,-0.290064643871566,9.8000002
IDAHO,1990,1006749,16,ID,63,,,3330,,,,,,,,,,,,,,,12,-1.060876,-0.43936518,,,2,0,0,-0.290064643871566,35.799999
ILLINOIS,1990,11430602,17,IL,21,,,1711998,,,,,,,,,,,,,,,13,1.0671631,0.30394492,,,2,0,0,-0.290064643871566,14
INDIANA,1990,5544159,18,IN,22,,,435339,,,,,,,,,,,,,,,14,-0.56748182,0.20262666,,,1,0,0,-0.290064643871566,19.4
IOWA,1990,2776755,19,IA,31,,,48262,,,,,,,,,,,,,,,15,-0.22895215,-0.29865536,,,1,0,0,-0.290064643871566,11.9
KANSAS,1990,2477574,20,KS,32,,,144681,,,,,,,,,,,,,,,16,-0.8079589,-0.39692643,,,1,0,0,-0.290064643871566,18.1
KENTUCKY,1990,3685296,21,KY,51,,,264471,,,,,,,,,,,,,,,17,-1.0905766,0.32005727,,,1,0,0,-0.290064643871566,39.799999
LOUISIANA,1990,4219973,22,LA,45,,,1302816,,,,,,,,,,,,,,,18,-0.19034007,-0.07169468,,,1,0,0,-0.290064643871566,31.700001
MAINE,1990,1227928,23,ME,2,,,5111,,,,,,,,,,,,,,,19,-0.66932195,-0.35515261,,,2,1,1,0.339392154505543,3.3
MARYLAND,1990,4781468,24,MD,52,,,1203347,,,,,,,,,,,,,,,20,0.0781703,-0.010346791,,,1,0,0,-0.290064643871566,13.4
MASSACHUSETTS,1990,6016425,25,MA,3,,,328341,,,,,,,,,,,,,,,21,3.4503553,-3.0993967,,,2,4,4,2.22776254963687,3.3
MICHIGAN,1990,9295297,26,MI,23,,,1302647,,,,,,,,,,,,,,,22,4.4977765,-1.9659213,,,2,0,0,-0.290064643871566,14.5
MINNESOTA,1990,4375099,27,MN,33,,,96863,,,,,,,,,,,,,,,23,0.3868269,0.11480574,,,1,0,0,-0.290064643871566,12.1
MISSISSIPPI,1990,2573216,28,MS,46,,,918137,,,,,,,,,,,,,,,24,-0.42207909,-0.65323699,,,1,0,0,-0.290064643871566,55.200001
MISSOURI,1990,5117073,29,MO,34,,,551614,,,,,,,,,,,,,,,25,0.3258341,-0.63019919,,,2,1,1,0.339392154505543,29.5
MONTANA,1990,799065,30,MT,64,,,2200,,,,,,,,,,,,,,,26,-1.1807185,-0.13698277,,,2,2,2,0.968848952882653,14.1
NEBRASKA,1990,1578385,31,NE,35,,,57861,,,,,,,,,,,,,,,27,-0.19911653,-0.16253695,,,2,2,2,0.968848952882653,16.9
NEVADA,1990,1201833,32,NV,65,,,81467,,,,,,,,,,,,,,,28,-0.42905042,0.24657199,,,2,2,2,0.968848952882653,14.4
NEW HAMPSHIRE,1990,1109252,33,NH,4,,,7350,,,,,,,,,,,,,,,29,-1.7515938,0.26271883,,,1,0,0,-0.290064643871566,2.5999999
