state_name,year,population_total,state_fips,state,state_icpsr,female_pop,male_pop,black_pop,pct_hispanic,pct_white,white_pop,hispanic_pop,pct_female,pct_male,pct_black,pctblack,incomepcap,hs_educ,hs_pct,college_educ,college_pct,pollib_median,state_no,std_bowen1,std_bowen2,unified,party_control,init,initiatives,initiaitves,std_init_use,evangelical_pop
UTAH,2006,2550063,49,UT,67,1300000,1300000,36435,,,,,0.509791326724085,0.509791326724085,,,,,,,,,44,-1.4330583,0.2982994,,,2,0,0,-0.290064643871566,71.400002
VERMONT,2006,623908,50,VT,6,316885,307023,6213,,,,,0.507903408835918,0.492096591164082,,,,,,,,,45,-0.7046845,-0.69053549,,,1,0,0,-0.290064643871566,4.3000002
VIRGINIA,2006,7642884,51,VA,40,3900000,3800000,1559413,,,,,0.510278580703305,0.497194514531426,,,,,,,,,46,-0.60126317,0.41035599,,,1,0,0,-0.290064643871566,20.299999
WEST VIRGINIA,2006,1818470,54,WV,56,927882,890588,66609,,,,,0.510254224705384,0.489745775294616,,,,,,,,,48,-0.73668534,0.15923132,,,1,0,0,-0.290064643871566,14.4
WISCONSIN,2006,5556506,55,WI,25,2800000,2800000,355587,,,,,0.503913790428733,0.503913790428733,,,,,,,,,49,0.51805973,0.59406286,,,1,0,0,-0.290064643871566,14.6
WYOMING,2006,515004,56,WY,68,254002,261002,7193,,,,,0.493203936280107,0.506796063719893,,,,,,,,,50,-1.5605581,0.31376442,,,2,0,0,-0.290064643871566,21.700001
NEW JERSEY,2006,8724560,34,NJ,12,4500000,4300000,1282481,,,,,0.515785323271317,0.492861531125925,,,,,,,,,30,0.70369375,1.3071772,,,1,0,0,-0.290064643871566,4.6999998
WASHINGTON,2006,6395798,53,WA,73,3200000,3200000,273435,,,,,0.500328496928765,0.500328496928765,,,,,,,,,47,0.36686009,0.64345896,,,2,0,0,-0.290064643871566,16.200001
ALABAMA,2007,4627851,1,AL,41,2400000,2200000,1232091,,,,,0.518599237529471,0.475382634402015,,,,,,,,,1,-1.2638743,0.56468171,,,1,0,0,-0.290064643871566,42.799999
ALASKA,2007,683478,2,AK,81,328638,354840,32787,,,,,0.480831862912925,0.519168137087075,,,,,,,,,2,0.94543773,0.034306388,,,2,0,0,-0.290064643871566,18.700001
ARIZONA,2007,6338755,4,AZ,61,3200000,3200000,286026,,,,,0.504830995992115,0.504830995992115,,,,,,,,,3,0.75218379,-0.52787507,,,2,0,0,-0.290064643871566,18.1
ARKANSAS,2007,2834797,5,AR,42,1400000,1400000,454984,,,,,0.493862523489336,0.493862523489336,,,,,,,,,4,-0.89595085,0.66156906,,,2,0,0,-0.290064643871566,39.900002
CALIFORNIA,2007,36553215,6,CA,71,1.8e+07,1.8e+07,2595801,,,,,0.492432744971954,0.492432744971954,,,,,,,,,5,7.9253936,2.3982201,,,2,0,0,-0.290064643871566,11.5
COLORADO,2007,4861515,8,CO,62,2400000,2500000,229276,,,,,0.493673268518147,0.514242988039737,,,,,,,,,6,0.11325353,-0.36468554,,,2,0,0,-0.290064643871566,14.8
CONNECTICUT,2007,3502309,9,CT,1,1800000,1700000,374779,,,,,0.513946656334435,0.485394064315856,,,,,,,,,7,0.38882175,-0.44285521,,,1,0,0,-0.290064643871566,4.8000002
DELAWARE,2007,864764,10,DE,11,445470,419294,185353,,,,,0.515134765091979,0.484865234908021,,,,,,,,,8,-0.15884911,0.28135049,,,1,0,0,-0.290064643871566,7.6999998
FLORIDA,2007,18251243,12,FL,43,9300000,9e+06,2968086,,,,,0.509554335559501,0.49311709892855,,,,,,,,,9,1.0925363,1.7621704,,,2,0,0,-0.290064643871566,16.9
GEORGIA,2007,9544750,13,GA,44,4900000,4700000,2893976,,,,,0.51337122501899,0.492417297467194,,,,,,,,,10,-0.93420166,0.28599715,,,1,0,0,-0.290064643871566,30.299999
HAWAII,2007,1283388,15,HI,82,637568,645820,44133,,,,,0.496785072012517,0.503214927987483,,,,,,,,,11,0.26743075,0.23478779,,,1,0,0,-0.290064643871566,14.7
IDAHO,2007,1499402,16,ID,63,744903,754499,16665,,,,,0.496800057622972,0.503199942377028,,,,,,,,,12,-0.74290252,-0.13969721,,,2,0,0,-0.290064643871566,39
ILLINOIS,2007,12852548,17,IL,21,6500000,6300000,1961100,,,,,0.505736294468614,0.490175177715734,,,,,,,,,13,1.1520765,0.018571205,,,2,0,0,-0.290064643871566,13.3
INDIANA,2007,6345289,18,IN,22,3200000,3100000,597844,,,,,0.504311151154817,0.488551427681229,,,,,,,,,14,-0.33482325,-0.37632269,,,1,0,0,-0.290064643871566,19.700001
IOWA,2007,2988046,19,IA,31,1500000,1500000,88803,,,,,0.502000303877517,0.502000303877517,,,,,,,,,15,-0.18841061,-0.25006869,,,1,0,0,-0.290064643871566,14
KANSAS,2007,2775997,20,KS,32,1400000,1400000,182164,,,,,0.504323311588593,0.504323311588593,,,,,,,,,16,-0.76999098,-0.45300323,,,1,0,0,-0.290064643871566,19.299999
KENTUCKY,2007,4241474,21,KY,51,2200000,2100000,342594,,,,,0.518687607185615,0.495110897768087,,,,,,,,,17,-0.42603189,0.008749514,,,1,0,0,-0.290064643871566,34.099998
LOUISIANA,2007,4293204,22,LA,45,2200000,2100000,1404343,,,,,0.512437797039228,0.489145169901081,,,,,,,,,18,-0.18351121,0.35865054,,,1,0,0,-0.290064643871566,24.1
MAINE,2007,1317207,23,ME,2,674408,642799,16422,,,,,0.511998493782678,0.488001506217322,,,,,,,,,19,-1.0284587,0.08780881,,,2,0,0,-0.290064643871566,5.1999998
MARYLAND,2007,5618344,24,MD,52,2900000,2700000,1694409,,,,,0.516166329437998,0.480568651545722,,,,,,,,,20,0.48861742,0.12551573,,,1,0,0,-0.290064643871566,12.8
MASSACHUSETTS,2007,6449755,25,MA,3,3300000,3100000,481366,,,,,0.51164734164321,0.480638411846652,,,,,,,,,21,1.7249328,-1.3064407,,,2,0,0,-0.290064643871566,3.8
MICHIGAN,2007,10071822,26,MI,23,5100000,5e+06,1478093,,,,,0.506363198237618,0.496434508076096,,,,,,,,,22,2.5261774,0.005476835,,,2,0,0,-0.290064643871566,13.3
MINNESOTA,2007,5197621,27,MN,33,2600000,2600000,259776,,,,,0.500228854701026,0.500228854701026,,,,,,,,,23,-0.21698883,0.27183846,,,1,0,0,-0.290064643871566,14.6
MISSISSIPPI,2007,2918785,28,MS,46,1500000,1400000,1090252,,,,,0.513912467002537,0.479651635869035,,,,,,,,,24,0.058891285,-1.4202245,,,2,0,0,-0.290064643871566,40.099998
MONTANA,2007,957861,30,MT,64,478228,479633,8155,,,,,0.49926659504876,0.50073340495124,,,,,,,,,26,-1.2718747,0.014838772,,,2,0,0,-0.290064643871566,16.9
NEBRASKA,2007,1774571,31,NE,35,895180,879391,86300,,,,,0.504448680836101,0.495551319163899,,,,,,,,,27,-0.27889264,-0.086115949,,,2,0,0,-0.290064643871566,17.1
NEVADA,2007,2565382,32,NV,65,1300000,1300000,223227,,,,,0.506747143310431,0.506747143310431,,,,,,,,,28,-0.25822529,1.2888765,,,2,0,0,-0.290064643871566,14.4
NEW HAMPSHIRE,2007,1315828,33,NH,4,666529,649299,19174,,,,,0.506547208297741,0.493452791702259,,,,,,,,,29,-1.2472183,-0.39924082,,,1,0,0,-0.290064643871566,4.1999998
NEW MEXICO,2007,1969915,35,NM,66,998142,971773,63738,,,,,0.506692928375082,0.493307071624918,,,,,,,,,31,-1.3290104,0.42011231,,,1,0,0,-0.290064643871566,16.799999
NEW YORK,2007,19297729,36,NY,13,9900000,9400000,3447808,,,,,0.513013733377643,0.48710394886362,,,,,,,,,32,4.9877224,-1.95812,,,1,0,0,-0.290064643871566,4.9000001
NORTH CAROLINA,2007,9061032,37,NC,47,4600000,4400000,1991859,,,,,0.507668442181862,0.485595901217433,,,,,,,,,33,-0.12161853,-0.44760397,,,1,0,0,-0.290064643871566,27.9
NORTH DAKOTA,2007,639715,38,ND,36,318655,321060,8034,,,,,0.498120256676801,0.501879743323199,,,,,,,,,34,-1.625093,0.35877019,,,2,0,0,-0.290064643871566,12.7
OHIO,2007,11466917,39,OH,24,5900000,5600000,1440477,,,,,0.51452365095169,0.488361431411774,,,,,,,,,35,2.3814528,-2.07951,,,2,0,0,-0.290064643871566,13.4
OKLAHOMA,2007,3617316,40,OK,53,1800000,1800000,306521,,,,,0.497606512674038,0.497606512674038,,,,,,,,,36,0.064586297,0.035919711,,,2,0,0,-0.290064643871566,42
OREGON,2007,3747455,41,OR,72,1900000,1900000,88186,,,,,0.507010757967741,0.507010757967741,,,,,,,,,37,-0.12378397,0.24875192,,,2,0,0,-0.290064643871566,15.5
PENNSYLVANIA,2007,12432792,42,PA,14,6400000,6e+06,1398500,,,,,0.514767720717921,0.482594738173051,,,,,,,,,38,3.5846155,0.71518588,,,1,0,0,-0.290064643871566,8.8999996
RHODE ISLAND,2007,1057832,44,RI,5,545975,511857,72897,,,,,0.516126379236022,0.483873620763978,,,,,,,,,39,-0.68073487,0.17089406,,,1,0,0,-0.290064643871566,2.9000001
SOUTH CAROLINA,2007,4407709,45,SC,48,2300000,2100000,1278888,,,,,0.521813032575426,0.47643798626452,,,,,,,,,40,-0.18290837,-0.32506621,,,1,0,0,-0.290064643871566,31.299999
SOUTH DAKOTA,2007,796214,46,SD,37,399402,396812,10720,,,,,0.50162644716119,0.49837355283881,,,,,,,,,41,-1.4453908,0.11732376,,,2,0,0,-0.290064643871566,15.7
TENNESSEE,2007,6156719,47,TN,54,3200000,3e+06,1056410,,,,,0.51975735777449,0.487272522913584,,,,,,,,,42,-0.68859798,0.36646155,,,1,0,0,-0.290064643871566,38.299999
TEXAS,2007,23904380,48,TX,49,1.2e+07,1.2e+07,2917855,,,,,0.502000051873339,0.502000051873339,,,,,,,,,43,-0.15891054,1.1666105,,,1,0,0,-0.290064643871566,26.9
UTAH,2007,2645330,49,UT,67,1300000,1300000,39756,,,,,0.491432070856944,0.491432070856944,,,,,,,,,44,-1.4396816,0.3243553,,,2,0,0,-0.290064643871566,71.400002
VERMONT,2007,621254,50,VT,6,315469,305785,6532,,,,,0.507793913600556,0.492206086399444,,,,,,,,,45,-0.96966749,-0.39955011,,,1,0,0,-0.290064643871566,4.3000002
VIRGINIA,2007,7712091,51,VA,40,3900000,3800000,1576171,,,,,0.505699427042549,0.492732775067099,,,,,,,,,46,-0.65463108,0.51679599,,,1,0,0,-0.290064643871566,20.299999
WEST VIRGINIA,2007,1812035,54,WV,56,924817,887218,68090,,,,,0.510374799603761,0.48962520039624,,,,,,,,,48,-0.88460088,0.27711281,,,1,0,0,-0.290064643871566,14.4
WISCONSIN,2007,5601640,55,WI,25,2800000,2800000,360437,,,,,0.49985361429867,0.49985361429867,,,,,,,,,49,0.90560293,0.053268727,,,1,0,0,-0.290064643871566,14.6
WYOMING,2007,522830,56,WY,68,257785,265045,7833,,,,,0.493057016621081,0.506942983378919,,,,,,,,,50,-1.4744576,0.22856486,,,2,0,0,-0.290064643871566,21.700001
MISSOURI,2007,5878415,29,MO,34,3e+06,2900000,700420,,,,,0.510341648216398,0.493330259942519,,,,,,,,,25,0.02323872,-0.44774881,,,2,0,0,-0.290064643871566,26.5
NEW JERSEY,2007,8685920,34,NJ,12,4400000,4200000,1285688,,,,,0.506566949730138,0.483541179287859,,,,,,,,,30,0.53944999,1.3548698,,,1,0,0,-0.290064643871566,4.6999998
WASHINGTON,2007,6468424,53,WA,73,3200000,3200000,281239,,,,,0.4947109218567,0.4947109218567,,,,,,,,,47,0.48368183,0.68955398,,,2,0,0,-0.290064643871566,16.200001
ALABAMA,2008,4661900,1,AL,41,2400000,2300000,1246105,,,,,0.514811557519466,0.493361075956155,,,,,,,,,1,-1.2638743,0.56468171,,,1,0,0,-0.290064643871566,42.799999
ALASKA,2008,686293,2,AK,81,328686,357607,33941,,,,,0.478929553412318,0.521070446587682,,,,,,,,,2,0.94543773,0.034306388,,,2,0,0,-0.290064643871566,18.700001
ARIZONA,2008,6500180,4,AZ,61,3200000,3300000,302727,,,,,0.49229405954912,0.50767824891003,,,,,,,,,3,0.75218379,-0.52787507,,,2,0,0,-0.290064643871566,18.1
ARKANSAS,2008,2855390,5,AR,42,1500000,1400000,460994,,,,,0.525322285221984,0.490300799540518,,,,,,,,,4,-0.89595085,0.66156906,,,2,0,0,-0.290064643871566,39.900002
CALIFORNIA,2008,36756666,6,CA,71,1.8e+07,1.8e+07,2613181,,,,,0.489707091497363,0.489707091497363,,,,,,,,,5,7.9253936,2.3982201,,,2,0,0,-0.290064643871566,11.5
COLORADO,2008,4939456,8,CO,62,2400000,2500000,236938,,,,,0.485883465709584,0.50612861011415,,,,,,,,,6,0.11325353,-0.36468554,,,2,0,0,-0.290064643871566,14.8
CONNECTICUT,2008,3501252,9,CT,1,1800000,1700000,379637,,,,,0.514101812722992,0.485540600905048,,,,,,,,,7,0.38882175,-0.44285521,,,1,0,0,-0.290064643871566,4.8000002
DELAWARE,2008,873092,10,DE,11,449756,423336,189420,,,,,0.515130135197665,0.484869864802335,,,,,,,,,8,-0.15884911,0.28135049,,,1,0,0,-0.290064643871566,7.6999998
FLORIDA,2008,18328340,12,FL,43,9300000,9e+06,3015531,,,,,0.507410927558088,0.49104283312073,,,,,,,,,9,1.0925363,1.7621704,,,2,0,0,-0.290064643871566,16.9
GEORGIA,2008,9685744,13,GA,44,4900000,4800000,2960727,,,,,0.505898152996817,0.495573700894841,,,,,,,,,10,-0.93420166,0.28599715,,,1,0,0,-0.290064643871566,30.299999
HAWAII,2008,1288198,15,HI,82,638679,649519,46414,,,,,0.495792572259855,0.504207427740146,,,,,,,,,11,0.26743075,0.23478779,,,1,0,0,-0.290064643871566,14.7
IDAHO,2008,1523816,16,ID,63,757236,766580,18098,,,,,0.496934013030445,0.503065986969555,,,,,,,,,12,-0.74290252,-0.13969721,,,2,0,0,-0.290064643871566,39
ILLINOIS,2008,12901563,17,IL,21,6500000,6400000,1967617,,,,,0.503814925369895,0.496063926518051,,,,,,,,,13,1.1520765,0.018571205,,,2,0,0,-0.290064643871566,13.3
INDIANA,2008,6376792,18,IN,22,3200000,3100000,606919,,,,,0.501819723773333,0.486137857405416,,,,,,,,,14,-0.33482325,-0.37632269,,,1,0,0,-0.290064643871566,19.700001
KANSAS,2008,2802134,20,KS,32,1400000,1400000,186689,,,,,0.499619218781115,0.499619218781115,,,,,,,,,16,-0.76999098,-0.45300323,,,1,0,0,-0.290064643871566,19.299999
KENTUCKY,2008,4269245,21,KY,51,2200000,2100000,347354,,,,,0.515313597603323,0.491890252257718,,,,,,,,,17,-0.42603189,0.008749514,,,1,0,0,-0.290064643871566,34.099998
LOUISIANA,2008,4410796,22,LA,45,2300000,2100000,1441861,,,,,0.521447829371388,0.476104539860832,,,,,,,,,18,-0.18351121,0.35865054,,,1,0,0,-0.290064643871566,24.1
MAINE,2008,1316456,23,ME,2,674087,642369,17337,,,,,0.512046737604599,0.487953262395401,,,,,,,,,19,-1.0284587,0.08780881,,,2,0,0,-0.290064643871566,5.1999998
MARYLAND,2008,5633597,24,MD,52,2900000,2700000,1707596,,,,,0.514768805791398,0.479267508840267,,,,,,,,,20,0.48861742,0.12551573,,,1,0,0,-0.290064643871566,12.8
MASSACHUSETTS,2008,6497967,25,MA,3,3300000,3200000,489824,,,,,0.507851147905183,0.492461719180784,,,,,,,,,21,1.7249328,-1.3064407,,,2,0,0,-0.290064643871566,3.8
MICHIGAN,2008,10003422,26,MI,23,5100000,4900000,1469497,,,,,0.509825537700999,0.489832379359783,,,,,,,,,22,2.5261774,0.005476835,,,2,0,0,-0.290064643871566,13.3
MINNESOTA,2008,5220393,27,MN,33,2600000,2600000,267630,,,,,0.498046794561252,0.498046794561252,,,,,,,,,23,-0.21698883,0.27183846,,,1,0,0,-0.290064643871566,14.6
MISSISSIPPI,2008,2938618,28,MS,46,1500000,1400000,1101721,,,,,0.510444025048509,0.476414423378609,,,,,,,,,24,0.058891285,-1.4202245,,,2,0,0,-0.290064643871566,40.099998
MONTANA,2008,967440,30,MT,64,482955,484485,8705,,,,,0.499209253287026,0.500790746712974,,,,,,,,,26,-1.2718747,0.014838772,,,2,0,0,-0.290064643871566,16.9
NEBRASKA,2008,1783432,31,NE,35,899152,884280,88706,,,,,0.504169488940425,0.495830511059575,,,,,,,,,27,-0.27889264,-0.086115949,,,2,0,0,-0.290064643871566,17.1
NEVADA,2008,2600167,32,NV,65,1300000,1300000,230672,,,,,0.499967886678048,0.499967886678048,,,,,,,,,28,-0.25822529,1.2888765,,,2,0,0,-0.290064643871566,14.4
NEW HAMPSHIRE,2008,1315809,33,NH,4,666722,649087,20038,,,,,0.506701200554184,0.493298799445816,,,,,,,,,29,-1.2472183,-0.39924082,,,1,0,0,-0.290064643871566,4.1999998
NEW MEXICO,2008,1984356,35,NM,66,1e+06,978326,66523,,,,,0.503941833017866,0.493019397729037,,,,,,,,,31,-1.3290104,0.42011231,,,1,0,0,-0.290064643871566,16.799999
NEW YORK,2008,19490297,36,NY,13,1e+07,9500000,3452227,,,,,0.513075814083285,0.48742202337912,,,,,,,,,32,4.9877224,-1.95812,,,1,0,0,-0.290064643871566,4.9000001
NORTH CAROLINA,2008,9222414,37,NC,47,4700000,4500000,2034474,,,,,0.509627956411412,0.487941660393906,,,,,,,,,33,-0.12161853,-0.44760397,,,1,0,0,-0.290064643871566,27.9
NORTH DAKOTA,2008,641481,38,ND,36,319548,321933,8590,,,,,0.498141020544646,0.501858979455354,,,,,,,,,34,-1.625093,0.35877019,,,2,0,0,-0.290064643871566,12.7
OHIO,2008,11485910,39,OH,24,5900000,5600000,1448007,,,,,0.513672839156845,0.487553881233616,,,,,,,,,35,2.3814528,-2.07951,,,2,0,0,-0.290064643871566,13.4
OKLAHOMA,2008,3642361,40,OK,53,1800000,1800000,310937,,,,,0.494184953111457,0.494184953111457,,,,,,,,,36,0.064586297,0.035919711,,,2,0,0,-0.290064643871566,42
PENNSYLVANIA,2008,12448279,42,PA,14,6400000,6100000,1412624,,,,,0.51412729422276,0.490027577306068,,,,,,,,,38,3.5846155,0.71518588,,,1,0,0,-0.290064643871566,8.8999996
RHODE ISLAND,2008,1050788,44,RI,5,542083,508705,73465,,,,,0.515882366376472,0.484117633623528,,,,,,,,,39,-0.68073487,0.17089406,,,1,0,0,-0.290064643871566,2.9000001
SOUTH CAROLINA,2008,4479800,45,SC,48,2300000,2200000,1295568,,,,,0.513415777490067,0.491093352381803,,,,,,,,,40,-0.18290837,-0.32506621,,,1,0,0,-0.290064643871566,31.299999
SOUTH DAKOTA,2008,804194,46,SD,37,403333,400861,11228,,,,,0.501536942578532,0.498463057421468,,,,,,,,,41,-1.4453908,0.11732376,,,2,0,0,-0.290064643871566,15.7
TENNESSEE,2008,6214888,47,TN,54,3200000,3e+06,1068378,,,,,0.514892625579093,0.4827118364804,,,,,,,,,42,-0.68859798,0.36646155,,,1,0,0,-0.290064643871566,38.299999
TEXAS,2008,24326974,48,TX,49,1.2e+07,1.2e+07,2976965,,,,,0.493279599838435,0.493279599838435,,,,,,,,,43,-0.15891054,1.1666105,,,1,0,0,-0.290064643871566,26.9
UTAH,2008,2736424,49,UT,67,1400000,1400000,42469,,,,,0.511616620816072,0.511616620816072,,,,,,,,,44,-1.4396816,0.3243553,,,2,0,0,-0.290064643871566,71.400002
VIRGINIA,2008,7769089,51,VA,40,4e+06,3800000,1595349,,,,,0.514860880085168,0.48911783608091,,,,,,,,,46,-0.65463108,0.51679599,,,1,0,0,-0.290064643871566,20.299999
WEST VIRGINIA,2008,1814468,54,WV,56,925772,888696,69707,,,,,0.510216768771894,0.489783231228107,,,,,,,,,48,-0.88460088,0.27711281,,,1,0,0,-0.290064643871566,14.4
WISCONSIN,2008,5627967,55,WI,25,2800000,2800000,364850,,,,,0.497515355011854,0.497515355011854,,,,,,,,,49,0.90560293,0.053268727,,,1,0,0,-0.290064643871566,14.6
WYOMING,2008,532668,56,WY,68,262478,270190,8376,,,,,0.492760969309213,0.507239030690787,,,,,,,,,50,-1.4744576,0.22856486,,,2,0,0,-0.290064643871566,21.700001
IOWA,2008,3002555,19,IA,31,1500000,1500000,92620,,,,,0.499574529026113,0.499574529026113,,,,,,,,,15,-0.18841061,-0.25006869,,,1,0,0,-0.290064643871566,14
MISSOURI,2008,5911605,29,MO,34,3e+06,2900000,707075,,,,,0.507476396004131,0.490560516137327,,,,,,,,,25,0.02323872,-0.44774881,,,2,0,0,-0.290064643871566,26.5
NEW JERSEY,2008,8682661,34,NJ,12,4400000,4300000,1291180,,,,,0.50675708748735,0.495239880953546,,,,,,,,,30,0.53944999,1.3548698,,,1,0,0,-0.290064643871566,4.6999998
OREGON,2008,3790060,41,OR,72,1900000,1900000,91468,,,,,0.501311324886677,0.501311324886677,,,,,,,,,37,-0.12378397,0.24875192,,,2,0,0,-0.290064643871566,15.5
VERMONT,2008,621270,50,VT,6,315547,305723,6876,,,,,0.507906385307515,0.492093614692485,,,,,,,,,45,-0.96966749,-0.39955011,,,1,0,0,-0.290064643871566,4.3000002
WASHINGTON,2008,6549224,53,WA,73,3300000,3300000,292153,,,,,0.503876489794822,0.503876489794822,,,,,,,,,47,0.48368183,0.68955398,,,2,0,0,-0.290064643871566,16.200001
ALABAMA,2009,4708708,1,AL,41,2400000,2300000,1255769,,,,,0.509693954265162,0.48845670617078,,,,,,,,,1,-0.94827598,0.14458013,,,1,0,0,-0.290064643871566,42.799999
ALASKA,2009,698473,2,AK,81,336248,362225,34302,,,,,0.481404435103433,0.518595564896567,,,,,,,,,2,0.85425997,1.0190864,,,2,0,0,-0.290064643871566,18.700001
ARIZONA,2009,6595778,4,AZ,61,3300000,3300000,317131,,,,,0.500320053221925,0.500320053221925,,,,,,,,,3,0.88623285,-1.2280916,,,2,0,0,-0.290064643871566,18.1
ARKANSAS,2009,2889450,5,AR,42,1500000,1400000,465473,,,,,0.519129938223537,0.484521275675302,,,,,,,,,4,-0.8184635,0.49081671,,,2,0,0,-0.290064643871566,39.900002
CALIFORNIA,2009,36961664,6,CA,71,1.8e+07,1.9e+07,2638462,,,,,0.486991061874271,0.514046120867286,,,,,,,,,5,7.6016769,2.582309,,,2,0,0,-0.290064643871566,11.5
COLORADO,2009,5024748,8,CO,62,2500000,2500000,245475,,,,,0.497537388939704,0.497537388939704,,,,,,,,,6,0.35126236,-0.66333133,,,2,0,0,-0.290064643871566,14.8
CONNECTICUT,2009,3518288,9,CT,1,1800000,1700000,384784,,,,,0.51161246606304,0.48318955128176,,,,,,,,,7,0.10878541,-0.14441787,,,1,0,0,-0.290064643871566,4.8000002
DELAWARE,2009,885122,10,DE,11,455460,429662,192349,,,,,0.514573132291368,0.485426867708632,,,,,,,,,8,-0.20295608,0.21681991,,,1,0,0,-0.290064643871566,7.6999998
FLORIDA,2009,18537969,12,FL,43,9400000,9100000,3052489,,,,,0.507067413911416,0.490884411339775,,,,,,,,,9,0.95376259,1.7930584,,,2,0,0,-0.290064643871566,16.9
GEORGIA,2009,9829211,13,GA,44,5e+06,4800000,3016709,,,,,0.50868782855511,0.488340315412906,,,,,,,,,10,-0.98041958,0.24344029,,,1,0,0,-0.290064643871566,30.299999
HAWAII,2009,1295178,15,HI,82,640757,654421,48478,,,,,0.494725049375453,0.505274950624547,,,,,,,,,11,0.53906703,0.3427968,,,1,0,0,-0.290064643871566,14.7
IDAHO,2009,1545801,16,ID,63,769883,775918,19238,,,,,0.498047937606458,0.501952062393542,,,,,,,,,12,-0.59195387,-0.37036246,,,2,0,0,-0.290064643871566,39
ILLINOIS,2009,12910409,17,IL,21,6600000,6400000,1976428,,,,,0.511215407660594,0.495724031670879,,,,,,,,,13,1.3323956,0.021687159,,,2,0,0,-0.290064643871566,13.3
INDIANA,2009,6423113,18,IN,22,3300000,3200000,615324,,,,,0.513769569366131,0.498200794536855,,,,,,,,,14,-0.21420278,-0.063694052,,,1,0,0,-0.290064643871566,19.700001
KANSAS,2009,2818747,20,KS,32,1400000,1400000,189651,,,,,0.4966745862612,0.4966745862612,,,,,,,,,16,-0.78001124,-0.4230907,,,1,0,0,-0.290064643871566,19.299999
KENTUCKY,2009,4314113,21,KY,51,2200000,2100000,353624,,,,,0.509954189887933,0.486774453983936,,,,,,,,,17,-0.52145416,0.16111167,,,1,0,0,-0.290064643871566,34.099998
LOUISIANA,2009,4492076,22,LA,45,2300000,2200000,1460134,,,,,0.512012708600656,0.489751286487584,,,,,,,,,18,-0.25421941,0.44006228,,,1,0,0,-0.290064643871566,24.1
MAINE,2009,1318301,23,ME,2,674721,643580,17951,,,,,0.51181103556775,0.48818896443225,,,,,,,,,19,-1.0505009,0.071563929,,,2,0,0,-0.290064643871566,5.1999998
MASSACHUSETTS,2009,6593587,25,MA,3,3400000,3200000,498658,,,,,0.515652557553271,0.485320054167785,,,,,,,,,21,1.6159433,-1.2094843,,,2,0,0,-0.290064643871566,3.8
MICHIGAN,2009,9969727,26,MI,23,5100000,4900000,1463833,,,,,0.511548611110415,0.491487881262947,,,,,,,,,22,2.2694831,0.044504356,,,2,0,0,-0.290064643871566,13.3
MINNESOTA,2009,5266214,27,MN,33,2600000,2600000,273325,,,,,0.493713320423363,0.493713320423363,,,,,,,,,23,-0.2226644,0.25175914,,,1,0,0,-0.290064643871566,14.6
MISSISSIPPI,2009,2951996,28,MS,46,1500000,1400000,1108109,,,,,0.508130769824891,0.474255385169899,,,,,,,,,24,-0.69407898,-0.45793906,,,2,0,0,-0.290064643871566,40.099998
MONTANA,2009,974989,30,MT,64,487008,487981,9312,,,,,0.499501020011508,0.500498979988492,,,,,,,,,26,-1.2870109,0.10198645,,,2,0,0,-0.290064643871566,16.9
NEBRASKA,2009,1796619,31,NE,35,904967,891652,90827,,,,,0.503705571409408,0.496294428590592,,,,,,,,,27,-0.23242864,-0.057054888,,,2,0,0,-0.290064643871566,17.1
NEVADA,2009,2643085,32,NV,65,1300000,1300000,235627,,,,,0.491849486490219,0.491849486490219,,,,,,,,,28,-0.38859421,1.0944937,,,2,0,0,-0.290064643871566,14.4
NEW HAMPSHIRE,2009,1324575,33,NH,4,671627,652948,20839,,,,,0.507050940867826,0.492949059132175,,,,,,,,,29,-1.1100357,-0.57534999,,,1,0,0,-0.290064643871566,4.1999998
NEW MEXICO,2009,2009671,35,NM,66,1e+06,994635,70292,,,,,0.497593884770194,0.494924293578402,,,,,,,,,31,-1.3557793,0.43653458,,,1,0,0,-0.290064643871566,16.799999
NEW YORK,2009,19541453,36,NY,13,1e+07,9500000,3471785,,,,,0.511732674126126,0.486146040419819,,,,,,,,,32,4.6085591,-1.3354416,,,1,0,0,-0.290064643871566,4.9000001
NORTH CAROLINA,2009,9380884,37,NC,47,4800000,4600000,2068139,,,,,0.511678856704763,0.490358904342064,,,,,,,,,33,-0.14228821,-0.39057663,,,1,0,0,-0.290064643871566,27.9
NORTH DAKOTA,2009,646844,38,ND,36,321844,325000,9162,,,,,0.497560462800923,0.502439537199077,,,,,,,,,34,-1.3712225,0.1420871,,,2,0,0,-0.290064643871566,12.7
OHIO,2009,11542645,39,OH,24,5900000,5600000,1454838,,,,,0.511148008103862,0.485157431420615,,,,,,,,,35,1.5933985,-0.96561724,,,2,0,0,-0.290064643871566,13.4
OKLAHOMA,2009,3687050,40,OK,53,1900000,1800000,318181,,,,,0.515317123445573,0.488195169580017,,,,,,,,,36,0.073877022,-0.04511236,,,2,0,0,-0.290064643871566,42
PENNSYLVANIA,2009,12604767,42,PA,14,6500000,6100000,1423196,,,,,0.515677917727476,0.48394389202117,,,,,,,,,38,3.4468091,0.97785562,,,1,0,0,-0.290064643871566,8.8999996
RHODE ISLAND,2009,1053209,44,RI,5,541719,511490,74245,,,,,0.514350902812262,0.485649097187738,,,,,,,,,39,-0.63436031,0.046436809,,,1,0,0,-0.290064643871566,2.9000001
