state,statename,year,policy,category,direction,adoption_year,population_total,pollib_median,incomepcap,std_bowen1,std_bowen2,unified,duration,duration_sq,duration_cub,nbrs_lag,nbrs,lawrence,obergefell,std_init_use,evangelical_pop
,Indiana,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
IA,Iowa,1994,0,Nondiscrimination,P,2007,2829000,0.79583001,20367,-0.16034332,-0.44216281,0,3,9,27,1,1,1,1,-0.45359841,11.9
,Kansas,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Kentucky,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Louisiana,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
ME,Maine,1994,0,Nondiscrimination,P,2005,1240000,0.64830202,19552,-0.67196536,-0.18797182,0,3,9,27,0,0,1,1,0.43274331,3.3
MD,Maryland,1994,0,Nondiscrimination,P,2022,5006000,1.33108,25780,-0.018048411,-0.098338775,1,3,9,27,0,0,1,0,-0.45359841,13.4
MA,Massachusetts,1994,0,Nondiscrimination,P,2011,6041000,1.52795,26393,1.4667554,-3.0929019,0,3,9,27,0,0,1,1,2.6485975,3.3
MI,Michigan,1994,0,Nondiscrimination,P,2022,9496000,0.66289401,22593,2.1739759,-1.4129926,0,3,9,27,0,0,1,0,-0.45359841,14.5
,Mississippi,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
MO,Missouri,1994,0,Nondiscrimination,N,2006,5278000,-0.36503801,21035,0.16463973,-1.0238423,1,3,9,27,0,0,1,1,1.319085,29.5
,Montana,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Nebraska,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
NV,Nevada,1994,0,Nondiscrimination,P,2009,1457000,-0.44136101,23892,-0.46074313,0.1983801,0,3,9,27,0,0,1,1,1.319085,14.4
,Nevada,1994,0,Nondiscrimination,P,2011,,,,,,,,,,,,1,0,,
NH,New Hampshire,1994,0,Nondiscrimination,P,2019,1137000,0.33622801,23642,-1.1639372,0.29638046,1,3,9,27,1,1,1,0,-0.45359841,2.5999999
NJ,New Jersey,1994,0,Nondiscrimination,P,2006,7904000,2.21873,27593,0.86448479,0.52988178,1,3,9,27,0,0,1,1,-0.45359841,5.8000002
,New Mexico,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
NY,New York,1994,0,Nondiscrimination,P,2010,18169000,1.7191401,25807,2.9456778,0.58552581,0,3,9,27,2,2,1,1,-0.45359841,6.5
,North Carolina,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,North Dakota,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Ohio,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Oklahoma,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
OR,Oregon,1994,0,Nondiscrimination,P,2007,3086000,1.15456,21219,-0.18632351,-0.081863664,0,3,9,27,0,0,1,1,6.637135,14.9
,Pennsylvania,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Rhode Island,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,South Carolina,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
SD,South Dakota,1994,0,Nondiscrimination,N,2012,721000,-0.704431,19503,-0.9347102,0.16434476,0,3,9,27,1,1,1,1,-0.010427549,15.7
,Tennessee,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Texas,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Utah,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
VT,Vermont,1994,0,Nondiscrimination,P,2001,580000,1.26966,20255,-0.36622447,-1.226261,0,3,9,27,1,1,1,1,-0.45359841,2.5
,Vermont,1994,0,Nondiscrimination,P,2007,,,,,,,,,,,,0,0,,
VA,Virginia,1994,0,Nondiscrimination,P,2020,6552000,-0.59460598,23534,0.13625842,-0.64179724,0,3,9,27,0,0,1,0,-0.45359841,25.299999
WA,Washington,1994,0,Nondiscrimination,P,2002,5343000,0.986072,22981,0.21772368,0.64438754,1,3,9,27,0,0,1,1,1.319085,13
,Washington,1994,0,Nondiscrimination,P,2009,,,,,,,,,,,,0,0,,
,West Virginia,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
WI,Wisconsin,1994,0,Nondiscrimination,P,2001,5082000,0.99853402,21550,2.2630112,-4.3010569,0,3,9,27,1,1,1,1,-0.45359841,15
,Wyoming,1994,0,Nondiscrimination,"",2022,,,,,,,,,,,,0,0,,
,Alabama,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
AK,Alaska,1995,0,Nondiscrimination,P,2020,604000,0.53057897,25778,0.65653217,0.28657213,0,4,16,64,0,0,1,1,0.87591416,15.5
,Arizona,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Arkansas,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
CA,California,1995,0,Nondiscrimination,P,2012,31589000,1.98174,24498,4.2951479,2.2528784,0,4,16,64,0,0,1,1,2.2054267,8.8000002
CO,Colorado,1995,0,Nondiscrimination,P,2008,3747000,-0.41827199,24575,-0.07712955,-0.59462094,0,4,16,64,0,0,1,0,3.0917685,12.8
CT,Connecticut,1995,0,Nondiscrimination,P,1997,3275000,1.83156,31366,0.26128745,-1.3446227,0,4,16,64,1,1,1,0,-0.45359841,2.7
,Connecticut,1995,0,Nondiscrimination,P,2011,,,,,,,,,,,,0,0,,
,Connecticut,1995,0,Nondiscrimination,P,2020,,,,,,,,,,,,1,0,,
,Delaware,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Florida,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Georgia,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
HI,Hawaii,1995,0,Nondiscrimination,P,2018,1187000,2.0083699,25160,0.32415965,0.58864552,1,4,16,64,0,0,1,1,-0.45359841,11.6
,Idaho,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
IL,Illinois,1995,0,Nondiscrimination,P,2005,11830000,0.41772699,25382,0.64028883,0.701379,1,4,16,64,0,0,1,1,-0.45359841,10.6
,Indiana,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
IA,Iowa,1995,0,Nondiscrimination,P,2007,2842000,0.77426702,21006,-0.097675368,-0.56782055,0,4,16,64,1,1,1,1,-0.45359841,12.3
,Kansas,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Kentucky,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Louisiana,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
ME,Maine,1995,0,Nondiscrimination,P,2005,1241000,0.732921,20372,-0.67196536,-0.18797182,0,4,16,64,0,0,1,1,0.43274331,3.9000001
MD,Maryland,1995,0,Nondiscrimination,P,2022,5042000,1.32988,26618,-0.014158686,-0.077346519,1,4,16,64,0,0,1,0,-0.45359841,8.1999998
MA,Massachusetts,1995,0,Nondiscrimination,P,2011,6074000,1.44947,27662,1.4667554,-3.0929019,0,4,16,64,0,0,1,1,2.6485975,2.7
MI,Michigan,1995,0,Nondiscrimination,P,2022,9549000,0.78415197,23428,2.1739759,-1.4129926,1,4,16,64,0,0,1,0,-0.45359841,11.2
,Mississippi,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
MO,Missouri,1995,0,Nondiscrimination,N,2006,5324000,-0.37281701,21832,0.16463973,-1.0238423,1,4,16,64,0,0,1,1,1.319085,25.5
,Montana,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Nebraska,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
NV,Nevada,1995,0,Nondiscrimination,P,2009,1530000,-0.53955001,24914,-0.42549896,0.25015444,0,4,16,64,0,0,1,1,1.319085,11.3
,Nevada,1995,0,Nondiscrimination,P,2011,,,,,,,,,,,,1,0,,
NH,New Hampshire,1995,0,Nondiscrimination,P,2019,1148000,0.133402,24845,-1.2074931,0.42222884,1,4,16,64,1,1,1,0,-0.45359841,2.9000001
NJ,New Jersey,1995,0,Nondiscrimination,P,2006,7945000,2.2665999,29022,0.86448479,0.52988178,1,4,16,64,0,0,1,1,-0.45359841,2.5999999
,New Mexico,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
NY,New York,1995,0,Nondiscrimination,P,2010,18136000,1.76368,27106,2.9456778,0.58552581,0,4,16,64,2,2,1,1,-0.45359841,3.2
,North Carolina,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,North Dakota,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Ohio,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Oklahoma,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
OR,Oregon,1995,0,Nondiscrimination,P,2007,3141000,1.23308,22531,-0.30632052,0.35306922,0,4,16,64,0,0,1,1,6.637135,14.5
,Pennsylvania,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Rhode Island,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,South Carolina,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
SD,South Dakota,1995,0,Nondiscrimination,N,2012,729000,-0.80322403,19610,-0.956949,0.21525715,1,4,16,64,1,1,1,1,-0.010427549,15.2
,Tennessee,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Texas,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Utah,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
VT,Vermont,1995,0,Nondiscrimination,P,2001,585000,1.3481899,21057,-0.55465549,-0.76139885,0,4,16,64,1,1,1,1,-0.45359841,2.9000001
,Vermont,1995,0,Nondiscrimination,P,2007,,,,,,,,,,,,0,0,,
VA,Virginia,1995,0,Nondiscrimination,P,2020,6618000,-0.59555101,24360,-0.44211671,0.71739447,0,4,16,64,0,0,1,0,-0.45359841,17.9
WA,Washington,1995,0,Nondiscrimination,P,2002,5431000,0.97526199,23778,0.50533491,-0.21608327,0,4,16,64,0,0,1,1,0.87591416,12.9
,Washington,1995,0,Nondiscrimination,P,2009,,,,,,,,,,,,0,0,,
,West Virginia,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
WI,Wisconsin,1995,0,Nondiscrimination,P,2001,5123000,0.97932702,22387,2.4025259,-4.4700565,1,4,16,64,1,1,1,1,-0.45359841,13
,Wyoming,1995,0,Nondiscrimination,"",2022,,,,,,,,,,,,0,0,,
,Alabama,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
AK,Alaska,1996,0,Nondiscrimination,P,2020,607000,0.811436,26179,0.65653217,0.28657213,0,5,25,125,0,0,1,1,0.43274331,15.5
,Arizona,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Arkansas,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
CA,California,1996,0,Nondiscrimination,P,2012,31878000,2.10537,25788,4.2951479,2.2528784,0,5,25,125,0,0,1,1,7.0803061,8.8000002
CO,Colorado,1996,0,Nondiscrimination,P,2008,3823000,-0.43905699,25964,-0.07712955,-0.59462094,0,5,25,125,0,0,1,0,3.0917685,12.8
CT,Connecticut,1996,0,Nondiscrimination,P,1997,3274000,1.79886,32835,0.26128745,-1.3446227,0,5,25,125,1,1,1,0,-0.45359841,2.7
,Connecticut,1996,0,Nondiscrimination,P,2011,,,,,,,,,,,,0,0,,
,Connecticut,1996,0,Nondiscrimination,P,2020,,,,,,,,,,,,1,0,,
,Delaware,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Florida,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Georgia,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
HI,Hawaii,1996,0,Nondiscrimination,P,2018,1184000,1.94534,25253,0.32415965,0.58864552,1,5,25,125,0,0,1,1,-0.45359841,11.6
,Idaho,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
IL,Illinois,1996,0,Nondiscrimination,P,2005,11847000,0.29294801,26806,0.64028883,0.701379,1,5,25,125,0,0,1,1,-0.45359841,10.6
,Indiana,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
IA,Iowa,1996,0,Nondiscrimination,P,2007,2852000,0.59855002,22787,-0.097675368,-0.56782055,0,5,25,125,1,1,1,1,-0.45359841,12.3
,Kansas,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Kentucky,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Louisiana,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
ME,Maine,1996,0,Nondiscrimination,P,2005,1243000,0.68408698,21507,-0.67196536,-0.18797182,0,5,25,125,0,0,1,1,1.319085,3.9000001
MD,Maryland,1996,0,Nondiscrimination,P,2022,5072000,1.45477,27689,-0.014158686,-0.077346519,1,5,25,125,0,0,1,0,-0.45359841,8.1999998
MA,Massachusetts,1996,0,Nondiscrimination,P,2011,6092000,1.42284,29279,1.4667554,-3.0929019,0,5,25,125,0,0,1,1,-0.010427549,2.7
MI,Michigan,1996,0,Nondiscrimination,P,2022,9594000,0.54386598,24279,2.1739759,-1.4129926,1,5,25,125,0,0,1,0,0.43274331,11.2
,Mississippi,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
MO,Missouri,1996,0,Nondiscrimination,N,2006,5359000,-0.39559901,22901,0.16463973,-1.0238423,1,5,25,125,0,0,1,1,0.87591416,25.5
,Montana,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Nebraska,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
NV,Nevada,1996,0,Nondiscrimination,P,2009,1603000,-0.53545302,26239,-0.42549896,0.25015444,0,5,25,125,0,0,1,1,1.7622559,11.3
,Nevada,1996,0,Nondiscrimination,P,2011,,,,,,,,,,,,1,0,,
NH,New Hampshire,1996,0,Nondiscrimination,P,2019,1162000,0.14847501,26649,-1.2074931,0.42222884,1,5,25,125,1,1,1,0,-0.45359841,2.9000001
NJ,New Jersey,1996,0,Nondiscrimination,P,2006,7988000,2.0406401,30613,0.86448479,0.52988178,1,5,25,125,0,0,1,1,-0.45359841,2.5999999
,New Mexico,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
NY,New York,1996,0,Nondiscrimination,P,2010,18185000,1.78801,28497,2.9456778,0.58552581,0,5,25,125,2,2,1,1,-0.45359841,3.2
,North Carolina,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,North Dakota,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Ohio,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Oklahoma,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
OR,Oregon,1996,0,Nondiscrimination,P,2007,3204000,0.93198699,23751,-0.30632052,0.35306922,0,5,25,125,0,0,1,1,6.637135,14.5
,Pennsylvania,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Rhode Island,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,South Carolina,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
SD,South Dakota,1996,0,Nondiscrimination,N,2012,732000,-0.78631598,21672,-0.956949,0.21525715,1,5,25,125,1,1,1,1,-0.010427549,15.2
,Tennessee,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Texas,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Utah,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
VT,Vermont,1996,0,Nondiscrimination,P,2001,589000,1.30417,22106,-0.55465549,-0.76139885,0,5,25,125,1,1,1,1,-0.45359841,2.9000001
,Vermont,1996,0,Nondiscrimination,P,2007,,,,,,,,,,,,0,0,,
VA,Virginia,1996,0,Nondiscrimination,P,2020,6675000,-0.64897197,25354,-0.44211671,0.71739447,0,5,25,125,0,0,1,0,-0.45359841,17.9
WA,Washington,1996,0,Nondiscrimination,P,2002,5533000,0.96991903,25280,0.50533491,-0.21608327,0,5,25,125,0,0,1,1,2.6485975,12.9
,Washington,1996,0,Nondiscrimination,P,2009,,,,,,,,,,,,0,0,,
,West Virginia,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
WI,Wisconsin,1996,0,Nondiscrimination,P,2001,5160000,0.94485098,23509,2.4025259,-4.4700565,1,5,25,125,1,1,1,1,-0.45359841,13
,Wyoming,1996,0,Nondiscrimination,"",2022,,,,,,,,,,,,0,0,,
,Alabama,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
AK,Alaska,1997,0,Nondiscrimination,P,2020,609000,0.85291803,27197,0.52225983,0.39629766,0,6,36,216,0,0,1,1,0.43274331,15.5
,Arizona,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Arkansas,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
CA,California,1997,0,Nondiscrimination,P,2012,32268000,2.0818701,27063,4.2818174,2.0419908,0,6,36,216,0,0,1,1,7.0803061,8.8000002
CO,Colorado,1997,0,Nondiscrimination,P,2008,3893000,-0.30208299,27402,-0.068904258,-0.60488313,0,6,36,216,0,0,1,0,3.0917685,12.8
CT,Connecticut,1997,1,Nondiscrimination,P,1997,3270000,1.76118,34877,0.26128745,-1.3446227,0,6,36,216,1,1,1,0,-0.45359841,2.7
,Connecticut,1997,0,Nondiscrimination,P,2011,,,,,,,,,,,,0,0,,
,Connecticut,1997,0,Nondiscrimination,P,2020,,,,,,,,,,,,1,0,,
,Delaware,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Florida,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Georgia,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
HI,Hawaii,1997,0,Nondiscrimination,P,2018,1187000,1.92509,25892,0.26278299,0.54000634,1,6,36,216,0,0,1,1,-0.45359841,11.6
,Idaho,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
IL,Illinois,1997,0,Nondiscrimination,P,2005,11896000,0.40874499,28130,0.62225717,0.90283579,0,6,36,216,0,0,1,1,-0.45359841,10.6
,Indiana,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
IA,Iowa,1997,0,Nondiscrimination,P,2007,2852000,0.47694799,23747,-0.1551512,-0.35344452,1,6,36,216,1,1,1,1,-0.45359841,12.3
,Kansas,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Kentucky,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Louisiana,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
ME,Maine,1997,0,Nondiscrimination,P,2005,1242000,0.82056099,22566,-0.67196536,-0.18797182,0,6,36,216,0,0,1,1,0.87591416,3.9000001
MD,Maryland,1997,0,Nondiscrimination,P,2022,5094000,1.424,29000,0.0022085707,0.031789314,1,6,36,216,0,0,1,0,-0.45359841,8.1999998
MA,Massachusetts,1997,0,Nondiscrimination,P,2011,6118000,1.6461,30911,1.4667554,-3.0929019,0,6,36,216,0,1,1,1,-0.010427549,2.7
MI,Michigan,1997,0,Nondiscrimination,P,2022,9774000,0.63157803,25349,1.2400163,0.67204177,0,6,36,216,0,0,1,0,0.43274331,11.2
,Mississippi,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
MO,Missouri,1997,0,Nondiscrimination,N,2006,5402000,-0.26696,24104,0.16463973,-1.0238423,1,6,36,216,0,0,1,1,0.87591416,25.5
,Montana,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Nebraska,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
NV,Nevada,1997,0,Nondiscrimination,P,2009,1677000,-0.59573299,27118,-0.34712914,0.46200752,0,6,36,216,0,0,1,1,1.7622559,11.3
,Nevada,1997,0,Nondiscrimination,P,2011,,,,,,,,,,,,1,0,,
NH,New Hampshire,1997,0,Nondiscrimination,P,2019,1173000,-0.044174001,27546,-1.222414,0.4556357,0,6,36,216,1,1,1,0,-0.45359841,2.9000001
NJ,New Jersey,1997,0,Nondiscrimination,P,2006,8053000,1.96961,32326,0.29538202,1.7441632,1,6,36,216,0,0,1,1,-0.45359841,2.5999999
,New Mexico,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
NY,New York,1997,0,Nondiscrimination,P,2010,18137000,1.74105,30012,2.9456778,0.58552581,0,6,36,216,2,3,1,1,-0.45359841,3.2
,North Carolina,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,North Dakota,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Ohio,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Oklahoma,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
OR,Oregon,1997,0,Nondiscrimination,P,2007,3243000,1.06867,24854,-0.30212241,0.21430926,0,6,36,216,0,0,1,1,6.637135,14.5
,Pennsylvania,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Rhode Island,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,South Carolina,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
SD,South Dakota,1997,0,Nondiscrimination,N,2012,738000,-0.99364799,22085,-0.96802586,0.19813716,1,6,36,216,1,1,1,1,-0.010427549,15.2
,Tennessee,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Texas,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Utah,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
VT,Vermont,1997,0,Nondiscrimination,P,2001,589000,1.36081,23168,-0.36439145,-1.3171154,1,6,36,216,1,1,1,1,-0.45359841,2.9000001
,Vermont,1997,0,Nondiscrimination,P,2007,,,,,,,,,,,,0,0,,
VA,Virginia,1997,0,Nondiscrimination,P,2020,6734000,-0.54847097,26695,-0.26858416,0.3475405,0,6,36,216,0,0,1,0,-0.45359841,17.9
WA,Washington,1997,0,Nondiscrimination,P,2002,5610000,0.732759,26749,0.15923376,0.81236666,0,6,36,216,0,0,1,1,3.9781101,12.9
,Washington,1997,0,Nondiscrimination,P,2009,,,,,,,,,,,,0,0,,
,West Virginia,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
WI,Wisconsin,1997,0,Nondiscrimination,P,2001,5170000,0.80281597,24777,2.2973955,-4.2394409,0,6,36,216,1,1,1,1,-0.45359841,13
,Wyoming,1997,0,Nondiscrimination,"",2022,,,,,,,,,,,,0,0,,
,Alabama,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
AK,Alaska,1998,0,Nondiscrimination,P,2020,614000,0.59252602,27943,0.52225983,0.39629766,0,7,49,343,0,0,1,1,1.7622559,15.5
,Arizona,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Arkansas,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
CA,California,1998,0,Nondiscrimination,P,2012,32667000,2.1762199,29195,4.2818174,2.0419908,0,7,49,343,0,0,1,1,4.8644519,8.8000002
CO,Colorado,1998,0,Nondiscrimination,P,2008,3971000,-0.37167001,29174,-0.068904258,-0.60488313,0,7,49,343,0,0,1,0,3.0917685,12.8
CT,Connecticut,1998,0,Nondiscrimination,P,2011,3274000,1.8200001,37226,0.26128745,-1.3446227,0,7,49,343,1,1,1,0,-0.45359841,2.7
,Connecticut,1998,0,Nondiscrimination,P,2020,,,,,,,,,,,,1,0,,
,Delaware,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Florida,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Georgia,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
HI,Hawaii,1998,0,Nondiscrimination,P,2018,1193000,1.69594,26546,0.26278299,0.54000634,1,7,49,343,0,0,1,1,-0.45359841,11.6
,Idaho,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
IL,Illinois,1998,0,Nondiscrimination,P,2005,12045000,0.32021499,29746,0.62225717,0.90283579,0,7,49,343,0,0,1,1,-0.45359841,10.6
,Indiana,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
IA,Iowa,1998,0,Nondiscrimination,P,2007,2862000,0.33090699,24898,-0.1551512,-0.35344452,1,7,49,343,1,1,1,1,-0.45359841,12.3
,Kansas,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Kentucky,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Louisiana,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
ME,Maine,1998,0,Nondiscrimination,P,2005,1244000,0.74435699,24171,-0.67196536,-0.18797182,0,7,49,343,0,0,1,1,-0.45359841,3.9000001
MD,Maryland,1998,0,Nondiscrimination,P,2022,5135000,1.33527,30742,0.0022085707,0.031789314,1,7,49,343,0,0,1,0,-0.45359841,8.1999998
MA,Massachusetts,1998,0,Nondiscrimination,P,2011,6147000,1.84629,33006,1.4667554,-3.0929019,0,7,49,343,1,1,1,1,0.43274331,2.7
MI,Michigan,1998,0,Nondiscrimination,P,2022,9817000,0.59295303,26903,1.2400163,0.67204177,0,7,49,343,0,0,1,0,-0.010427549,11.2
,Mississippi,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
MO,Missouri,1998,0,Nondiscrimination,N,2006,5439000,-0.070899002,25419,0.16463973,-1.0238423,1,7,49,343,0,0,1,1,0.43274331,25.5
,Montana,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,Nebraska,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
NV,Nevada,1998,0,Nondiscrimination,P,2009,1747000,-0.57162899,28624,-0.34712914,0.46200752,0,7,49,343,0,0,1,1,0.43274331,11.3
,Nevada,1998,0,Nondiscrimination,P,2011,,,,,,,,,,,,1,0,,
NH,New Hampshire,1998,0,Nondiscrimination,P,2019,1185000,0.46746299,29664,-1.222414,0.4556357,0,7,49,343,1,1,1,0,-0.45359841,2.9000001
NJ,New Jersey,1998,0,Nondiscrimination,P,2006,8115000,1.84135,34212,0.29538202,1.7441632,1,7,49,343,0,0,1,1,-0.45359841,2.5999999
,New Mexico,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
NY,New York,1998,0,Nondiscrimination,P,2010,18175000,1.6804301,31416,2.9456778,0.58552581,0,7,49,343,3,3,1,1,-0.45359841,3.2
,North Carolina,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
,North Dakota,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Ohio,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
,Oklahoma,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,1,,
OR,Oregon,1998,0,Nondiscrimination,P,2007,3282000,1.0419199,26016,-0.30212241,0.21430926,0,7,49,343,0,0,1,1,3.5349393,14.5
,Pennsylvania,1998,0,Nondiscrimination,"",2022,,,,,,,,,,,,1,0,,
