state,state_name,year,percent_black,percent_female,percent_hs,percent_college
AK,ALASKA,1987,4.04040404040404,50.5050505050505,35.8585858585859,
AK,ALASKA,1988,4.14993306559572,49.7991967871486,33.1994645247657,
AK,ALASKA,1989,2.40384615384615,48.5576923076923,34.4551282051282,
AK,ALASKA,1990,3.91608391608392,49.3706293706294,34.2657342657343,
AK,ALASKA,1991,2.74566473988439,51.0115606936416,36.7052023121387,
AK,ALASKA,1992,3.86266094420601,49.0701001430615,63.2331902718169,21.173104434907
AK,ALASKA,1993,3.76432078559738,50.0818330605565,62.847790507365,19.8036006546645
AK,ALASKA,1994,3.87722132471729,47.3344103392569,62.843295638126,21.1631663974152
AK,ALASKA,1996,3.57751277683135,48.2112436115843,59.2844974446337,21.8057921635434
AK,ALASKA,1997,5,48.8888888888889,54.6296296296296,20.5555555555556
AK,ALASKA,1998,2.53164556962025,49.1561181434599,62.6582278481013,22.5738396624473
AK,ALASKA,1999,3.08529945553539,49.546279491833,61.3430127041742,23.2304900181488
AK,ALASKA,2000,3.69068541300527,49.2091388400703,58.8752196836555,23.1985940246046
AK,ALASKA,2001,4.27698574338086,49.89816700611,61.0997963340122,19.1446028513238
AK,ALASKA,2002,2.75449101796407,49.8203592814371,62.5149700598802,22.3952095808383
AK,ALASKA,2003,6.34920634920635,49.8677248677249,60.978835978836,20.8994708994709
AK,ALASKA,2004,3.38345864661654,48.3082706766917,68.9849624060151,28.1954887218045
AK,ALASKA,2005,2.34375,48.28125,64.375,24.0625
AK,ALASKA,2006,1.76470588235294,47.9411764705882,60.4411764705882,25.2941176470588
AK,ALASKA,2007,5.14208389715832,49.5263870094723,65.7645466847091,22.0568335588633
AK,ALASKA,2008,3.05084745762712,50,70,29.3220338983051
AK,ALASKA,2009,3.04878048780488,48.9329268292683,67.2256097560976,24.6951219512195
AK,ALASKA,2010,5.16717325227964,50.7598784194529,65.9574468085106,27.9635258358663
AK,ALASKA,2011,2,50.1666666666667,68.3333333333333,29.6666666666667
AK,ALASKA,2012,0.70298769771529,51.3181019332162,68.0140597539543,27.0650263620387
AK,ALASKA,2013,1.53321976149915,50.5962521294719,67.2913117546849,28.9608177172061
AK,ALASKA,2014,5.8,53,69,29.8
