state,state_no,state_name,state_fips,state_icpsr,year,female_pop,male_pop,black_pop,pct_hispanic,pct_white,population_total,white_pop,hispanic_pop,pct_female,pct_male,pct_black
ME,19,MAINE,23,2,1997,635114,606937,6641,,,1242000,,,0.511363929146538,0.488677133655395,
ME,19,MAINE,23,2,1998,637655,606595,7432,,,1244000,,,0.512584405144695,0.487616559485531,
ME,19,MAINE,23,2,1999,641603,611437,7545,,,1253040,,,0.512037125710273,0.487962874289727,
ME,19,MAINE,23,2,2000,654614,620309,8862,,,1274923,,,0.513453753677673,0.486546246322327,
ME,19,MAINE,23,2,2001,,,9857,,,1284470,,,,,
ME,19,MAINE,23,2,2002,664327,630137,10920,,,1294894,,,0.513035816059075,0.486632110427572,
ME,19,MAINE,23,2,2003,669027,636701,12329,,,1309205,,,0.51101775504982,0.48632643474475,
ME,19,MAINE,23,2,2004,674110,643143,13390,,,1314985,,,0.512637026277866,0.489087708224809,
ME,19,MAINE,23,2,2005,675912,645593,14468,,,1318220,,,0.512745975633809,0.489746021149732,
ME,19,MAINE,23,2,2006,675147,646427,15541,,,1321574,,,0.510865831198253,0.489134168801747,
ME,19,MAINE,23,2,2007,674408,642799,16422,,,1317207,,,0.511998493782678,0.488001506217322,
ME,19,MAINE,23,2,2008,674087,642369,17337,,,1316456,,,0.512046737604599,0.487953262395401,
ME,19,MAINE,23,2,2009,674721,643580,17951,,,1318301,,,0.51181103556775,0.48818896443225,
ME,19,MAINE,23,2,2010,678305,650056,,,,1327379,,,0.51101079646431,0.489729007314414,
ME,19,MAINE,23,2,2011,,,,,,1328544,,,,,
ME,19,MAINE,23,2,2012,,,,,,1329192,,,,,
ME,19,MAINE,23,2,2013,,,,0.00014,0.00939,1329192,12481.11288,186.08688,,,
ME,19,MAINE,23,2,2014,,,,0.00015,0.00937,1329192,12454.52904,199.3788,,,
ME,19,MAINE,23,2,2015,,,,0.00015,0.00936,,,,,,
ME,19,MAINE,23,2,2016,,,,0.00016,0.00934,,,,,,
ME,19,MAINE,23,2,2017,,,,0.00016,0.00934,,,,,,
ME,19,MAINE,23,2,2018,,,,,,,,,,,
ME,19,MAINE,23,2,2019,,,,,,,,,,,
ME,19,MAINE,23,2,2020,,,,,,,,,,,
MI,22,MICHIGAN,26,23,1987,,,1250671,,,9200000,,,,,
MI,22,MICHIGAN,26,23,1988,,,1263765,,,9300000,,,,,
MI,22,MICHIGAN,26,23,1989,,,1282140,,,9273000,,,,,
MI,22,MICHIGAN,26,23,1990,,,1302647,,,9295297,,,,,
MI,22,MICHIGAN,26,23,1991,,,1325382,,,9368000,,,,,
MI,22,MICHIGAN,26,23,1992,,,1345171,,,9437000,,,,,
MI,22,MICHIGAN,26,23,1993,,,1364873,,,9478000,,,,,
MI,22,MICHIGAN,26,23,1994,4900000,4600000,1382963,,,9496000,,,0.516006739679865,0.48441449031171,
MI,22,MICHIGAN,26,23,1995,4900000,4600000,1401822,,,9549000,,,0.51314273745942,0.481725835165986,
MI,22,MICHIGAN,26,23,1996,4900000,4700000,1416589,,,9594000,,,0.510735876589535,0.489889514279758,
MI,22,MICHIGAN,26,23,1997,5e+06,4800000,1428471,,,9774000,,,0.511561285041948,0.49109883364027,
MI,22,MICHIGAN,26,23,1998,5e+06,4800000,1441513,,,9817000,,,0.50932056636447,0.488947743709891,
MI,22,MICHIGAN,26,23,1999,5100000,4800000,1455082,,,9863775,,,0.51704342404404,0.486629104982626,
MI,22,MICHIGAN,26,23,2000,5100000,4900000,1468345,,,9938444,,,0.513158800311196,0.493034925789188,
MI,22,MICHIGAN,26,23,2001,,,1477112,,,10006266,,,,,
MI,22,MICHIGAN,26,23,2002,5100000,4900000,1481484,,,10043221,,,0.507805215079903,0.48789128507677,
MI,22,MICHIGAN,26,23,2003,5100000,5e+06,1483759,,,10082364,,,0.505833750894136,0.495915442053074,
MI,22,MICHIGAN,26,23,2004,5100000,5e+06,1486222,,,10104206,,,0.50474030319651,0.494843434506383,
MI,22,MICHIGAN,26,23,2005,5100000,5e+06,1485353,,,10100833,,,0.504908852566912,0.495008678987169,
MI,22,MICHIGAN,26,23,2006,5100000,5e+06,1484418,,,10095643,,,0.505168417702567,0.49526315461036,
MI,22,MICHIGAN,26,23,2007,5100000,5e+06,1478093,,,10071822,,,0.506363198237618,0.496434508076096,
MI,22,MICHIGAN,26,23,2008,5100000,4900000,1469497,,,10003422,,,0.509825537700999,0.489832379359783,
MI,22,MICHIGAN,26,23,2009,5100000,4900000,1463833,,,9969727,,,0.511548611110415,0.491487881262947,
MI,22,MICHIGAN,26,23,2010,5e+06,4800000,,,,9877143,,,0.50621925793724,0.48597048761975,
MI,22,MICHIGAN,26,23,2011,,,,,,9876801,,,,,
MI,22,MICHIGAN,26,23,2012,,,,,,9883360,,,,,
MI,22,MICHIGAN,26,23,2013,,,,0.00047,0.00759,9883360,75014.7024,4645.1792,,,
MI,22,MICHIGAN,26,23,2014,,,,0.00048,0.00757,9883360,74817.0352,4744.0128,,,
MI,22,MICHIGAN,26,23,2015,,,,0.00049,0.00754,,,,,,
MI,22,MICHIGAN,26,23,2016,,,,0.00049,0.00753,,,,,,
MI,22,MICHIGAN,26,23,2017,,,,0.00051,0.0075,,,,,,
MI,22,MICHIGAN,26,23,2018,,,,,,,,,,,
MI,22,MICHIGAN,26,23,2019,,,,,,,,,,,
MI,22,MICHIGAN,26,23,2020,,,,,,,,,,,
MN,23,MINNESOTA,27,33,1987,,,83152,,,4246000,,,,,
MN,23,MINNESOTA,27,33,1988,,,87988,,,4306000,,,,,
MN,23,MINNESOTA,27,33,1989,,,92624,,,4353000,,,,,
MN,23,MINNESOTA,27,33,1990,,,96863,,,4375099,,,,,
MN,23,MINNESOTA,27,33,1991,,,102578,,,4432000,,,,,
MN,23,MINNESOTA,27,33,1992,,,111100,,,4480000,,,,,
MN,23,MINNESOTA,27,33,1993,,,119757,,,4517000,,,,,
MN,23,MINNESOTA,27,33,1994,2300000,2200000,129044,,,4567000,,,0.50361287497263,0.481716663017298,
MN,23,MINNESOTA,27,33,1995,2300000,2300000,138084,,,4610000,,,0.498915401301519,0.498915401301519,
MN,23,MINNESOTA,27,33,1996,2400000,2300000,147109,,,4658000,,,0.51524259338772,0.493774151996565,
MN,23,MINNESOTA,27,33,1997,2400000,2300000,157212,,,4686000,,,0.512163892445583,0.49082373026035,
MN,23,MINNESOTA,27,33,1998,2400000,2300000,169213,,,4725000,,,0.507936507936508,0.486772486772487,
MN,23,MINNESOTA,27,33,1999,2400000,2400000,182425,,,4775508,,,0.502564334516872,0.502564334516872,
MN,23,MINNESOTA,27,33,2000,2500000,2400000,196135,,,4919479,,,0.508183895083199,0.487856539279871,
MN,23,MINNESOTA,27,33,2001,,,205677,,,4984535,,,,,
MN,23,MINNESOTA,27,33,2002,2500000,2500000,213944,,,5024791,,,0.497533131228742,0.497533131228742,
MN,23,MINNESOTA,27,33,2003,2600000,2500000,222178,,,5064172,,,0.513410681943662,0.493664117253521,
MN,23,MINNESOTA,27,33,2004,2600000,2500000,230822,,,5096546,,,0.510149422765928,0.490528291121085,
MN,23,MINNESOTA,27,33,2005,2600000,2500000,238830,,,5126739,,,0.507144990216978,0.487639413670171,
MN,23,MINNESOTA,27,33,2006,2600000,2600000,249534,,,5167101,,,0.503183506573609,0.503183506573609,
MN,23,MINNESOTA,27,33,2007,2600000,2600000,259776,,,5197621,,,0.500228854701026,0.500228854701026,
MN,23,MINNESOTA,27,33,2008,2600000,2600000,267630,,,5220393,,,0.498046794561252,0.498046794561252,
MN,23,MINNESOTA,27,33,2009,2600000,2600000,273325,,,5266214,,,0.493713320423363,0.493713320423363,
MN,23,MINNESOTA,27,33,2010,2700000,2600000,,,,5310658,,,0.508411575364107,0.489581517017289,
MN,23,MINNESOTA,27,33,2011,,,,,,5347299,,,,,
MN,23,MINNESOTA,27,33,2012,,,,,,5379139,,,,,
MN,23,MINNESOTA,27,33,2013,,,,0.00049,0.00819,5379139,44055.14841,2635.77811,,,
MN,23,MINNESOTA,27,33,2014,,,,0.00051,0.00813,5379139,43732.40007,2743.36089,,,
MN,23,MINNESOTA,27,33,2015,,,,0.00051,0.00809,,,,,,
MN,23,MINNESOTA,27,33,2016,,,,0.00052,0.00805,,,,,,
MN,23,MINNESOTA,27,33,2017,,,,0.00053,0.00799,,,,,,
MN,23,MINNESOTA,27,33,2018,,,,,,,,,,,
MN,23,MINNESOTA,27,33,2019,,,,,,,,,,,
MN,23,MINNESOTA,27,33,2020,,,,,,,,,,,
MO,25,MISSOURI,29,34,1987,,,539251,,,5103000,,,,,
MO,25,MISSOURI,29,34,1988,,,543758,,,5139000,,,,,
MO,25,MISSOURI,29,34,1989,,,546427,,,5159000,,,,,
MO,25,MISSOURI,29,34,1990,,,551614,,,5117073,,,,,
MO,25,MISSOURI,29,34,1991,,,560523,,,5158000,,,,,
MO,25,MISSOURI,29,34,1992,,,570748,,,5193000,,,,,
MO,25,MISSOURI,29,34,1993,,,582279,,,5234000,,,,,
MO,25,MISSOURI,29,34,1994,2700000,2500000,593401,,,5278000,,,0.511557408109132,0.473664266767715,
MO,25,MISSOURI,29,34,1995,2700000,2600000,603017,,,5324000,,,0.507137490608565,0.488354620586026,
MO,25,MISSOURI,29,34,1996,2800000,2600000,613411,,,5359000,,,0.522485538346707,0.485165142750513,
MO,25,MISSOURI,29,34,1997,2800000,2600000,624475,,,5402000,,,0.518326545723806,0.481303221029249,
MO,25,MISSOURI,29,34,1998,2800000,2600000,633777,,,5439000,,,0.514800514800515,0.478029049457621,
MO,25,MISSOURI,29,34,1999,2800000,2600000,642019,,,5468338,,,0.512038575523313,0.475464391557362,
MO,25,MISSOURI,29,34,2000,2900000,2700000,652310,,,5595211,,,0.518300382237596,0.482555528290175,
MO,25,MISSOURI,29,34,2001,,,659561,,,5637309,,,,,
MO,25,MISSOURI,29,34,2002,2900000,2800000,666121,,,5669544,,,0.51150498170576,0.49386687888832,
MO,25,MISSOURI,29,34,2003,2900000,2800000,671873,,,5719204,,,0.50706357038497,0.48957861968204,
MO,25,MISSOURI,29,34,2004,2900000,2800000,678989,,,5759532,,,0.503513132664251,0.486150610848243,
MO,25,MISSOURI,29,34,2005,3e+06,2800000,686349,,,5797703,,,0.517446305890454,0.482949885497757,
MO,25,MISSOURI,29,34,2006,3e+06,2900000,694554,,,5842713,,,0.513460099785836,0.496344763126308,
MO,25,MISSOURI,29,34,2007,3e+06,2900000,700420,,,5878415,,,0.510341648216398,0.493330259942519,
MO,25,MISSOURI,29,34,2008,3e+06,2900000,707075,,,5911605,,,0.507476396004131,0.490560516137327,
MO,25,MISSOURI,29,34,2009,3100000,2900000,713001,,,5987580,,,0.517738385123873,0.484335908664268,
MO,25,MISSOURI,29,34,2010,3100000,2900000,,,,5995715,,,0.517035916483689,0.483678760581515,
MO,25,MISSOURI,29,34,2011,,,,,,6008984,,,,,
MO,25,MISSOURI,29,34,2012,,,,,,6021988,,,,,
MO,25,MISSOURI,29,34,2013,,,,0.00038,0.00804,6021988,48416.78352,2288.35544,,,
MO,25,MISSOURI,29,34,2014,,,,0.00038,0.00799,6021988,48115.68412,2288.35544,,,
MO,25,MISSOURI,29,34,2015,,,,4e-04,0.00799,,,,,,
MO,25,MISSOURI,29,34,2016,,,,4e-04,0.00796,,,,,,
MO,25,MISSOURI,29,34,2017,,,,0.00042,0.00794,,,,,,
MO,25,MISSOURI,29,34,2018,,,,,,,,,,,
MO,25,MISSOURI,29,34,2019,,,,,,,,,,,
MO,25,MISSOURI,29,34,2020,,,,,,,,,,,
MS,24,MISSISSIPPI,28,46,1987,,,914650,,,2625000,,,,,
MS,24,MISSISSIPPI,28,46,1988,,,913384,,,2627000,,,,,
MS,24,MISSISSIPPI,28,46,1989,,,913668,,,2621000,,,,,
MS,24,MISSISSIPPI,28,46,1990,,,918137,,,2573216,,,,,
MS,24,MISSISSIPPI,28,46,1991,,,931092,,,2592000,,,,,
MS,24,MISSISSIPPI,28,46,1992,,,946494,,,2614000,,,,,
MS,24,MISSISSIPPI,28,46,1993,,,961894,,,2643000,,,,,
MS,24,MISSISSIPPI,28,46,1994,1400000,1300000,977069,,,2669000,,,0.524541026601724,0.487073810415886,
MS,24,MISSISSIPPI,28,46,1995,1400000,1300000,992365,,,2697000,,,0.519095291064145,0.482017055988135,
MS,24,MISSISSIPPI,28,46,1996,1400000,1300000,1004313,,,2716000,,,0.515463917525773,0.478645066273932,
MS,24,MISSISSIPPI,28,46,1997,1400000,1300000,1016239,,,2731000,,,0.512632735261809,0.476016111314537,
MS,24,MISSISSIPPI,28,46,1998,1400000,1300000,1028123,,,2752000,,,0.508720930232558,0.472383720930233,
MS,24,MISSISSIPPI,28,46,1999,1400000,1300000,1038253,,,2768619,,,0.505667265882377,0.469548175462207,
MS,24,MISSISSIPPI,28,46,2000,1500000,1400000,1043585,,,2844658,,,0.527304160992288,0.492150550259469,
MS,24,MISSISSIPPI,28,46,2001,,,1046894,,,2859733,,,,,
MS,24,MISSISSIPPI,28,46,2002,1500000,1400000,1049559,,,2866733,,,0.523243706337493,0.48836079258166,
MS,24,MISSISSIPPI,28,46,2003,1500000,1400000,1053792,,,2882594,,,0.520364643789587,0.485673667536948,
MS,24,MISSISSIPPI,28,46,2004,1500000,1400000,1062278,,,2900768,,,0.517104435790798,0.482630806738078,
MS,24,MISSISSIPPI,28,46,2005,1500000,1400000,1069185,,,2908496,,,0.515730466880477,0.481348435755112,
MS,24,MISSISSIPPI,28,46,2006,1500000,1400000,1077969,,,2910540,,,0.515368282174442,0.481010396696146,
MS,24,MISSISSIPPI,28,46,2007,1500000,1400000,1090252,,,2918785,,,0.513912467002537,0.479651635869035,
MS,24,MISSISSIPPI,28,46,2008,1500000,1400000,1101721,,,2938618,,,0.510444025048509,0.476414423378609,
MS,24,MISSISSIPPI,28,46,2009,1500000,1400000,1108109,,,2951996,,,0.508130769824891,0.474255385169899,
MS,24,MISSISSIPPI,28,46,2010,1500000,1400000,,,,2970072,,,0.505038261698706,0.471369044252126,
MS,24,MISSISSIPPI,28,46,2011,,,,,,2977457,,,,,
MS,24,MISSISSIPPI,28,46,2012,,,,,,2984926,,,,,
MS,24,MISSISSIPPI,28,46,2013,,,,0.00027,0.00574,2984926,17133.47524,805.93002,,,
MS,24,MISSISSIPPI,28,46,2014,,,,0.00027,0.00572,2984926,17073.77672,805.93002,,,
MS,24,MISSISSIPPI,28,46,2015,,,,0.00029,0.0057,,,,,,
MS,24,MISSISSIPPI,28,46,2016,,,,0.00029,0.00568,,,,,,
MS,24,MISSISSIPPI,28,46,2017,,,,0.00029,0.00566,,,,,,
MS,24,MISSISSIPPI,28,46,2018,,,,,,,,,,,
MS,24,MISSISSIPPI,28,46,2019,,,,,,,,,,,
MS,24,MISSISSIPPI,28,46,2020,,,,,,,,,,,
MT,26,MONTANA,30,64,1987,,,2282,,,809000,,,,,
MT,26,MONTANA,30,64,1988,,,2334,,,804000,,,,,
MT,26,MONTANA,30,64,1989,,,2407,,,806000,,,,,
MT,26,MONTANA,30,64,1990,,,2200,,,799065,,,,,
MT,26,MONTANA,30,64,1991,,,2269,,,808000,,,,,
MT,26,MONTANA,30,64,1992,,,2321,,,824000,,,,,
MT,26,MONTANA,30,64,1993,,,2548,,,839000,,,,,
MT,26,MONTANA,30,64,1994,430542,425505,2666,,,856000,,,0.502969626168224,0.497085280373832,
MT,26,MONTANA,30,64,1995,437647,432634,2769,,,870000,,,0.503042528735632,0.497280459770115,
MT,26,MONTANA,30,64,1996,441261,438111,2929,,,879000,,,0.502003412969283,0.498419795221843,
MT,26,MONTANA,30,64,1997,440780,438030,2910,,,879000,,,0.501456200227531,0.498327645051195,
MT,26,MONTANA,30,64,1998,442791,437662,3034,,,880000,,,0.503171590909091,0.497343181818182,
MT,26,MONTANA,30,64,1999,444021,438758,3110,,,882779,,,0.502980927276249,0.497019072723751,
MT,26,MONTANA,30,64,2000,452715,449480,4088,,,902195,,,0.501792849661104,0.498207150338896,
MT,26,MONTANA,30,64,2001,,,4719,,,905382,,,,,
MT,26,MONTANA,30,64,2002,456316,453137,5234,,,910372,,,0.501241250829331,0.497749271726283,
MT,26,MONTANA,30,64,2003,460084,457537,5804,,,918157,,,0.501095128610902,0.49832109323351,
MT,26,MONTANA,30,64,2004,464600,462265,6421,,,926920,,,0.50122987960126,0.498710784102188,
MT,26,MONTANA,30,64,2005,468762,466908,6906,,,934737,,,0.501490793667096,0.499507348056191,
MT,26,MONTANA,30,64,2006,471972,472660,7559,,,944632,,,0.499635837024365,0.500364162975635,
MT,26,MONTANA,30,64,2007,478228,479633,8155,,,957861,,,0.49926659504876,0.50073340495124,
MT,26,MONTANA,30,64,2008,482955,484485,8705,,,967440,,,0.499209253287026,0.500790746712974,
MT,26,MONTANA,30,64,2009,487008,487981,9312,,,974989,,,0.499501020011508,0.500498979988492,
MT,26,MONTANA,30,64,2010,492748,496667,,,,990958,,,0.497244080980223,0.501198839910471,
MT,26,MONTANA,30,64,2011,,,,,,997667,,,,,
MT,26,MONTANA,30,64,2012,,,,,,1005141,,,,,
MT,26,MONTANA,30,64,2013,,,,0.00033,0.0087,1005141,8744.7267,331.69653,,,
MT,26,MONTANA,30,64,2014,,,,0.00034,0.00867,1005141,8714.57247,341.74794,,,
MT,26,MONTANA,30,64,2015,,,,0.00036,0.00866,,,,,,
MT,26,MONTANA,30,64,2016,,,,0.00036,0.00864,,,,,,
MT,26,MONTANA,30,64,2017,,,,0.00037,0.00863,,,,,,
MT,26,MONTANA,30,64,2018,,,,,,,,,,,
MT,26,MONTANA,30,64,2019,,,,,,,,,,,
MT,26,MONTANA,30,64,2020,,,,,,,,,,,
NC,33,NORTH CAROLINA,37,47,1987,,,1407587,,,6413000,,,,,
NC,33,NORTH CAROLINA,37,47,1988,,,1424539,,,6526000,,,,,
NC,33,NORTH CAROLINA,37,47,1989,,,1444442,,,6571000,,,,,
NC,33,NORTH CAROLINA,37,47,1990,,,1471373,,,6628637,,,,,
NC,33,NORTH CAROLINA,37,47,1991,,,1504167,,,6737000,,,,,
NC,33,NORTH CAROLINA,37,47,1992,,,1536007,,,6843000,,,,,
NC,33,NORTH CAROLINA,37,47,1993,,,1572592,,,6945000,,,,,
NC,33,NORTH CAROLINA,37,47,1994,3600000,3400000,1605865,,,7070000,,,0.509193776520509,0.480905233380481,
NC,33,NORTH CAROLINA,37,47,1995,3700000,3500000,1639961,,,7195000,,,0.514246004169562,0.486448922863099,
NC,33,NORTH CAROLINA,37,47,1996,3800000,3600000,1671635,,,7323000,,,0.518913013792162,0.491601802539943,
NC,33,NORTH CAROLINA,37,47,1997,3800000,3600000,1703828,,,7425000,,,0.511784511784512,0.484848484848485,
NC,33,NORTH CAROLINA,37,47,1998,3900000,3700000,1733013,,,7546000,,,0.516830108666843,0.490326000530082,
NC,33,NORTH CAROLINA,37,47,1999,3900000,3700000,1758625,,,7650789,,,0.509751347213993,0.483610252485071,
NC,33,NORTH CAROLINA,37,47,2000,4100000,3900000,1784395,,,8049313,,,0.50936023981177,0.484513398845343,
NC,33,NORTH CAROLINA,37,47,2001,,,1810110,,,8206105,,,,,
NC,33,NORTH CAROLINA,37,47,2002,4200000,4100000,1835213,,,8305820,,,0.505669518482221,0.493629768042168,
NC,33,NORTH CAROLINA,37,47,2003,4300000,4100000,1855865,,,8421190,,,0.510616670565561,0.486867057981117,
NC,33,NORTH CAROLINA,37,47,2004,4300000,4200000,1880535,,,8540468,,,0.503485289096569,0.491776328885021,
NC,33,NORTH CAROLINA,37,47,2005,4400000,4300000,1909290,,,8672459,,,0.507353220119,0.495822465116295,
NC,33,NORTH CAROLINA,37,47,2006,4500000,4300000,1950060,,,8856505,,,0.508101107603959,0.485518836154894,
NC,33,NORTH CAROLINA,37,47,2007,4600000,4400000,1991859,,,9061032,,,0.507668442181862,0.485595901217433,
NC,33,NORTH CAROLINA,37,47,2008,4700000,4500000,2034474,,,9222414,,,0.509627956411412,0.487941660393906,
NC,33,NORTH CAROLINA,37,47,2009,4800000,4600000,2068139,,,9380884,,,0.511678856704763,0.490358904342064,
NC,33,NORTH CAROLINA,37,47,2010,4900000,4600000,,,,9560234,,,0.51253975582606,0.481159770775485,
NC,33,NORTH CAROLINA,37,47,2011,,,,,,9651103,,,,,
NC,33,NORTH CAROLINA,37,47,2012,,,,,,9752073,,,,,
NC,33,NORTH CAROLINA,37,47,2013,,,,0.00088,0.00642,9752073,62608.30866,8581.82424,,,
NC,33,NORTH CAROLINA,37,47,2014,,,,9e-04,0.0064,9752073,62413.2672,8776.8657,,,
NC,33,NORTH CAROLINA,37,47,2015,,,,0.00091,0.00636,,,,,,
NC,33,NORTH CAROLINA,37,47,2016,,,,0.00092,0.00635,,,,,,
NC,33,NORTH CAROLINA,37,47,2017,,,,0.00094,0.0063,,,,,,
NC,33,NORTH CAROLINA,37,47,2018,,,,,,,,,,,
NC,33,NORTH CAROLINA,37,47,2019,,,,,,,,,,,
NC,33,NORTH CAROLINA,37,47,2020,,,,,,,,,,,
ND,34,NORTH DAKOTA,38,36,1987,,,3416,,,672000,,,,,
ND,34,NORTH DAKOTA,38,36,1988,,,3525,,,663000,,,,,
ND,34,NORTH DAKOTA,38,36,1989,,,3562,,,660000,,,,,
ND,34,NORTH DAKOTA,38,36,1990,,,3366,,,638800,,,,,
ND,34,NORTH DAKOTA,38,36,1991,,,3429,,,635000,,,,,
ND,34,NORTH DAKOTA,38,36,1992,,,3476,,,636000,,,,,
ND,34,NORTH DAKOTA,38,36,1993,,,3369,,,635000,,,,,
ND,34,NORTH DAKOTA,38,36,1994,320089,317899,3352,,,638000,,,0.501706896551724,0.498274294670846,
ND,34,NORTH DAKOTA,38,36,1995,321708,319659,3270,,,641000,,,0.501884555382215,0.498687987519501,
ND,34,NORTH DAKOTA,38,36,1996,322131,321408,3514,,,644000,,,0.500203416149068,0.499080745341615,
ND,34,NORTH DAKOTA,38,36,1997,321205,319678,3501,,,641000,,,0.50109984399376,0.498717628705148,
ND,34,NORTH DAKOTA,38,36,1998,320588,317656,3720,,,638000,,,0.502489028213166,0.4978934169279,
ND,34,NORTH DAKOTA,38,36,1999,318499,315167,4007,,,633666,,,0.502629145322615,0.497370854677385,
ND,34,NORTH DAKOTA,38,36,2000,321676,320524,4960,,,642200,,,0.500896916848334,0.499103083151666,
ND,34,NORTH DAKOTA,38,36,2001,,,5394,,,636550,,,,,
ND,34,NORTH DAKOTA,38,36,2002,317532,316578,5808,,,633911,,,0.500909433658668,0.499404490535738,
ND,34,NORTH DAKOTA,38,36,2003,317092,316745,6161,,,633400,,,0.500618882222924,0.500071045153142,
ND,34,NORTH DAKOTA,38,36,2004,317735,316631,6838,,,636308,,,0.499341513858069,0.497606505025868,
ND,34,NORTH DAKOTA,38,36,2005,318905,317772,7323,,,634605,,,0.502525192836489,0.500739830288132,
ND,34,NORTH DAKOTA,38,36,2006,316440,319427,7780,,,635867,,,0.497651238387902,0.502348761612098,
ND,34,NORTH DAKOTA,38,36,2007,318655,321060,8034,,,639715,,,0.498120256676801,0.501879743323199,
ND,34,NORTH DAKOTA,38,36,2008,319548,321933,8590,,,641481,,,0.498141020544646,0.501858979455354,
ND,34,NORTH DAKOTA,38,36,2009,321844,325000,9162,,,646844,,,0.497560462800923,0.502439537199077,
ND,34,NORTH DAKOTA,38,36,2010,332727,339864,,,,674629,,,0.493199966203647,0.503779114150148,
ND,34,NORTH DAKOTA,38,36,2011,,,,,,684740,,,,,
ND,34,NORTH DAKOTA,38,36,2012,,,,,,699628,,,,,
ND,34,NORTH DAKOTA,38,36,2013,,,,0.00024,0.00874,699628,6114.74872,167.91072,,,
ND,34,NORTH DAKOTA,38,36,2014,,,,0.00028,0.00868,699628,6072.77104,195.89584,,,
ND,34,NORTH DAKOTA,38,36,2015,,,,0.00034,0.00859,,,,,,
ND,34,NORTH DAKOTA,38,36,2016,,,,0.00035,0.00851,,,,,,
ND,34,NORTH DAKOTA,38,36,2017,,,,0.00035,0.00844,,,,,,
ND,34,NORTH DAKOTA,38,36,2018,,,,,,,,,,,
ND,34,NORTH DAKOTA,38,36,2019,,,,,,,,,,,
ND,34,NORTH DAKOTA,38,36,2020,,,,,,,,,,,
NE,27,NEBRASKA,31,35,1987,,,54320,,,1594000,,,,,
NE,27,NEBRASKA,31,35,1988,,,55477,,,1601000,,,,,
NE,27,NEBRASKA,31,35,1989,,,56753,,,1611000,,,,,
NE,27,NEBRASKA,31,35,1990,,,57861,,,1578385,,,,,
NE,27,NEBRASKA,31,35,1991,,,58992,,,1593000,,,,,
NE,27,NEBRASKA,31,35,1992,,,60350,,,1606000,,,,,
NE,27,NEBRASKA,31,35,1993,,,61405,,,1607000,,,,,
NE,27,NEBRASKA,31,35,1994,830268,792590,63236,,,1623000,,,0.511563770794824,0.488348736906962,
NE,27,NEBRASKA,31,35,1995,837029,800083,64813,,,1637000,,,0.51131887599267,0.488749541844838,
NE,27,NEBRASKA,31,35,1996,842885,809208,66604,,,1652000,,,0.510220944309927,0.489835351089588,
NE,27,NEBRASKA,31,35,1997,844697,812173,68697,,,1657000,,,0.509774894387447,0.490146650573325,
NE,27,NEBRASKA,31,35,1998,849298,813421,70394,,,1663000,,,0.510702345159351,0.489128683102826,
NE,27,NEBRASKA,31,35,1999,851365,814663,72024,,,1666028,,,0.511014820879361,0.488985179120639,
NE,27,NEBRASKA,31,35,2000,867912,843351,74776,,,1711263,,,0.507176278573194,0.492823721426806,
NE,27,NEBRASKA,31,35,2001,,,76528,,,1720039,,,,,
NE,27,NEBRASKA,31,35,2002,875685,853495,77885,,,1727564,,,0.506890048646534,0.49404537255928,
NE,27,NEBRASKA,31,35,2003,880007,859284,79543,,,1737475,,,0.506486136491173,0.494559058403718,
NE,27,NEBRASKA,31,35,2004,883586,863628,81147,,,1747704,,,0.505569593020328,0.494150039137062,
NE,27,NEBRASKA,31,35,2005,889033,869754,82624,,,1758163,,,0.505660169165203,0.494694746732812,
NE,27,NEBRASKA,31,35,2006,891577,876754,84696,,,1768331,,,0.504191240214643,0.495808759785357,
NE,27,NEBRASKA,31,35,2007,895180,879391,86300,,,1774571,,,0.504448680836101,0.495551319163899,
NE,27,NEBRASKA,31,35,2008,899152,884280,88706,,,1783432,,,0.504169488940425,0.495830511059575,
NE,27,NEBRASKA,31,35,2009,904967,891652,90827,,,1796619,,,0.503705571409408,0.496294428590592,
NE,27,NEBRASKA,31,35,2010,920045,906296,,,,1830141,,,0.502718096583815,0.495205560664452,
NE,27,NEBRASKA,31,35,2011,,,,,,1842234,,,,,
NE,27,NEBRASKA,31,35,2012,,,,,,1855525,,,,,
NE,27,NEBRASKA,31,35,2013,,,,0.00098,0.0081,1855525,15029.7525,1818.4145,,,
NE,27,NEBRASKA,31,35,2014,,,,0.00101,0.00804,1855525,14918.421,1874.08025,,,
NE,27,NEBRASKA,31,35,2015,,,,0.00104,0.00801,,,,,,
NE,27,NEBRASKA,31,35,2016,,,,0.00106,0.00797,,,,,,
NE,27,NEBRASKA,31,35,2017,,,,0.00109,0.0079,,,,,,
NE,27,NEBRASKA,31,35,2018,,,,,,,,,,,
NE,27,NEBRASKA,31,35,2019,,,,,,,,,,,
NE,27,NEBRASKA,31,35,2020,,,,,,,,,,,
NH,29,NEW HAMPSHIRE,33,4,1987,,,6416,,,1057000,,,,,
NH,29,NEW HAMPSHIRE,33,4,1988,,,6772,,,1097000,,,,,
NH,29,NEW HAMPSHIRE,33,4,1989,,,7157,,,1107000,,,,,
NH,29,NEW HAMPSHIRE,33,4,1990,,,7350,,,1109252,,,,,
NH,29,NEW HAMPSHIRE,33,4,1991,,,6745,,,1105000,,,,,
NH,29,NEW HAMPSHIRE,33,4,1992,,,6985,,,1111000,,,,,
