state,state_no,state_name,state_fips,state_icpsr,year,female_pop,male_pop,black_pop,pct_hispanic,pct_white,population_total,white_pop,hispanic_pop,pct_female,pct_male,pct_black
HI,,HAWAII,15,82,2004,,,21137.0817544386,,,1262124,,,,,0.0167472306638956
HI,,HAWAII,15,82,2005,,,21267.171481289,,,1273278,,,,,0.0167026929557323
HI,,HAWAII,15,82,2006,,,21414.022860013,,,1285498,,,,,0.0166581533849239
HI,,HAWAII,15,82,2007,,,21321.7149961665,,,1283388,,,,,0.0166136156767607
HI,,HAWAII,15,82,2008,,,21344.2531009912,,,1288198,,,,,0.0165690779685974
HI,,HAWAII,15,82,2009,,,21402.2185929716,,,1295178,,,,,0.016524538397789
IL,,ILLINOIS,17,21,1990,,,1760596.46698031,,,11430602,,,,,0.154024824500084
IL,,ILLINOIS,17,21,1991,,,1647314.08949196,,,11543000,,,,,0.142711088061333
IL,,ILLINOIS,17,21,1992,,,1677571.1145401,,,11631000,,,,,0.144232749938965
IL,,ILLINOIS,17,21,1993,,,1704890.40081203,,,11697000,,,,,0.145754501223564
IL,,ILLINOIS,17,21,1994,,,1730789.46876526,,,11752000,,,,,0.147276163101196
IL,,ILLINOIS,17,21,1995,,,1760278.44578028,,,11830000,,,,,0.14879783987999
IL,,ILLINOIS,17,21,1996,,,1780835.13732255,,,11847000,,,,,0.150319501757622
IL,,ILLINOIS,17,21,1997,,,1806302.48260498,,,11896000,,,,,0.151841163635254
IL,,ILLINOIS,17,21,1998,,,1847256.31020963,,,12045000,,,,,0.153362914919853
IL,,ILLINOIS,17,21,1999,,,1878497.45469332,,,12128370,,,,,0.154884576797485
IL,,ILLINOIS,17,21,2000,,,1942455.0901961,,,12419293,,,,,0.156406253576279
IL,,ILLINOIS,17,21,2001,,,1957150.38835841,,,12520227,,,,,0.156319081783295
IL,,ILLINOIS,17,21,2002,,,1815142.8592685,,,12586447,,,,,0.144214078783989
IL,,ILLINOIS,17,21,2003,,,1823158.60430808,,,12649087,,,,,0.144133612513542
IL,,ILLINOIS,17,21,2004,,,1831206.08931637,,,12712016,,,,,0.144053161144257
IL,,ILLINOIS,17,21,2005,,,1837872.92640489,,,12765427,,,,,0.14397269487381
IL,,ILLINOIS,17,21,2006,,,1846419.80461523,,,12831970,,,,,0.143892154097557
IL,,ILLINOIS,17,21,2007,,,1848346.62075895,,,12852548,,,,,0.14381168782711
IL,,ILLINOIS,17,21,2008,,,1854357.60222852,,,12901563,,,,,0.143731236457825
IL,,ILLINOIS,17,21,2009,,,1854590.19628406,,,12910409,,,,,0.143650770187378
IN,,INDIANA,18,22,1990,,,427783.347389817,,,5544159,,,,,0.0771592855453491
IN,,INDIANA,18,22,1991,,,440671.705529094,,,5610000,,,,,0.0785511061549187
IN,,INDIANA,18,22,1992,,,444695.869490504,,,5662000,,,,,0.0785404220223427
IN,,INDIANA,18,22,1993,,,456513.416104019,,,5713000,,,,,0.0799078270792961
IN,,INDIANA,18,22,1994,,,459434.8706007,,,5752000,,,,,0.0798739343881607
IN,,INDIANA,18,22,1995,,,463318.420268595,,,5803000,,,,,0.0798411890864372
IN,,INDIANA,18,22,1996,,,474068.624161184,,,5841000,,,,,0.0811622366309166
IN,,INDIANA,18,22,1997,,,475620.655059815,,,5864000,,,,,0.081108570098877
IN,,INDIANA,18,22,1998,,,486122.439347208,,,5899000,,,,,0.0824076011776924
IN,,INDIANA,18,22,1999,,,497460.228543833,,,5942901,,,,,0.0837066322565079
IN,,INDIANA,18,22,2000,,,508402.296763286,,,6080485,,,,,0.0836121290922165
IN,,INDIANA,18,22,2001,,,520442.031390809,,,6126743,,,,,0.0849459543824196
IN,,INDIANA,18,22,2002,,,522649.063130923,,,6156913,,,,,0.0848881676793098
IN,,INDIANA,18,22,2003,,,534405.876910165,,,6199571,,,,,0.0862004607915878
IN,,INDIANA,18,22,2004,,,544901.492936947,,,6226537,,,,,0.087512768805027
IN,,INDIANA,18,22,2005,,,547745.045606911,,,6266019,,,,,0.0874151587486267
IN,,INDIANA,18,22,2006,,,560051.113818288,,,6313520,,,,,0.0887066349387169
IN,,INDIANA,18,22,2007,,,562141.183162235,,,6345289,,,,,0.0885918959975243
IN,,INDIANA,18,22,2008,,,573038.814423561,,,6376792,,,,,0.0898631811141968
IN,,INDIANA,18,22,2009,,,576361.447564907,,,6423113,,,,,0.0897324159741402
IA,,IOWA,19,31,1990,,,47690.7675718702,,,2776755,,,,,0.0171750001609325
IA,,IOWA,19,31,1991,,,49377.9665883631,,,2795000,,,,,0.0176665354520082
IA,,IOWA,19,31,1992,,,51060.5001673102,,,2812000,,,,,0.0181580726057291
IA,,IOWA,19,31,1993,,,52479.9913801253,,,2814000,,,,,0.0186496060341597
IA,,IOWA,19,31,1994,,,52283.042376861,,,2829000,,,,,0.0184811037033796
IA,,IOWA,19,31,1995,,,53872.0679208636,,,2842000,,,,,0.0189556889235973
IA,,IOWA,19,31,1996,,,55415.1471704245,,,2852000,,,,,0.0194302760064602
IA,,IOWA,19,31,1997,,,56768.6695307493,,,2852000,,,,,0.019904863089323
IA,,IOWA,19,31,1998,,,58325.9810619056,,,2862000,,,,,0.0203794483095407
IA,,IOWA,19,31,1999,,,59838.8349127248,,,2869413,,,,,0.0208540335297585
IA,,IOWA,19,31,2000,,,62414.4543856084,,,2926324,,,,,0.0213286206126213
IA,,IOWA,19,31,2001,,,65294.4015101362,,,2931967,,,,,0.0222698282450438
IA,,IOWA,19,31,2002,,,68143.8821020722,,,2935840,,,,,0.0232110340148211
IA,,IOWA,19,31,2003,,,71055.3152723908,,,2941976,,,,,0.0241522416472435
IA,,IOWA,19,31,2004,,,71628.5939099491,,,2952904,,,,,0.0242570005357265
IA,,IOWA,19,31,2005,,,74632.8495585993,,,2965524,,,,,0.0251668337732554
IA,,IOWA,19,31,2006,,,77762.8375428543,,,2982085,,,,,0.0260766670107842
IA,,IOWA,19,31,2007,,,80636.9041209705,,,2988046,,,,,0.026986500248313
IA,,IOWA,19,31,2008,,,83760.2755895816,,,3002555,,,,,0.0278963334858418
IA,,IOWA,19,31,2009,,,86644.8014158905,,,3007856,,,,,0.0288061667233706
KS,,KANSAS,20,32,1990,,,141792.555470042,,,2477574,,,,,0.0572304017841816
KS,,KANSAS,20,32,1991,,,143899.822793901,,,2495000,,,,,0.0576752796769142
KS,,KANSAS,20,32,1992,,,146637.166947126,,,2523000,,,,,0.0581201612949371
KS,,KANSAS,20,32,1993,,,142527.025979012,,,2531000,,,,,0.0563125349581242
KS,,KANSAS,20,32,1994,,,144914.742335677,,,2554000,,,,,0.0567403063178062
KS,,KANSAS,20,32,1995,,,146636.119242758,,,2565000,,,,,0.0571680776774883
KS,,KANSAS,20,32,1996,,,148136.523723602,,,2572000,,,,,0.0575958490371704
KS,,KANSAS,20,32,1997,,,150571.285262704,,,2595000,,,,,0.0580236166715622
KS,,KANSAS,20,32,1998,,,147977.254588157,,,2629000,,,,,0.0562865175306797
KS,,KANSAS,20,32,1999,,,150480.612074375,,,2654052,,,,,0.0566984415054321
KS,,KANSAS,20,32,2000,,,153536.544558644,,,2688418,,,,,0.0571103692054749
KS,,KANSAS,20,32,2001,,,155687.030857429,,,2702125,,,,,0.0576165169477463
KS,,KANSAS,20,32,2002,,,157615.250405911,,,2711769,,,,,0.058122668415308
KS,,KANSAS,20,32,2003,,,159750.967312127,,,2724786,,,,,0.0586288124322891
KS,,KANSAS,20,32,2004,,,161657.073408131,,,2733697,,,,,0.0591349638998509
KS,,KANSAS,20,32,2005,,,163904.033063754,,,2748172,,,,,0.0596411116421223
KS,,KANSAS,20,32,2006,,,160313.977081142,,,2764075,,,,,0.0579991415143013
KS,,KANSAS,20,32,2007,,,162360.331013329,,,2775997,,,,,0.0584872141480446
KS,,KANSAS,20,32,2008,,,165256.645812236,,,2802134,,,,,0.0589752830564976
KS,,KANSAS,20,32,2009,,,167612.16596245,,,2818747,,,,,0.0594633594155312
KY,,KENTUCKY,21,51,1990,,,261862.20364666,,,3685296,,,,,0.0710559487342835
KY,,KENTUCKY,21,51,1991,,,267151.026949287,,,3713000,,,,,0.0719501823186874
KY,,KENTUCKY,21,51,1992,,,266332.681290805,,,3755000,,,,,0.0709274783730507
KY,,KENTUCKY,21,51,1993,,,272043.315477669,,,3789000,,,,,0.0717981830239296
KY,,KENTUCKY,21,51,1994,,,278103.861644864,,,3827000,,,,,0.0726688951253891
KY,,KENTUCKY,21,51,1995,,,276584.351360798,,,3860000,,,,,0.0716539770364761
KY,,KENTUCKY,21,51,1996,,,281599.136322737,,,3884000,,,,,0.0725023522973061
KY,,KENTUCKY,21,51,1997,,,279488.341271877,,,3908000,,,,,0.0715169757604599
KY,,KENTUCKY,21,51,1998,,,284746.561288834,,,3936000,,,,,0.072344146668911
KY,,KENTUCKY,21,51,1999,,,289818.813453801,,,3960825,,,,,0.0731713250279427
KY,,KENTUCKY,21,51,2000,,,299084.857035868,,,4041769,,,,,0.0739985033869743
KY,,KENTUCKY,21,51,2001,,,297863.714695931,,,4068816,,,,,0.0732064843177795
KY,,KENTUCKY,21,51,2002,,,303543.792400181,,,4089822,,,,,0.0742193162441254
KY,,KENTUCKY,21,51,2003,,,309820.205042005,,,4118189,,,,,0.0752321481704712
KY,,KENTUCKY,21,51,2004,,,315794.1271393,,,4141835,,,,,0.076244980096817
KY,,KENTUCKY,21,51,2005,,,314691.130146504,,,4172608,,,,,0.0754183307290077
KY,,KENTUCKY,21,51,2006,,,321373.685921133,,,4206074,,,,,0.0764070451259613
KY,,KENTUCKY,21,51,2007,,,320637.856513977,,,4241474,,,,,0.0755958557128906
KY,,KENTUCKY,21,51,2008,,,326860.164246634,,,4269245,,,,,0.0765615850687027
KY,,KENTUCKY,21,51,2009,,,334461.56287124,,,4314113,,,,,0.0775273069739342
LA,,LOUISIANA,22,45,1990,,,1305459.64705715,,,4219973,,,,,0.309352606534958
LA,,LOUISIANA,22,45,1991,,,1299873.03936481,,,4252000,,,,,0.30570861697197
LA,,LOUISIANA,22,45,1992,,,1325793.57755184,,,4287000,,,,,0.309259057044983
LA,,LOUISIANA,22,45,1993,,,1343515.89411497,,,4295000,,,,,0.31280928850174
LA,,LOUISIANA,22,45,1994,,,1365091.45721793,,,4315000,,,,,0.316359549760819
LA,,LOUISIANA,22,45,1995,,,1357479.9528718,,,4342000,,,,,0.312639325857163
LA,,LOUISIANA,22,45,1996,,,1375389.61777091,,,4351000,,,,,0.316108852624893
LA,,LOUISIANA,22,45,1997,,,1390805.23681641,,,4352000,,,,,0.319578409194946
LA,,LOUISIANA,22,45,1998,,,1411396.56242728,,,4369000,,,,,0.323047965764999
LA,,LOUISIANA,22,45,1999,,,1395823.71707797,,,4372035,,,,,0.319261789321899
LA,,LOUISIANA,22,45,2000,,,1441933.95422411,,,4468976,,,,,0.322654217481613
LA,,LOUISIANA,22,45,2001,,,1442427.85328388,,,4470368,,,,,0.322664231061935
LA,,LOUISIANA,22,45,2002,,,1444351.7390728,,,4476192,,,,,0.322674214839935
LA,,LOUISIANA,22,45,2003,,,1450035.76075569,,,4493665,,,,,0.322684437036514
LA,,LOUISIANA,22,45,2004,,,1422667.35339418,,,4506685,,,,,0.315679341554642
LA,,LOUISIANA,22,45,2005,,,1422915.34213838,,,4507331,,,,,0.315689116716385
LA,,LOUISIANA,22,45,2006,,,1448083.94995236,,,4287768,,,,,0.337724417448044
LA,,LOUISIANA,22,45,2007,,,1417010.96814215,,,4293204,,,,,0.330059081315994
LA,,LOUISIANA,22,45,2008,,,1455869.41527176,,,4410796,,,,,0.330069541931152
LA,,LOUISIANA,22,45,2009,,,1449793.57513976,,,4492076,,,,,0.32274466753006
ME,,MAINE,23,2,1990,,,5257.57829926536,,,1227928,,,,,0.00428166659548879
ME,,MAINE,23,2,1991,,,5454.78953514248,,,1235000,,,,,0.00441683363169432
ME,,MAINE,23,2,1992,,,5621.71967467293,,,1235000,,,,,0.00455199973657727
ME,,MAINE,23,2,1993,,,5807.39963147789,,,1239000,,,,,0.0046871667727828
ME,,MAINE,23,2,1994,,,5979.69334572554,,,1240000,,,,,0.00482233334332705
ME,,MAINE,23,2,1995,,,6152.25739311427,,,1241000,,,,,0.00495749991387129
ME,,MAINE,23,2,1996,,,6330.18501894549,,,1243000,,,,,0.00509266695007682
ME,,MAINE,23,2,1997,,,5993.50966047496,,,1242000,,,,,0.0048256921581924
ME,,MAINE,23,2,1998,,,6158.37403573096,,,1244000,,,,,0.00495046144351363
ME,,MAINE,23,2,1999,,,6359.46711245924,,,1253040,,,,,0.00507523072883487
ME,,MAINE,23,2,2000,,,6629.59961804794,,,1274923,,,,,0.0052000000141561
ME,,MAINE,23,2,2001,,,7563.25619928539,,,1284470,,,,,0.00588823109865189
ME,,MAINE,23,2,2002,,,8515.82081920281,,,1294894,,,,,0.00657646171748638
ME,,MAINE,23,2,2003,,,9510.97092052689,,,1309205,,,,,0.00726469187065959
ME,,MAINE,23,2,2004,,,10457.974392185,,,1314985,,,,,0.00795292295515537
ME,,MAINE,23,2,2005,,,11390.9414643049,,,1318220,,,,,0.00864115357398987
ME,,MAINE,23,2,2006,,,12329.4728160594,,,1321574,,,,,0.00932938512414694
ME,,MAINE,23,2,2007,,,13195.2735799653,,,1317207,,,,,0.0100176157429814
ME,,MAINE,23,2,2008,,,14093.7744520456,,,1316456,,,,,0.0107058454304934
ME,,MAINE,23,2,2009,,,15020.8230776684,,,1318301,,,,,0.0113940769806504
MD,,MARYLAND,24,52,1990,,,1185305.01364458,,,4781468,,,,,0.247895628213882
MD,,MARYLAND,24,52,1991,,,1208702.09813118,,,4860000,,,,,0.248704135417938
MD,,MARYLAND,24,52,1992,,,1249437.93332577,,,4908000,,,,,0.254571706056595
MD,,MARYLAND,24,52,1993,,,1267219.51290965,,,4965000,,,,,0.255230516195297
MD,,MARYLAND,24,52,1994,,,1306469.65998411,,,5006000,,,,,0.260980755090714
MD,,MARYLAND,24,52,1995,,,1318487.96349764,,,5042000,,,,,0.261500984430313
MD,,MARYLAND,24,52,1996,,,1354926.37634277,,,5072000,,,,,0.267138481140137
MD,,MARYLAND,24,52,1997,,,1362799.15702343,,,5094000,,,,,0.267530262470245
MD,,MARYLAND,24,52,1998,,,1402159.70233083,,,5135000,,,,,0.273059338331223
MD,,MARYLAND,24,52,1999,,,1413573.21747047,,,5171634,,,,,0.27333202958107
MD,,MARYLAND,24,52,2000,,,1476431.4743768,,,5296486,,,,,0.27875679731369
MD,,MARYLAND,24,52,2001,,,1495833.60093802,,,5386079,,,,,0.277722179889679
MD,,MARYLAND,24,52,2002,,,1536228.90222594,,,5450525,,,,,0.281849712133408
MD,,MARYLAND,24,52,2003,,,1547733.51949006,,,5512310,,,,,0.280777662992477
MD,,MARYLAND,24,52,2004,,,1584034.87863886,,,5561332,,,,,0.284830123186111
MD,,MARYLAND,24,52,2005,,,1585903.44251996,,,5589599,,,,,0.283724009990692
MD,,MARYLAND,24,52,2006,,,1615667.90671715,,,5615727,,,,,0.287704139947891
MD,,MARYLAND,24,52,2007,,,1610031.99928975,,,5618344,,,,,0.286567002534866
MD,,MARYLAND,24,52,2008,,,1636432.07768193,,,5633597,,,,,0.290477305650711
MD,,MARYLAND,24,52,2009,,,1677855.52977991,,,5699478,,,,,0.294387578964233
MA,,MASSACHUSETTS,25,3,1990,,,300951.608081628,,,6016425,,,,,0.0500216670334339
MA,,MASSACHUSETTS,25,3,1991,,,304259.42067802,,,5996000,,,,,0.0507437326014042
MA,,MASSACHUSETTS,25,3,1992,,,308691.879764199,,,5998000,,,,,0.0514658018946648
MA,,MASSACHUSETTS,25,3,1993,,,308609.936356545,,,6012000,,,,,0.0513323247432709
MA,,MASSACHUSETTS,25,3,1994,,,314389.0751414,,,6041000,,,,,0.0520425550639629
MA,,MASSACHUSETTS,25,3,1995,,,320420.418426395,,,6074000,,,,,0.052752785384655
MA,,MASSACHUSETTS,25,3,1996,,,320443.534970284,,,6092000,,,,,0.0526007115840912
MA,,MASSACHUSETTS,25,3,1997,,,326086.259245873,,,6118000,,,,,0.0532994866371155
MA,,MASSACHUSETTS,25,3,1998,,,326658.584184945,,,6147000,,,,,0.0531411394476891
MA,,MASSACHUSETTS,25,3,1999,,,332402.087194789,,,6175169,,,,,0.0538288243114948
MA,,MASSACHUSETTS,25,3,2000,,,340722.309719715,,,6349097,,,,,0.0536646880209446
MA,,MASSACHUSETTS,25,3,2001,,,352612.528250098,,,6401164,,,,,0.055085688829422
MA,,MASSACHUSETTS,25,3,2002,,,362874.659516662,,,6421800,,,,,0.0565066896378994
MA,,MASSACHUSETTS,25,3,2003,,,371916.428933535,,,6420357,,,,,0.0579276867210865
MA,,MASSACHUSETTS,25,3,2004,,,380269.712200552,,,6407382,,,,,0.0593486875295639
MA,,MASSACHUSETTS,25,3,2005,,,390953.70755424,,,6433367,,,,,0.0607696883380413
MA,,MASSACHUSETTS,25,3,2006,,,400333.468839146,,,6437193,,,,,0.0621906891465187
MA,,MASSACHUSETTS,25,3,2007,,,410279.791318476,,,6449755,,,,,0.0636116862297058
MA,,MASSACHUSETTS,25,3,2008,,,416079.006207123,,,6497967,,,,,0.064032182097435
MA,,MASSACHUSETTS,25,3,2009,,,431427.095519312,,,6593587,,,,,0.0654313191771507
MI,,MICHIGAN,26,23,1990,,,1291052.732316,,,9295297,,,,,0.138893112540245
MI,,MICHIGAN,26,23,1991,,,1299371.55175209,,,9368000,,,,,0.138703197240829
MI,,MICHIGAN,26,23,1992,,,1307186.40346825,,,9437000,,,,,0.138517156243324
MI,,MICHIGAN,26,23,1993,,,1324941.61090255,,,9478000,,,,,0.139791265130043
MI,,MICHIGAN,26,23,1994,,,1325602.06246376,,,9496000,,,,,0.139595836400986
MI,,MICHIGAN,26,23,1995,,,1331173.90751839,,,9549000,,,,,0.139404535293579
MI,,MICHIGAN,26,23,1996,,,1335649.22475815,,,9594000,,,,,0.139217138290405
MI,,MICHIGAN,26,23,1997,,,1372779.2801857,,,9774000,,,,,0.140452146530151
MI,,MICHIGAN,26,23,1998,,,1390943.67608428,,,9817000,,,,,0.141687244176865
MI,,MICHIGAN,26,23,1999,,,1395512.91216798,,,9863775,,,,,0.141478583216667
MI,,MICHIGAN,26,23,2000,,,1404045.71431047,,,9938444,,,,,0.141274198889732
MI,,MICHIGAN,26,23,2001,,,1412388.44883201,,,10006266,,,,,0.141150400042534
MI,,MICHIGAN,26,23,2002,,,1416361.32268362,,,10043221,,,,,0.141026601195335
MI,,MICHIGAN,26,23,2003,,,1420633.34189397,,,10082364,,,,,0.140902802348137
MI,,MICHIGAN,26,23,2004,,,1422460.0518482,,,10104206,,,,,0.140779003500938
MI,,MICHIGAN,26,23,2005,,,1420734.73278825,,,10100833,,,,,0.14065520465374
MI,,MICHIGAN,26,23,2006,,,1418754.90331097,,,10095643,,,,,0.140531405806541
MI,,MICHIGAN,26,23,2007,,,1414160.42474046,,,10071822,,,,,0.140407606959343
MI,,MICHIGAN,26,23,2008,,,1417492.9424876,,,10003422,,,,,0.141700804233551
MI,,MICHIGAN,26,23,2009,,,1411471.6140967,,,9969727,,,,,0.141575753688812
MN,,MINNESOTA,27,33,1990,,,94406.6804556213,,,4375099,,,,,0.0215781815350056
MN,,MINNESOTA,27,33,1991,,,103369.052648544,,,4432000,,,,,0.0233233422040939
MN,,MINNESOTA,27,33,1992,,,109811.166524887,,,4480000,,,,,0.0245114210993052
MN,,MINNESOTA,27,33,1993,,,115851.333230734,,,4517000,,,,,0.0256478488445282
MN,,MINNESOTA,27,33,1994,,,124757.328487933,,,4567000,,,,,0.0273171290755272
MN,,MINNESOTA,27,33,1995,,,130784.225016832,,,4610000,,,,,0.0283696800470352
MN,,MINNESOTA,27,33,1996,,,139756.056524813,,,4658000,,,,,0.030003447085619
MN,,MINNESOTA,27,33,1997,,,145163.404539228,,,4686000,,,,,0.0309781059622765
MN,,MINNESOTA,27,33,1998,,,153930.252883583,,,4725000,,,,,0.0325778312981129
MN,,MINNESOTA,27,33,1999,,,159884.291292653,,,4775508,,,,,0.0334800593554974
MN,,MINNESOTA,27,33,2000,,,172413.687431008,,,4919479,,,,,0.0350471436977386
MN,,MINNESOTA,27,33,2001,,,181436.171584092,,,4984535,,,,,0.036399818956852
MN,,MINNESOTA,27,33,2002,,,193220.504824806,,,5024791,,,,,0.0384534411132336
MN,,MINNESOTA,27,33,2003,,,201112.457781017,,,5064172,,,,,0.0397128015756607
MN,,MINNESOTA,27,33,2004,,,212659.278906435,,,5096546,,,,,0.0417261570692062
MN,,MINNESOTA,27,33,2005,,,224241.045797858,,,5126739,,,,,0.0437395088374615
MN,,MINNESOTA,27,33,2006,,,231863.318994284,,,5167101,,,,,0.0448729991912842
MN,,MINNESOTA,27,33,2007,,,243496.246369503,,,5197621,,,,,0.0468476340174675
MN,,MINNESOTA,27,33,2008,,,254871.430515513,,,5220393,,,,,0.0488222688436508
MN,,MINNESOTA,27,33,2009,,,262460.059815578,,,5266214,,,,,0.0498384721577168
MS,,MISSISSIPPI,28,46,1990,,,905630.538077354,,,2573216,,,,,0.351945012807846
MS,,MISSISSIPPI,28,46,1991,,,924080.057144165,,,2592000,,,,,0.356512367725372
MS,,MISSISSIPPI,28,46,1992,,,943862.472891808,,,2614000,,,,,0.361079752445221
MS,,MISSISSIPPI,28,46,1993,,,930612.626552582,,,2643000,,,,,0.352104663848877
MS,,MISSISSIPPI,28,46,1994,,,951506.214976311,,,2669000,,,,,0.356502890586853
MS,,MISSISSIPPI,28,46,1995,,,973350.313425064,,,2697000,,,,,0.360901117324829
MS,,MISSISSIPPI,28,46,1996,,,992152.937531471,,,2716000,,,,,0.365299314260483
MS,,MISSISSIPPI,28,46,1997,,,973585.302710533,,,2731000,,,,,0.356494069099426
MS,,MISSISSIPPI,28,46,1998,,,992743.37387085,,,2752000,,,,,0.360735237598419
MS,,MISSISSIPPI,28,46,1999,,,1010480.52996174,,,2768619,,,,,0.36497637629509
MS,,MISSISSIPPI,28,46,2000,,,1050297.47298402,,,2844658,,,,,0.369217485189438
MS,,MISSISSIPPI,28,46,2001,,,1025822.38380513,,,2859733,,,,,0.358712643384933
MS,,MISSISSIPPI,28,46,2002,,,1034716.84169853,,,2866733,,,,,0.360939383506775
MS,,MISSISSIPPI,28,46,2003,,,1046860.48897511,,,2882594,,,,,0.363166123628616
MS,,MISSISSIPPI,28,46,2004,,,1059920.01304531,,,2900768,,,,,0.36539289355278
MS,,MISSISSIPPI,28,46,2005,,,1069220.32074404,,,2908496,,,,,0.367619663476944
MS,,MISSISSIPPI,28,46,2006,,,1076452.83827126,,,2910540,,,,,0.369846433401108
MS,,MISSISSIPPI,28,46,2007,,,1086001.68476775,,,2918785,,,,,0.372073203325272
MS,,MISSISSIPPI,28,46,2008,,,1099924.46363503,,,2938618,,,,,0.374299913644791
MS,,MISSISSIPPI,28,46,2009,,,1074455.08539665,,,2951996,,,,,0.363975793123245
MO,,MISSOURI,29,34,1990,,,550043.190217763,,,5117073,,,,,0.107491761445999
MO,,MISSOURI,29,34,1991,,,551832.909956575,,,5158000,,,,,0.106985829770565
MO,,MISSOURI,29,34,1992,,,563684.813931584,,,5193000,,,,,0.108547046780586
MO,,MISSOURI,29,34,1993,,,565432.835564017,,,5234000,,,,,0.1080307289958
MO,,MISSOURI,29,34,1994,,,578270.803272724,,,5278000,,,,,0.109562486410141
MO,,MISSOURI,29,34,1995,,,580512.69415021,,,5324000,,,,,0.109036944806576
MO,,MISSOURI,29,34,1996,,,592385.670594871,,,5359000,,,,,0.110540337860584
MO,,MISSOURI,29,34,1997,,,594255.495548248,,,5402000,,,,,0.11000657081604
MO,,MISSOURI,29,34,1998,,,606353.930957616,,,5439000,,,,,0.111482612788677
MO,,MISSOURI,29,34,1999,,,606665.902533934,,,5468338,,,,,0.110941551625729
MO,,MISSOURI,29,34,2000,,,628852.749045774,,,5595211,,,,,0.112391248345375
MO,,MISSOURI,29,34,2001,,,640026.847732142,,,5637309,,,,,0.113534107804298
MO,,MISSOURI,29,34,2002,,,638759.667923212,,,5669544,,,,,0.112665086984634
MO,,MISSOURI,29,34,2003,,,650776.195280343,,,5719204,,,,,0.113787896931171
MO,,MISSOURI,29,34,2004,,,661831.850492925,,,5759532,,,,,0.114910699427128
MO,,MISSOURI,29,34,2005,,,661129.069785945,,,5797703,,,,,0.114032931625843
MO,,MISSOURI,29,34,2006,,,672708.809670501,,,5842713,,,,,0.115136377513409
MO,,MISSOURI,29,34,2007,,,671724.477058724,,,5878415,,,,,0.114269658923149
MO,,MISSOURI,29,34,2008,,,681929.670591876,,,5911605,,,,,0.115354403853416
MO,,MISSOURI,29,34,2009,,,685568.949623555,,,5987580,,,,,0.114498503506184
NE,,NEBRASKA,31,35,1990,,,56628.507410381,,,1578385,,,,,0.0358774997293949
NE,,NEBRASKA,31,35,1991,,,58261.6854943335,,,1593000,,,,,0.0365735627710819
NE,,NEBRASKA,31,35,1992,,,59855.0190553069,,,1606000,,,,,0.0372696258127689
NE,,NEBRASKA,31,35,1993,,,61010.8619891107,,,1607000,,,,,0.037965688854456
NE,,NEBRASKA,31,35,1994,,,62748.02332744,,,1623000,,,,,0.038661751896143
NE,,NEBRASKA,31,35,1995,,,60638.8141214848,,,1637000,,,,,0.037042647600174
NE,,NEBRASKA,31,35,1996,,,62276.7093926668,,,1652000,,,,,0.0376977659761906
NE,,NEBRASKA,31,35,1997,,,63550.7231988013,,,1657000,,,,,0.0383528806269169
NE,,NEBRASKA,31,35,1998,,,64870.3085370362,,,1663000,,,,,0.0390080027282238
NE,,NEBRASKA,31,35,1999,,,66079.8641206175,,,1666028,,,,,0.0396631173789501
NE,,NEBRASKA,31,35,2000,,,68995.1050727516,,,1711263,,,,,0.0403182357549667
NE,,NEBRASKA,31,35,2001,,,70800.2437809855,,,1720039,,,,,0.0411619991064072
NE,,NEBRASKA,31,35,2002,,,72567.643014729,,,1727564,,,,,0.0420057624578476
NE,,NEBRASKA,31,35,2003,,,74449.9863280915,,,1737475,,,,,0.0428495295345783
NE,,NEBRASKA,31,35,2004,,,76362.9492607713,,,1747704,,,,,0.0436932966113091
NE,,NEBRASKA,31,35,2005,,,73953.2200022899,,,1758163,,,,,0.0420627780258656
NE,,NEBRASKA,31,35,2006,,,75790.0761249438,,,1768331,,,,,0.0428596660494804
NE,,NEBRASKA,31,35,2007,,,77471.6548180468,,,1774571,,,,,0.0436565540730953
NE,,NEBRASKA,31,35,2008,,,79279.697789222,,,1783432,,,,,0.0444534458220005
NE,,NEBRASKA,31,35,2009,,,81297.6095433757,,,1796619,,,,,0.0452503338456154
NV,,NEVADA,32,65,1990,,,78891.3208199367,,,1201833,,,,,0.0656424984335899
NV,,NEVADA,32,65,1991,,,83402.3202359676,,,1284000,,,,,0.0649550780653954
NV,,NEVADA,32,65,1992,,,85413.4913757443,,,1327000,,,,,0.0643658563494682
NV,,NEVADA,32,65,1993,,,95030.2164405584,,,1389000,,,,,0.0684162825345993
NV,,NEVADA,32,65,1994,,,98545.0630784035,,,1457000,,,,,0.0676355957984924
NV,,NEVADA,32,65,1995,,,102437.320053577,,,1530000,,,,,0.0669524967670441
NV,,NEVADA,32,65,1996,,,106358.676739037,,,1603000,,,,,0.0663497671484947
NV,,NEVADA,32,65,1997,,,110370.083615184,,,1677000,,,,,0.0658140033483505
NV,,NEVADA,32,65,1998,,,114139.603838325,,,1747000,,,,,0.0653346329927445
NV,,NEVADA,32,65,1999,,,123606.639336243,,,1809253,,,,,0.0683191567659378
NV,,NEVADA,32,65,2000,,,135358.938224286,,,1998257,,,,,0.0677385032176971
NV,,NEVADA,32,65,2001,,,143635.919854954,,,2097722,,,,,0.06847233325243
NV,,NEVADA,32,65,2002,,,149856.648308784,,,2167455,,,,,0.0691394507884979
