state,state_no,state_name,state_fips,state_icpsr,year,female_pop,male_pop,black_pop,pct_hispanic,pct_white
TX,43,TEXAS,48,49,1995,9500000,9200000,2292393,,
TX,43,TEXAS,48,49,1996,9700000,9500000,2335740,,
TX,43,TEXAS,48,49,1997,9800000,9600000,2377071,,
TX,43,TEXAS,48,49,1998,1e+07,9700000,2419724,,
TX,43,TEXAS,48,49,1999,1e+07,9900000,2461293,,
TX,43,TEXAS,48,49,2000,1e+07,1e+07,2497213,,
TX,43,TEXAS,48,49,2001,,,2546245,,
TX,43,TEXAS,48,49,2002,1.1e+07,1.1e+07,2591555,,
TX,43,TEXAS,48,49,2003,1.1e+07,1.1e+07,2632020,,
TX,43,TEXAS,48,49,2004,1.1e+07,1.1e+07,2676436,,
TX,43,TEXAS,48,49,2005,1.1e+07,1.1e+07,2727137,,
TX,43,TEXAS,48,49,2006,1.2e+07,1.2e+07,2866761,,
TX,43,TEXAS,48,49,2007,1.2e+07,1.2e+07,2917855,,
TX,43,TEXAS,48,49,2008,1.2e+07,1.2e+07,2976965,,
TX,43,TEXAS,48,49,2009,1.2e+07,1.2e+07,3044549,,
TX,43,TEXAS,48,49,2010,1.3e+07,1.2e+07,,,
TX,43,TEXAS,48,49,2011,,,,,
TX,43,TEXAS,48,49,2012,,,,,
TX,43,TEXAS,48,49,2013,,,,38.4,43.9
TX,43,TEXAS,48,49,2014,,,,38.6,43.4
TX,43,TEXAS,48,49,2015,,,,38.9,42.9
TX,43,TEXAS,48,49,2016,,,,39.1,42.5
TX,43,TEXAS,48,49,2017,,,,39.4,41.9
TX,43,TEXAS,48,49,2018,,,,,
TX,43,TEXAS,48,49,2019,,,,,
TX,43,TEXAS,48,49,2020,,,,,
UT,44,UTAH,49,67,1987,,,11451,,
UT,44,UTAH,49,67,1988,,,11645,,
UT,44,UTAH,49,67,1989,,,11862,,
UT,44,UTAH,49,67,1990,,,12085,,
UT,44,UTAH,49,67,1991,,,12857,,
UT,44,UTAH,49,67,1992,,,13840,,
UT,44,UTAH,49,67,1993,,,14659,,
UT,44,UTAH,49,67,1994,959129,948807,15822,,
UT,44,UTAH,49,67,1995,981043,970365,16794,,
UT,44,UTAH,49,67,1996,1e+06,996638,17828,,
UT,44,UTAH,49,67,1997,1e+06,1e+06,19058,,
UT,44,UTAH,49,67,1998,1100000,1e+06,20190,,
UT,44,UTAH,49,67,1999,1100000,1100000,21374,,
UT,44,UTAH,49,67,2000,1100000,1100000,23363,,
UT,44,UTAH,49,67,2001,,,25371,,
UT,44,UTAH,49,67,2002,1200000,1200000,27186,,
UT,44,UTAH,49,67,2003,1200000,1200000,28762,,
UT,44,UTAH,49,67,2004,1200000,1200000,30856,,
UT,44,UTAH,49,67,2005,1200000,1200000,33144,,
UT,44,UTAH,49,67,2006,1300000,1300000,36435,,
UT,44,UTAH,49,67,2007,1300000,1300000,39756,,
UT,44,UTAH,49,67,2008,1400000,1400000,42469,,
UT,44,UTAH,49,67,2009,1400000,1400000,45505,,
UT,44,UTAH,49,67,2010,1400000,1400000,,,
UT,44,UTAH,49,67,2011,,,,,
UT,44,UTAH,49,67,2012,,,,,
UT,44,UTAH,49,67,2013,,,,13.4,79.5
UT,44,UTAH,49,67,2014,,,,13.5,79.2
UT,44,UTAH,49,67,2015,,,,13.7,78.9
UT,44,UTAH,49,67,2016,,,,13.8,78.7
UT,44,UTAH,49,67,2017,,,,14,78.3
UT,44,UTAH,49,67,2018,,,,,
UT,44,UTAH,49,67,2019,,,,,
UT,44,UTAH,49,67,2020,,,,,
VA,46,VIRGINIA,51,40,1987,,,1114312,,
VA,46,VIRGINIA,51,40,1988,,,1135018,,
VA,46,VIRGINIA,51,40,1989,,,1152465,,
VA,46,VIRGINIA,51,40,1990,,,1174876,,
VA,46,VIRGINIA,51,40,1991,,,1202194,,
VA,46,VIRGINIA,51,40,1992,,,1238551,,
VA,46,VIRGINIA,51,40,1993,,,1268404,,
VA,46,VIRGINIA,51,40,1994,3300000,3200000,1294734,,
VA,46,VIRGINIA,51,40,1995,3400000,3200000,1319225,,
VA,46,VIRGINIA,51,40,1996,3400000,3300000,1342874,,
VA,46,VIRGINIA,51,40,1997,3400000,3300000,1367796,,
VA,46,VIRGINIA,51,40,1998,3500000,3300000,1392692,,
VA,46,VIRGINIA,51,40,1999,3500000,3400000,1422517,,
VA,46,VIRGINIA,51,40,2000,3600000,3500000,1445830,,
VA,46,VIRGINIA,51,40,2001,,,1460102,,
VA,46,VIRGINIA,51,40,2002,3700000,3600000,1478743,,
VA,46,VIRGINIA,51,40,2003,3800000,3600000,1496922,,
VA,46,VIRGINIA,51,40,2004,3800000,3700000,1517095,,
VA,46,VIRGINIA,51,40,2005,3800000,3700000,1537696,,
VA,46,VIRGINIA,51,40,2006,3900000,3800000,1559413,,
VA,46,VIRGINIA,51,40,2007,3900000,3800000,1576171,,
VA,46,VIRGINIA,51,40,2008,4e+06,3800000,1595349,,
VA,46,VIRGINIA,51,40,2009,4e+06,3900000,1616346,,
VA,46,VIRGINIA,51,40,2010,4100000,3900000,,,
VA,46,VIRGINIA,51,40,2011,,,,,
VA,46,VIRGINIA,51,40,2012,,,,,
VA,46,VIRGINIA,51,40,2013,,,,8.6,63.5
VA,46,VIRGINIA,51,40,2014,,,,8.8,63
VA,46,VIRGINIA,51,40,2015,,,,9,62.5
VA,46,VIRGINIA,51,40,2016,,,,9,62.2
VA,46,VIRGINIA,51,40,2017,,,,9.3,61.7
VA,46,VIRGINIA,51,40,2018,,,,,
VA,46,VIRGINIA,51,40,2019,,,,,
VA,46,VIRGINIA,51,40,2020,,,,,
VT,45,VERMONT,50,6,1987,,,1738,,
VT,45,VERMONT,50,6,1988,,,1834,,
VT,45,VERMONT,50,6,1989,,,1922,,
VT,45,VERMONT,50,6,1990,,,1890,,
VT,45,VERMONT,50,6,1991,,,1956,,
VT,45,VERMONT,50,6,1992,,,2220,,
VT,45,VERMONT,50,6,1993,,,2784,,
VT,45,VERMONT,50,6,1994,295274,284935,2742,,
VT,45,VERMONT,50,6,1995,297366,287405,2936,,
VT,45,VERMONT,50,6,1996,298644,290010,3311,,
VT,45,VERMONT,50,6,1997,298769,290209,3249,,
VT,45,VERMONT,50,6,1998,300343,290540,3381,,
VT,45,VERMONT,50,6,1999,301620,292120,3535,,
VT,45,VERMONT,50,6,2000,310490,298337,4141,,
VT,45,VERMONT,50,6,2001,,,4486,,
VT,45,VERMONT,50,6,2002,314348,302244,4789,,
VT,45,VERMONT,50,6,2003,315009,304098,5125,,
VT,45,VERMONT,50,6,2004,315592,305802,5460,,
VT,45,VERMONT,50,6,2005,316174,306876,5801,,
VT,45,VERMONT,50,6,2006,316885,307023,6213,,
VT,45,VERMONT,50,6,2007,315469,305785,6532,,
VT,45,VERMONT,50,6,2008,315547,305723,6876,,
VT,45,VERMONT,50,6,2009,315736,306024,7232,,
VT,45,VERMONT,50,6,2010,317535,308206,,,
VT,45,VERMONT,50,6,2011,,,,,
VT,45,VERMONT,50,6,2012,,,,,
VT,45,VERMONT,50,6,2013,,,,1.5,94
VT,45,VERMONT,50,6,2014,,,,1.7,93.2
VT,45,VERMONT,50,6,2015,,,,1.7,93.4
VT,45,VERMONT,50,6,2016,,,,2,93
VT,45,VERMONT,50,6,2017,,,,1.9,92.8
VT,45,VERMONT,50,6,2018,,,,,
VT,45,VERMONT,50,6,2019,,,,,
VT,45,VERMONT,50,6,2020,,,,,
WA,47,WASHINGTON,53,73,1987,,,135057,,
WA,47,WASHINGTON,53,73,1988,,,141090,,
WA,47,WASHINGTON,53,73,1989,,,146795,,
WA,47,WASHINGTON,53,73,1990,,,154374,,
WA,47,WASHINGTON,53,73,1991,,,161116,,
WA,47,WASHINGTON,53,73,1992,,,169408,,
WA,47,WASHINGTON,53,73,1993,,,175390,,
WA,47,WASHINGTON,53,73,1994,2700000,2700000,182652,,
WA,47,WASHINGTON,53,73,1995,2700000,2700000,190801,,
WA,47,WASHINGTON,53,73,1996,2800000,2800000,199460,,
WA,47,WASHINGTON,53,73,1997,2800000,2800000,208977,,
WA,47,WASHINGTON,53,73,1998,2900000,2800000,215228,,
WA,47,WASHINGTON,53,73,1999,2900000,2900000,222319,,
WA,47,WASHINGTON,53,73,2000,3e+06,2900000,231539,,
WA,47,WASHINGTON,53,73,2001,,,238789,,
WA,47,WASHINGTON,53,73,2002,3e+06,3e+06,245517,,
WA,47,WASHINGTON,53,73,2003,3100000,3100000,250569,,
WA,47,WASHINGTON,53,73,2004,3100000,3100000,256729,,
WA,47,WASHINGTON,53,73,2005,3100000,3100000,263415,,
WA,47,WASHINGTON,53,73,2006,3200000,3200000,273435,,
WA,47,WASHINGTON,53,73,2007,3200000,3200000,281239,,
WA,47,WASHINGTON,53,73,2008,3300000,3300000,292153,,
WA,47,WASHINGTON,53,73,2009,3300000,3300000,302930,,
WA,47,WASHINGTON,53,73,2010,3400000,3300000,,,
WA,47,WASHINGTON,53,73,2011,,,,,
WA,47,WASHINGTON,53,73,2012,,,,,
WA,47,WASHINGTON,53,73,2013,,,,11.9,70.9
WA,47,WASHINGTON,53,73,2014,,,,12.2,70.3
WA,47,WASHINGTON,53,73,2015,,,,12.4,69.7
WA,47,WASHINGTON,53,73,2016,,,,12.4,69.3
WA,47,WASHINGTON,53,73,2017,,,,12.7,68.6
WA,47,WASHINGTON,53,73,2018,,,,,
WA,47,WASHINGTON,53,73,2019,,,,,
WA,47,WASHINGTON,53,73,2020,,,,,
WI,49,WISCONSIN,55,25,1987,,,223610,,
WI,49,WISCONSIN,55,25,1988,,,231313,,
WI,49,WISCONSIN,55,25,1989,,,240079,,
WI,49,WISCONSIN,55,25,1990,,,248027,,
WI,49,WISCONSIN,55,25,1991,,,256644,,
WI,49,WISCONSIN,55,25,1992,,,264916,,
WI,49,WISCONSIN,55,25,1993,,,272844,,
WI,49,WISCONSIN,55,25,1994,2600000,2500000,281134,,
WI,49,WISCONSIN,55,25,1995,2600000,2500000,288815,,
WI,49,WISCONSIN,55,25,1996,2600000,2500000,297086,,
WI,49,WISCONSIN,55,25,1997,2600000,2500000,302926,,
WI,49,WISCONSIN,55,25,1998,2700000,2600000,308347,,
WI,49,WISCONSIN,55,25,1999,2700000,2600000,315230,,
WI,49,WISCONSIN,55,25,2000,2700000,2600000,323526,,
WI,49,WISCONSIN,55,25,2001,,,329588,,
WI,49,WISCONSIN,55,25,2002,2800000,2700000,336614,,
WI,49,WISCONSIN,55,25,2003,2800000,2700000,341239,,
WI,49,WISCONSIN,55,25,2004,2800000,2700000,345649,,
WI,49,WISCONSIN,55,25,2005,2800000,2700000,350659,,
WI,49,WISCONSIN,55,25,2006,2800000,2800000,355587,,
WI,49,WISCONSIN,55,25,2007,2800000,2800000,360437,,
WI,49,WISCONSIN,55,25,2008,2800000,2800000,364850,,
WI,49,WISCONSIN,55,25,2009,2800000,2800000,369084,,
WI,49,WISCONSIN,55,25,2010,2900000,2800000,,,
WI,49,WISCONSIN,55,25,2011,,,,,
WI,49,WISCONSIN,55,25,2012,,,,,
WI,49,WISCONSIN,55,25,2013,,,,6.3,82.5
WI,49,WISCONSIN,55,25,2014,,,,6.4,82.2
WI,49,WISCONSIN,55,25,2015,,,,6.6,81.8
WI,49,WISCONSIN,55,25,2016,,,,6.7,81.6
WI,49,WISCONSIN,55,25,2017,,,,6.9,81.2
WI,49,WISCONSIN,55,25,2018,,,,,
WI,49,WISCONSIN,55,25,2019,,,,,
WI,49,WISCONSIN,55,25,2020,,,,,
WV,48,WEST VIRGINIA,54,56,1987,,,59325,,
WV,48,WEST VIRGINIA,54,56,1988,,,57968,,
WV,48,WEST VIRGINIA,54,56,1989,,,56867,,
WV,48,WEST VIRGINIA,54,56,1990,,,56068,,
WV,48,WEST VIRGINIA,54,56,1991,,,55983,,
WV,48,WEST VIRGINIA,54,56,1992,,,56046,,
WV,48,WEST VIRGINIA,54,56,1993,,,56949,,
WV,48,WEST VIRGINIA,54,56,1994,944931,877090,57638,,
WV,48,WEST VIRGINIA,54,56,1995,947922,880218,58464,,
WV,48,WEST VIRGINIA,54,56,1996,944505,881249,59041,,
WV,48,WEST VIRGINIA,54,56,1997,939122,876665,59365,,
WV,48,WEST VIRGINIA,54,56,1998,938440,872716,59966,,
WV,48,WEST VIRGINIA,54,56,1999,936572,870356,59775,,
WV,48,WEST VIRGINIA,54,56,2000,929174,879170,61050,,
WV,48,WEST VIRGINIA,54,56,2001,,,61390,,
WV,48,WEST VIRGINIA,54,56,2002,924870,877003,62138,,
WV,48,WEST VIRGINIA,54,56,2003,927465,882889,63208,,
WV,48,WEST VIRGINIA,54,56,2004,928052,887302,64237,,
WV,48,WEST VIRGINIA,54,56,2005,927615,889241,65153,,
WV,48,WEST VIRGINIA,54,56,2006,927882,890588,66609,,
WV,48,WEST VIRGINIA,54,56,2007,924817,887218,68090,,
WV,48,WEST VIRGINIA,54,56,2008,925772,888696,69707,,
WV,48,WEST VIRGINIA,54,56,2009,927657,892120,71365,,
WV,48,WEST VIRGINIA,54,56,2010,939408,913586,,,
WV,48,WEST VIRGINIA,54,56,2011,,,,,
WV,48,WEST VIRGINIA,54,56,2012,,,,,
WV,48,WEST VIRGINIA,54,56,2013,,,,1.4,92.6
WV,48,WEST VIRGINIA,54,56,2014,,,,1.3,92.6
WV,48,WEST VIRGINIA,54,56,2015,,,,1.4,92.3
WV,48,WEST VIRGINIA,54,56,2016,,,,1.5,92
WV,48,WEST VIRGINIA,54,56,2017,,,,1.3,92
WV,48,WEST VIRGINIA,54,56,2018,,,,,
WV,48,WEST VIRGINIA,54,56,2019,,,,,
WV,48,WEST VIRGINIA,54,56,2020,,,,,
WY,50,WYOMING,56,68,1987,,,3710,,
WY,50,WYOMING,56,68,1988,,,3706,,
WY,50,WYOMING,56,68,1989,,,3712,,
WY,50,WYOMING,56,68,1990,,,3586,,
WY,50,WYOMING,56,68,1991,,,3629,,
WY,50,WYOMING,56,68,1992,,,3865,,
WY,50,WYOMING,56,68,1993,,,3789,,
WY,50,WYOMING,56,68,1994,236763,239218,3810,,
WY,50,WYOMING,56,68,1995,238777,241407,3936,,
WY,50,WYOMING,56,68,1996,239025,242375,4040,,
WY,50,WYOMING,56,68,1997,238142,241601,3924,,
WY,50,WYOMING,56,68,1998,239167,241740,4164,,
WY,50,WYOMING,56,68,1999,238659,240943,4250,,
WY,50,WYOMING,56,68,2000,245408,248374,4765,,
WY,50,WYOMING,56,68,2001,,,5215,,
WY,50,WYOMING,56,68,2002,247825,250878,5647,,
WY,50,WYOMING,56,68,2003,248900,252342,5964,,
WY,50,WYOMING,56,68,2004,251473,255056,6463,,
WY,50,WYOMING,56,68,2005,252568,256726,6767,,
WY,50,WYOMING,56,68,2006,254002,261002,7193,,
WY,50,WYOMING,56,68,2007,257785,265045,7833,,
WY,50,WYOMING,56,68,2008,262478,270190,8376,,
WY,50,WYOMING,56,68,2009,267230,277040,9085,,
WY,50,WYOMING,56,68,2010,276189,287437,,,
WY,50,WYOMING,56,68,2011,,,,,
WY,50,WYOMING,56,68,2012,,,,,
WY,50,WYOMING,56,68,2013,,,,8.9,84.7
WY,50,WYOMING,56,68,2014,,,,9.8,84
WY,50,WYOMING,56,68,2015,,,,9.9,84.1
WY,50,WYOMING,56,68,2016,,,,9.6,84.4
WY,50,WYOMING,56,68,2017,,,,10,84
WY,50,WYOMING,56,68,2018,,,,,
WY,50,WYOMING,56,68,2019,,,,,
WY,50,WYOMING,56,68,2020,,,,,
