state,statename,year,policy,category,direction,adoption_year,population_total,pollib_median,incomepcap,std_bowen1,std_bowen2,unified,std_init_use,evangelical_pop
WA,Washington,1991,0,Bathroom ban,"",2022,5018000,0.715026,20583,0.417961627244949,0.349708497524261,0,1.76225590705872,13
WV,West Virginia,1991,0,Bathroom ban,"",2022,1801000,-0.021921,15086,-0.644949793815613,-0.0991395860910416,1,-0.453598409891129,13.1
WI,Wisconsin,1991,0,Bathroom ban,"",2022,4955000,0.663629,18494,0.655178546905518,0.0640970319509506,0,-0.453598409891129,15
WY,Wyoming,1991,0,Bathroom ban,"",2022,460000,-0.659356,18589,-0.984233200550079,0.329621225595474,0,-0.453598409891129,22.6
AL,Alabama,1992,0,Bathroom ban,N,2022,4136000,-1.83879,17264,-0.716797351837158,-0.207260236144066,0,-0.453598409891129,56.700001
AK,Alaska,1992,0,Bathroom ban,"",2022,587000,0.930174,23706,0.797186493873596,-0.0892974585294724,0,-0.453598409891129,16.799999
AZ,Arizona,1992,0,Bathroom ban,"",2022,3832000,-0.693343,17762,1.10355079174042,-3.35442090034485,0,1.3190850019455,15.5
AR,Arkansas,1992,0,Bathroom ban,"",2022,2399000,-1.677,16204,-0.834840595722199,0.65936017036438,1,-0.0104275494813919,46.400002
CA,California,1992,0,Bathroom ban,"",2022,30867000,2.07754,22439,4.29514789581299,2.25287842750549,0,2.64859747886658,10.9
CO,Colorado,1992,0,Bathroom ban,"",2022,3470000,-0.324134,21102,0.132184699177742,-1.00964486598969,0,3.97811007499695,13.6
CT,Connecticut,1992,0,Bathroom ban,"",2022,3281000,1.39216,28287,0.576476037502289,-2.08140254020691,0,-0.453598409891129,5.4000001
DE,Delaware,1992,0,Bathroom ban,"",2022,689000,0.278691,22500,-0.213806062936783,0.182886973023415,0,-0.453598409891129,11.5
FL,Florida,1992,0,Bathroom ban,"",2022,13488000,-0.221148,20474,0.715325117111206,1.76790773868561,1,0.432743310928345,19.6
GA,Georgia,1992,0,Bathroom ban,"",2022,6751000,-1.38589,19139,-0.649118483066559,0.172027349472046,1,-0.453598409891129,41.5
HI,Hawaii,1992,0,Bathroom ban,"",2022,1160000,1.97706,24014,0.239990100264549,0.500709712505341,1,-0.453598409891129,9.8000002
ID,Idaho,1992,0,Bathroom ban,"",2022,1067000,-0.680796,17063,-0.65682065486908,-0.359452605247498,0,-0.0104275494813919,35.799999
IL,Illinois,1992,0,Bathroom ban,"",2022,11631000,0.272662,22553,1.13786888122559,-0.922102272510529,0,-0.453598409891129,14
IN,Indiana,1992,0,Bathroom ban,"",2022,5662000,-0.153501,19099,-0.484286248683929,0.246578767895699,0,-0.453598409891129,19.4
IA,Iowa,1992,0,Bathroom ban,"",2022,2812000,0.79267,18789,-0.070716418325901,-0.643907606601715,0,-0.453598409891129,11.9
KS,Kansas,1992,0,Bathroom ban,"",2022,2523000,-0.494028,19710,-0.572452127933502,-0.529115557670593,0,-0.453598409891129,18.1
KY,Kentucky,1992,0,Bathroom ban,"",2022,3755000,-0.389528,17150,-0.848862111568451,0.798879623413086,1,-0.453598409891129,39.799999
LA,Louisiana,1992,0,Bathroom ban,"",2022,4287000,-0.874385,16857,-0.181424036622047,0.20737598836422,1,-0.453598409891129,31.700001
ME,Maine,1992,0,Bathroom ban,"",2022,1235000,0.653317,18214,-0.555181086063385,-0.276876896619797,0,-0.0104275494813919,3.3
MD,Maryland,1992,0,Bathroom ban,"",2022,4908000,0.803422,24112,0.115321412682533,-0.333853393793106,1,-0.453598409891129,13.4
MA,Massachusetts,1992,0,Bathroom ban,"",2022,5998000,1.4563,24422,1.46675539016724,-3.09290194511414,0,1.3190850019455,3.3
MI,Michigan,1992,0,Bathroom ban,"",2022,9437000,0.889437,20179,2.18012189865112,-0.975064814090729,0,0.87591415643692,14.5
MN,Minnesota,1992,0,Bathroom ban,"",2022,4480000,0.756088,21306,0.0563381798565388,0.650906264781952,0,-0.453598409891129,12.1
MS,Mississippi,1992,0,Bathroom ban,"",2022,2614000,-2.11896,14651,-0.405178815126419,-0.649490594863892,0,-0.453598409891129,55.200001
MO,Missouri,1992,0,Bathroom ban,"",2022,5193000,-0.373888,19327,0.170049220323563,-0.915501236915588,0,0.432743310928345,29.5
MT,Montana,1992,0,Bathroom ban,"",2022,824000,0.343841,16859,-0.834895133972168,-0.132040470838547,0,0.432743310928345,14.1
NE,Nebraska,1992,0,Bathroom ban,"",2022,1606000,-0.06374,19403,0.0251850169152021,-0.438003808259964,0,-0.0104275494813919,16.9
NV,Nevada,1992,0,Bathroom ban,"",2022,1327000,-0.608232,22099,-0.460835427045822,0.248488053679466,1,-0.453598409891129,14.4
NH,New Hampshire,1992,0,Bathroom ban,"",2022,1111000,0.209936,21861,-1.15621376037598,0.268539011478424,1,-0.453598409891129,2.5999999
NJ,New Jersey,1992,0,Bathroom ban,"",2022,7789000,2.16075,26270,0.864484786987305,0.529881775379181,0,-0.453598409891129,5.8000002
NM,New Mexico,1992,0,Bathroom ban,"",2022,1581000,-0.039787,16260,-0.912145435810089,0.422339528799057,1,-0.453598409891129,20.700001
NY,New York,1992,0,Bathroom ban,"",2022,18119000,1.65981,24693,2.94567775726318,0.585525810718536,0,-0.453598409891129,6.5
NC,North Carolina,1992,0,Bathroom ban,"",2022,6843000,-1.18118,18886,-0.244370490312576,-0.416414886713028,0,-0.453598409891129,40
ND,North Dakota,1992,0,Bathroom ban,"",2022,636000,-1.04953,17639,-1.02043688297272,0.156860262155533,0,1.3190850019455,12.2
OH,Ohio,1992,0,Bathroom ban,"",2022,11016000,0.123131,20025,1.09973895549774,-1.0506786108017,0,1.3190850019455,13.8
OK,Oklahoma,1992,0,Bathroom ban,N,2022,3212000,-0.370401,17269,0.265378147363663,-0.200638711452484,1,0.432743310928345,47.200001
OR,Oregon,1992,0,Bathroom ban,"",2022,2977000,1.14664,19201,-0.273564904928207,0.277717858552933,0,2.64859747886658,14.9
PA,Pennsylvania,1992,0,Bathroom ban,"",2022,12009000,0.438276,21050,1.32225227355957,1.30566775798798,0,-0.453598409891129,7.5
RI,Rhode Island,1992,0,Bathroom ban,"",2022,1005000,1.55718,20820,-0.541653990745544,-0.873306453227997,1,-0.453598409891129,2.5999999
SC,South Carolina,1992,0,Bathroom ban,"",2022,3603000,-1.38474,17010,-0.374400645494461,-0.134134322404861,0,-0.453598409891129,44.400002
SD,South Dakota,1992,0,Bathroom ban,"",2022,711000,-0.778531,17740,-0.940772473812103,0.182272210717201,1,1.3190850019455,15.7
TN,Tennessee,1992,0,Bathroom ban,N,2021,5024000,-0.678738,18527,-0.371511161327362,0.197177022695541,1,-0.453598409891129,46.599998
TX,Texas,1992,0,Bathroom ban,"",2022,17656000,-0.691038,18765,0.00222044321708381,0.655852138996124,1,-0.453598409891129,32.599998
UT,Utah,1992,0,Bathroom ban,"",2022,1813000,-0.76963,16135,-0.946966826915741,0.473057568073273,1,-0.0104275494813919,74
VT,Vermont,1992,0,Bathroom ban,"",2022,570000,1.38841,18941,-0.543600976467133,-0.818062603473663,0,-0.453598409891129,2.5
VA,Virginia,1992,0,Bathroom ban,"",2022,6377000,-0.464473,21842,-0.247095867991447,0.346716433763504,1,-0.453598409891129,25.299999
WA,Washington,1992,0,Bathroom ban,"",2022,5136000,0.655435,21581,0.417961627244949,0.349708497524261,0,2.20542669296265,13
WV,West Virginia,1992,0,Bathroom ban,"",2022,1812000,-0.014136,16081,-0.644949793815613,-0.0991395860910416,1,-0.453598409891129,13.1
WI,Wisconsin,1992,0,Bathroom ban,"",2022,5007000,0.66466,19674,0.655178546905518,0.0640970319509506,0,-0.453598409891129,15
WY,Wyoming,1992,0,Bathroom ban,"",2022,466000,-0.71177,19344,-0.984233200550079,0.329621225595474,0,0.87591415643692,22.6
AL,Alabama,1993,0,Bathroom ban,N,2022,4187000,-1.9957,17766,-0.716797351837158,-0.207260236144066,1,-0.453598409891129,56.700001
AK,Alaska,1993,0,Bathroom ban,"",2022,599000,0.896169,24478,0.688752889633179,-0.176147967576981,0,-0.453598409891129,16.799999
AZ,Arizona,1993,0,Bathroom ban,"",2022,3936000,-0.778148,18371,-0.0694761946797371,-0.370955437421799,1,1.3190850019455,15.5
AR,Arkansas,1993,0,Bathroom ban,"",2022,2424000,-1.53528,16692,-0.694637179374695,0.570280492305756,1,-0.0104275494813919,46.400002
CA,California,1993,0,Bathroom ban,"",2022,31211000,2.04432,22744,4.29514789581299,2.25287842750549,0,3.09176850318909,10.9
CO,Colorado,1993,0,Bathroom ban,"",2022,3566000,-0.367984,22152,-0.0417294092476368,-0.645063161849976,0,3.97811007499695,13.6
CT,Connecticut,1993,0,Bathroom ban,"",2022,3277000,1.74586,29051,0.261287450790405,-1.3446227312088,0,-0.453598409891129,5.4000001
DE,Delaware,1993,0,Bathroom ban,"",2022,7e+05,0.318415,22885,-0.213806062936783,0.182886973023415,0,-0.453598409891129,11.5
FL,Florida,1993,0,Bathroom ban,"",2022,13679000,-0.248244,21197,0.631157100200653,2.43366241455078,0,0.432743310928345,19.6
GA,Georgia,1993,0,Bathroom ban,"",2022,6917000,-1.35836,19866,-0.717747509479523,0.287609279155731,1,-0.453598409891129,41.5
HI,Hawaii,1993,0,Bathroom ban,"",2022,1172000,2.01971,24566,0.32271271944046,0.539812505245209,1,-0.453598409891129,9.8000002
ID,Idaho,1993,0,Bathroom ban,"",2022,1099000,-0.720031,18110,-0.596135079860687,-0.243717342615128,0,-0.0104275494813919,35.799999
IL,Illinois,1993,0,Bathroom ban,"",2022,11697000,0.415346,23068,0.76113098859787,0.0340249240398407,0,-0.453598409891129,14
IN,Indiana,1993,0,Bathroom ban,"",2022,5713000,-0.121803,19885,-0.482965111732483,0.150406733155251,0,-0.453598409891129,19.4
IA,Iowa,1993,0,Bathroom ban,"",2022,2814000,0.820806,18700,-0.160343319177628,-0.442162811756134,0,-0.453598409891129,11.9
KS,Kansas,1993,0,Bathroom ban,"",2022,2531000,-0.582765,20371,-0.654423594474793,-0.348562717437744,0,-0.453598409891129,18.1
KY,Kentucky,1993,0,Bathroom ban,"",2022,3789000,-0.439526,17554,-0.721252262592316,0.418460667133331,1,-0.453598409891129,39.799999
LA,Louisiana,1993,0,Bathroom ban,"",2022,4295000,-0.900258,17559,-0.181424036622047,0.20737598836422,1,-0.453598409891129,31.700001
ME,Maine,1993,0,Bathroom ban,"",2022,1239000,0.585998,18690,-0.67196536064148,-0.187971815466881,0,-0.0104275494813919,3.3
MD,Maryland,1993,0,Bathroom ban,"",2022,4965000,0.956766,24805,-0.0180484112352133,-0.0983387753367424,1,-0.453598409891129,13.4
MA,Massachusetts,1993,0,Bathroom ban,"",2022,6012000,1.52385,25182,1.46675539016724,-3.09290194511414,0,1.3190850019455,3.3
MI,Michigan,1993,0,Bathroom ban,"",2022,9478000,0.790135,21046,2.17397594451904,-1.41299259662628,0,0.87591415643692,14.5
MN,Minnesota,1993,0,Bathroom ban,"",2022,4517000,1.24484,21601,0.0563381798565388,0.650906264781952,0,-0.453598409891129,12.1
MS,Mississippi,1993,0,Bathroom ban,"",2022,2643000,-2.31301,15426,-0.405178815126419,-0.649490594863892,0,-0.453598409891129,55.200001
MO,Missouri,1993,0,Bathroom ban,"",2022,5234000,-0.350562,19951,0.164639726281166,-1.02384233474731,1,0.432743310928345,29.5
MT,Montana,1993,0,Bathroom ban,"",2022,839000,0.359414,17787,-0.769724667072296,-0.300613462924957,0,0.432743310928345,14.1
NE,Nebraska,1993,0,Bathroom ban,"",2022,1607000,-0.049583,19836,-0.142242059111595,-0.0173906516283751,0,-0.0104275494813919,16.9
NV,Nevada,1993,0,Bathroom ban,"",2022,1389000,-0.423615,22833,-0.460743129253388,0.198380097746849,0,-0.453598409891129,14.4
NH,New Hampshire,1993,0,Bathroom ban,"",2022,1125000,0.231435,22311,-1.16393721103668,0.296380460262299,1,-0.453598409891129,2.5999999
NJ,New Jersey,1993,0,Bathroom ban,"",2022,7879000,2.33195,26799,0.864484786987305,0.529881775379181,0,-0.453598409891129,5.8000002
NM,New Mexico,1993,0,Bathroom ban,"",2022,1616000,-0.037077,17039,-0.976600825786591,0.549647450447083,1,-0.453598409891129,20.700001
NY,New York,1993,0,Bathroom ban,"",2022,18197000,1.66716,25089,2.94567775726318,0.585525810718536,0,-0.453598409891129,6.5
NC,North Carolina,1993,0,Bathroom ban,"",2022,6945000,-1.2341,19704,0.00354034756310284,-0.750166654586792,1,-0.453598409891129,40
ND,North Dakota,1993,0,Bathroom ban,"",2022,635000,-1.08976,17696,-0.941007792949677,0.113034009933472,0,1.3190850019455,12.2
OH,Ohio,1993,0,Bathroom ban,"",2022,11091000,0.155697,20676,1.3535863161087,-1.77759504318237,0,1.3190850019455,13.8
OK,Oklahoma,1993,0,Bathroom ban,N,2022,3231000,-0.38902,17772,0.209134489297867,-0.205447837710381,1,-0.0104275494813919,47.200001
OR,Oregon,1993,0,Bathroom ban,"",2022,3032000,1.14917,20077,-0.186323508620262,-0.0818636640906334,0,2.64859747886658,14.9
PA,Pennsylvania,1993,0,Bathroom ban,"",2022,12048000,0.542025,21655,1.0615473985672,1.73753881454468,1,-0.453598409891129,7.5
RI,Rhode Island,1993,0,Bathroom ban,"",2022,1e+06,1.6186,21600,-0.487539112567902,-0.950489401817322,1,-0.453598409891129,2.5999999
SC,South Carolina,1993,0,Bathroom ban,"",2022,3643000,-1.41177,17651,-0.374400645494461,-0.134134322404861,0,-0.453598409891129,44.400002
SD,South Dakota,1993,0,Bathroom ban,"",2022,715000,-0.698871,18248,-0.934710204601288,0.164344757795334,0,1.3190850019455,15.7
TN,Tennessee,1993,0,Bathroom ban,N,2021,5099000,-0.690042,19331,-0.455328434705734,0.327243387699127,1,-0.453598409891129,46.599998
TX,Texas,1993,0,Bathroom ban,"",2022,18031000,-0.73585,19413,-0.215254411101341,1.25251519680023,1,-0.453598409891129,32.599998
UT,Utah,1993,0,Bathroom ban,"",2022,1860000,-0.834678,16845,-0.94776976108551,0.525566637516022,1,-0.0104275494813919,74
VT,Vermont,1993,0,Bathroom ban,"",2022,576000,1.3188,19446,-0.366224467754364,-1.22626101970673,0,-0.453598409891129,2.5
VA,Virginia,1993,0,Bathroom ban,"",2022,6491000,-0.470048,22596,0.1362584233284,-0.641797244548798,1,-0.453598409891129,25.299999
WA,Washington,1993,0,Bathroom ban,"",2022,5255000,0.752586,22139,0.217723682522774,0.644387543201447,1,1.76225590705872,13
WV,West Virginia,1993,0,Bathroom ban,"",2022,1820000,0.026257,16549,-0.691656470298767,-0.00983297452330589,1,-0.453598409891129,13.1
WI,Wisconsin,1993,0,Bathroom ban,"",2022,5038000,0.661712,20398,2.26301121711731,-4.30105686187744,0,-0.453598409891129,15
WY,Wyoming,1993,0,Bathroom ban,"",2022,470000,-0.768837,20065,-1.10458207130432,0.342968881130219,0,0.87591415643692,22.6
AL,Alabama,1994,0,Bathroom ban,N,2022,4219000,-1.79421,18656,-0.716797351837158,-0.207260236144066,1,-0.453598409891129,56.700001
AK,Alaska,1994,0,Bathroom ban,"",2022,606000,0.345224,25186,0.688752889633179,-0.176147967576981,0,0.87591415643692,16.799999
AZ,Arizona,1994,0,Bathroom ban,"",2022,4075000,-0.813319,19385,-0.0694761946797371,-0.370955437421799,1,0.87591415643692,15.5
AR,Arkansas,1994,0,Bathroom ban,"",2022,2453000,-1.56396,17496,-0.694637179374695,0.570280492305756,1,-0.453598409891129,46.400002
CA,California,1994,0,Bathroom ban,"",2022,31431000,2.07613,23448,4.29514789581299,2.25287842750549,0,2.64859747886658,10.9
CO,Colorado,1994,0,Bathroom ban,"",2022,3656000,-0.399229,23237,-0.0417294092476368,-0.645063161849976,0,3.09176850318909,13.6
CT,Connecticut,1994,0,Bathroom ban,"",2022,3275000,1.82286,29891,0.261287450790405,-1.3446227312088,0,-0.453598409891129,5.4000001
DE,Delaware,1994,0,Bathroom ban,"",2022,706000,0.245325,23487,-0.213806062936783,0.182886973023415,0,-0.453598409891129,11.5
FL,Florida,1994,0,Bathroom ban,"",2022,13953000,-0.466408,21919,0.631157100200653,2.43366241455078,0,0.87591415643692,19.6
GA,Georgia,1994,0,Bathroom ban,"",2022,7055000,-1.42979,20945,-0.717747509479523,0.287609279155731,1,-0.453598409891129,41.5
HI,Hawaii,1994,0,Bathroom ban,"",2022,1179000,2.0234,24847,0.32271271944046,0.539812505245209,1,-0.453598409891129,9.8000002
ID,Idaho,1994,0,Bathroom ban,"",2022,1133000,-0.513659,18865,-0.596135079860687,-0.243717342615128,0,0.432743310928345,35.799999
IL,Illinois,1994,0,Bathroom ban,"",2022,11752000,0.318223,24181,0.76113098859787,0.0340249240398407,0,-0.453598409891129,14
IN,Indiana,1994,0,Bathroom ban,"",2022,5752000,-0.17296,20973,-0.482965111732483,0.150406733155251,0,-0.453598409891129,19.4
IA,Iowa,1994,0,Bathroom ban,"",2022,2829000,0.79583,20367,-0.160343319177628,-0.442162811756134,0,-0.453598409891129,11.9
KS,Kansas,1994,0,Bathroom ban,"",2022,2554000,-0.605491,21235,-0.654423594474793,-0.348562717437744,0,-0.453598409891129,18.1
KY,Kentucky,1994,0,Bathroom ban,"",2022,3827000,-0.453561,18308,-0.721252262592316,0.418460667133331,1,-0.453598409891129,39.799999
LA,Louisiana,1994,0,Bathroom ban,"",2022,4315000,-0.898259,18641,-0.181424036622047,0.20737598836422,1,-0.453598409891129,31.700001
ME,Maine,1994,0,Bathroom ban,"",2022,1240000,0.648302,19552,-0.67196536064148,-0.187971815466881,0,0.432743310928345,3.3
MD,Maryland,1994,0,Bathroom ban,"",2022,5006000,1.33108,25780,-0.0180484112352133,-0.0983387753367424,1,-0.453598409891129,13.4
MA,Massachusetts,1994,0,Bathroom ban,"",2022,6041000,1.52795,26393,1.46675539016724,-3.09290194511414,0,2.64859747886658,3.3
MI,Michigan,1994,0,Bathroom ban,"",2022,9496000,0.662894,22593,2.17397594451904,-1.41299259662628,0,-0.453598409891129,14.5
MN,Minnesota,1994,0,Bathroom ban,"",2022,4567000,1.3081,23003,0.0563381798565388,0.650906264781952,0,-0.453598409891129,12.1
MS,Mississippi,1994,0,Bathroom ban,"",2022,2669000,-2.00359,16512,-0.405178815126419,-0.649490594863892,0,-0.453598409891129,55.200001
MO,Missouri,1994,0,Bathroom ban,"",2022,5278000,-0.365038,21035,0.164639726281166,-1.02384233474731,1,1.3190850019455,29.5
MT,Montana,1994,0,Bathroom ban,"",2022,856000,0.410785,17989,-0.769724667072296,-0.300613462924957,0,0.87591415643692,14.1
NE,Nebraska,1994,0,Bathroom ban,"",2022,1623000,-0.078419,21024,-0.142242059111595,-0.0173906516283751,0,-0.0104275494813919,16.9
NV,Nevada,1994,0,Bathroom ban,"",2022,1457000,-0.441361,23892,-0.460743129253388,0.198380097746849,0,1.3190850019455,14.4
NH,New Hampshire,1994,0,Bathroom ban,"",2022,1137000,0.336228,23642,-1.16393721103668,0.296380460262299,1,-0.453598409891129,2.5999999
NJ,New Jersey,1994,0,Bathroom ban,"",2022,7904000,2.21873,27593,0.864484786987305,0.529881775379181,1,-0.453598409891129,5.8000002
NM,New Mexico,1994,0,Bathroom ban,"",2022,1654000,-0.005624,17772,-0.976600825786591,0.549647450447083,1,-0.453598409891129,20.700001
NY,New York,1994,0,Bathroom ban,"",2022,18169000,1.71914,25807,2.94567775726318,0.585525810718536,0,-0.453598409891129,6.5
NC,North Carolina,1994,0,Bathroom ban,"",2022,7070000,-1.26806,20630,0.00354034756310284,-0.750166654586792,1,-0.453598409891129,40
ND,North Dakota,1994,0,Bathroom ban,"",2022,638000,-1.12813,19156,-0.941007792949677,0.113034009933472,0,0.432743310928345,12.2
OH,Ohio,1994,0,Bathroom ban,"",2022,11102000,0.088936,21818,1.3535863161087,-1.77759504318237,0,-0.0104275494813919,13.8
OK,Oklahoma,1994,0,Bathroom ban,N,2022,3258000,-0.410116,18427,0.209134489297867,-0.205447837710381,1,0.432743310928345,47.200001
OR,Oregon,1994,0,Bathroom ban,"",2022,3086000,1.15456,21219,-0.186323508620262,-0.0818636640906334,0,6.63713502883911,14.9
PA,Pennsylvania,1994,0,Bathroom ban,"",2022,12052000,0.415683,22355,1.0615473985672,1.73753881454468,0,-0.453598409891129,7.5
RI,Rhode Island,1994,0,Bathroom ban,"",2022,997000,1.55885,22199,-0.487539112567902,-0.950489401817322,1,-0.453598409891129,2.5999999
SC,South Carolina,1994,0,Bathroom ban,"",2022,3664000,-1.46316,18579,-0.374400645494461,-0.134134322404861,0,-0.453598409891129,44.400002
SD,South Dakota,1994,0,Bathroom ban,"",2022,721000,-0.704431,19503,-0.934710204601288,0.164344757795334,0,-0.0104275494813919,15.7
TN,Tennessee,1994,0,Bathroom ban,N,2021,5175000,-0.727441,20283,-0.455328434705734,0.327243387699127,1,-0.453598409891129,46.599998
TX,Texas,1994,0,Bathroom ban,"",2022,18378000,-0.677123,20161,-0.215254411101341,1.25251519680023,1,-0.453598409891129,32.599998
UT,Utah,1994,0,Bathroom ban,"",2022,1908000,-0.938888,17775,-0.94776976108551,0.525566637516022,1,-0.0104275494813919,74
VT,Vermont,1994,0,Bathroom ban,"",2022,580000,1.26966,20255,-0.366224467754364,-1.22626101970673,0,-0.453598409891129,2.5
VA,Virginia,1994,0,Bathroom ban,"",2022,6552000,-0.594606,23534,0.1362584233284,-0.641797244548798,0,-0.453598409891129,25.299999
WA,Washington,1994,0,Bathroom ban,"",2022,5343000,0.986072,22981,0.217723682522774,0.644387543201447,1,1.3190850019455,13
WV,West Virginia,1994,0,Bathroom ban,"",2022,1822000,0.082431,17269,-0.691656470298767,-0.00983297452330589,1,-0.453598409891129,13.1
WI,Wisconsin,1994,0,Bathroom ban,"",2022,5082000,0.998534,21550,2.26301121711731,-4.30105686187744,0,-0.453598409891129,15
WY,Wyoming,1994,0,Bathroom ban,"",2022,476000,-0.83799,20741,-1.10458207130432,0.342968881130219,0,0.432743310928345,22.6
AL,Alabama,1995,0,Bathroom ban,N,2022,4253000,-1.75764,19551,-0.716797351837158,-0.207260236144066,0,-0.453598409891129,41.099998
AK,Alaska,1995,0,Bathroom ban,"",2022,604000,0.530579,25778,0.656532168388367,0.286572128534317,0,0.87591415643692,15.5
AZ,Arizona,1995,0,Bathroom ban,"",2022,4218000,-0.82264,20164,-0.0694761946797371,-0.370955437421799,1,0.87591415643692,17.4
AR,Arkansas,1995,0,Bathroom ban,"",2022,2484000,-1.65387,18260,-0.651591718196869,0.698392271995544,1,-0.453598409891129,43.799999
CA,California,1995,0,Bathroom ban,"",2022,31589000,1.98174,24498,4.29514789581299,2.25287842750549,0,2.20542669296265,8.8000002
CO,Colorado,1995,0,Bathroom ban,"",2022,3747000,-0.418272,24575,-0.0771295502781868,-0.594620943069458,0,3.09176850318909,12.8
CT,Connecticut,1995,0,Bathroom ban,"",2022,3275000,1.83156,31366,0.261287450790405,-1.3446227312088,0,-0.453598409891129,2.7
DE,Delaware,1995,0,Bathroom ban,"",2022,717000,0.417089,24409,-0.20972104370594,0.253069788217545,0,-0.453598409891129,5.5999999
FL,Florida,1995,0,Bathroom ban,"",2022,14166000,-0.467685,23014,0.631157100200653,2.43366241455078,0,0.87591415643692,14.6
GA,Georgia,1995,0,Bathroom ban,"",2022,7201000,-1.42884,22023,-0.624652147293091,0.0685162767767906,1,-0.453598409891129,28.299999
HI,Hawaii,1995,0,Bathroom ban,"",2022,1187000,2.00837,25160,0.324159651994705,0.58864551782608,1,-0.453598409891129,11.6
ID,Idaho,1995,0,Bathroom ban,"",2022,1163000,-0.566943,19665,-0.643494784832001,0.0199944712221622,1,0.432743310928345,33.099998
IL,Illinois,1995,0,Bathroom ban,"",2022,11830000,0.417727,25382,0.640288829803467,0.701379001140595,1,-0.453598409891129,10.6
IN,Indiana,1995,0,Bathroom ban,"",2022,5803000,-0.183979,21644,-0.482965111732483,0.150406733155251,0,-0.453598409891129,16.5
IA,Iowa,1995,0,Bathroom ban,"",2022,2842000,0.774267,21006,-0.0976753681898117,-0.567820549011231,0,-0.453598409891129,12.3
KS,Kansas,1995,0,Bathroom ban,"",2022,2565000,-0.601143,21870,-0.65798819065094,-0.390403628349304,1,-0.453598409891129,16.5
KY,Kentucky,1995,0,Bathroom ban,"",2022,3860000,-0.440871,18978,-0.758946835994721,0.660158753395081,1,-0.453598409891129,34.099998
LA,Louisiana,1995,0,Bathroom ban,"",2022,4342000,-0.947401,19367,-0.286994159221649,0.354447275400162,1,-0.453598409891129,21.9
ME,Maine,1995,0,Bathroom ban,"",2022,1241000,0.732921,20372,-0.67196536064148,-0.187971815466881,0,0.432743310928345,3.9000001
MD,Maryland,1995,0,Bathroom ban,"",2022,5042000,1.32988,26618,-0.0141586856916547,-0.0773465186357498,1,-0.453598409891129,8.1999998
MA,Massachusetts,1995,0,Bathroom ban,"",2022,6074000,1.44947,27662,1.46675539016724,-3.09290194511414,0,2.64859747886658,2.7
MI,Michigan,1995,0,Bathroom ban,"",2022,9549000,0.784152,23428,2.17397594451904,-1.41299259662628,1,-0.453598409891129,11.2
MN,Minnesota,1995,0,Bathroom ban,"",2022,4610000,1.28652,24144,0.0563381798565388,0.650906264781952,0,-0.453598409891129,37
MS,Mississippi,1995,0,Bathroom ban,"",2022,2697000,-2.06101,17176,-0.405178815126419,-0.649490594863892,0,-0.0104275494813919,40.200001
MO,Missouri,1995,0,Bathroom ban,"",2022,5324000,-0.372817,21832,0.164639726281166,-1.02384233474731,1,1.3190850019455,25.5
MT,Montana,1995,0,Bathroom ban,"",2022,870000,0.338644,18546,-0.936284244060516,0.0939221978187561,1,0.87591415643692,14.8
NE,Nebraska,1995,0,Bathroom ban,"",2022,1637000,-0.121055,22008,-0.1595668643713,-0.022218918427825,0,-0.0104275494813919,15.5
NV,Nevada,1995,0,Bathroom ban,"",2022,1530000,-0.53955,24914,-0.425498962402344,0.250154435634613,0,1.3190850019455,11.3
NH,New Hampshire,1995,0,Bathroom ban,"",2022,1148000,0.133402,24845,-1.20749306678772,0.422228842973709,1,-0.453598409891129,2.9000001
NJ,New Jersey,1995,0,Bathroom ban,"",2022,7945000,2.2666,29022,0.864484786987305,0.529881775379181,1,-0.453598409891129,2.5999999
NM,New Mexico,1995,0,Bathroom ban,"",2022,1685000,0.054339,18617,-1.02084112167358,0.47020548582077,0,-0.453598409891129,15.4
NY,New York,1995,0,Bathroom ban,"",2022,18136000,1.76368,27106,2.94567775726318,0.585525810718536,0,-0.453598409891129,3.2
NC,North Carolina,1995,0,Bathroom ban,"",2022,7195000,-1.44532,21615,-0.155137211084366,-0.256848275661469,0,-0.453598409891129,26.1
ND,North Dakota,1995,0,Bathroom ban,"",2022,641000,-1.17176,19004,-0.890051126480103,0.261771976947784,1,0.432743310928345,11.2
OH,Ohio,1995,0,Bathroom ban,"",2022,11151000,0.023009,22653,0.817664206027985,-0.470456838607788,1,-0.0104275494813919,10.3
OK,Oklahoma,1995,0,Bathroom ban,N,2022,3278000,-0.616785,18973,0.140327349305153,-0.157565698027611,0,0.432743310928345,42.200001
OR,Oregon,1995,0,Bathroom ban,"",2022,3141000,1.23308,22531,-0.306320518255234,0.353069216012955,0,6.63713502883911,14.5
PA,Pennsylvania,1995,0,Bathroom ban,"",2022,12072000,0.591707,23226,1.4081301689148,0.894201874732971,1,-0.453598409891129,6.0999999
RI,Rhode Island,1995,0,Bathroom ban,"",2022,990000,1.79314,23364,-0.487539112567902,-0.950489401817322,0,-0.453598409891129,1.8
SC,South Carolina,1995,0,Bathroom ban,"",2022,3673000,-1.54435,19384,-0.374400645494461,-0.134134322404861,0,-0.453598409891129,29.9
SD,South Dakota,1995,0,Bathroom ban,"",2022,729000,-0.803224,19610,-0.95694899559021,0.215257152915001,1,-0.0104275494813919,15.2
