state_name,year,population_total,ID,female_pop,male_pop,black_pop,pct_hispanic,pct_white,white_pop,hispanic_pop,pct_female,pct_male,pct_black,hs_educ,hs_pct,college_educ,college_pct,incomepcap,evangelical_pop,pollib_median,state_num,unified,party_control,state.x,state_no,std_bowen1,std_bowen2,popfemale,popmale,pop_black,pop_white,pctblack.y,init,initiatives,std_init_use
UTAH,1994,1908000,394,959129,948807,15822,,,,,0.502688155136268,0.497278301886793,,,,,,17775,74,0.907467399370807,,1,"",UT,44,-1.3937669,0.38680995,959129,948807,,,0.00700420001521707,2,1,0.339392154505543
VERMONT,1994,580000,395,295274,284935,2742,,,,,0.509093103448276,0.49126724137931,,,,,,20255,2.5,-1.34421665264686,,0,"",VT,45,-0.51879603,-0.89143556,295274,284935,,,0.00410354975610971,1,0,-0.290064643871566
VIRGINIA,1994,6552000,396,3300000,3200000,1294734,,,,,0.503663003663004,0.488400488400488,,,,,,23534,25.299999,0.545989656649449,,0,"",VA,46,0.23722057,-0.46497336,3300000,3200000,,,0.189986914396286,1,0,-0.290064643871566
WASHINGTON,1994,5343000,397,2700000,2700000,182652,,,,,0.505334081976418,0.505334081976418,,,,,,22981,13,-0.750465099150704,,1,"",WA,47,0.35979009,0.47350928,2700000,2700000,,,0.0307384077459574,2,1,0.339392154505543
WEST VIRGINIA,1994,1822000,398,944931,877090,57638,,,,,0.518622941822173,0.481388583973655,,,,,,17269,13.1,-0.0882881500961982,,1,"",WV,48,-1.0084286,-0.003851831,944931,877090,,,0.0314832217991352,1,0,-0.290064643871566
WISCONSIN,1994,5082000,399,2600000,2500000,281134,,,,,0.511609602518694,0.491932310114128,,,,,,21550,15,-1.01741645588655,,0,"",WI,49,3.4370518,-3.1350033,2600000,2500000,,,0.0526485107839108,1,0,-0.290064643871566
WYOMING,1994,476000,400,236763,239218,3810,,,,,0.497401260504202,0.502558823529412,,,,,,20741,22.6,0.80816538957045,,0,"",WY,50,-1.6297007,0.25357497,236763,239218,,,0.00760468281805515,2,2,0.968848952882653
ALABAMA,1995,4253000,401,2200000,2e+06,1114033,,,,,0.517281918645662,0.470256289677874,,,,,,19551,41.099998,1.78721253424287,,0,"",AL,1,-1.0462546,-0.14790739,2200000,2e+06,,,0.253097087144852,1,0,-0.290064643871566
ALASKA,1995,604000,402,286477,317140,24854,,,,,0.474299668874172,0.525066225165563,,,,,,25778,15.5,-0.686994858130376,,0,"",AK,2,1.0200046,0.21242429,286477,317140,,,0.0365958996117115,2,0,-0.290064643871566
ARIZONA,1995,4218000,403,2100000,2100000,150424,,,,,0.497866287339972,0.497866287339972,,,,,,20164,17.4,0.812671045158995,,1,"",AZ,3,-0.072319895,-0.26734987,2100000,2100000,,,0.0306132957339287,2,0,-0.290064643871566
ARKANSAS,1995,2484000,404,1300000,1200000,404627,,,,,0.523349436392915,0.483091787439614,,,,,,18260,43.799999,1.43775846914235,,1,"",AR,4,-0.94814873,0.5129146,1300000,1200000,,,0.158572405576706,2,0,-0.290064643871566
CALIFORNIA,1995,31589000,405,1.6e+07,1.6e+07,2418634,,,,,0.506505429105068,0.506505429105068,,,,,,24498,8.8000002,-1.71010919486679,,0,"",CA,5,6.4945273,1.6471671,1.6e+07,1.6e+07,,,0.0698856860399246,2,0,-0.290064643871566
COLORADO,1995,3747000,406,1900000,1900000,162559,,,,,0.507072324526288,0.507072324526288,,,,,,24575,12.8,0.271925257227605,,0,"",CO,6,-0.083834849,-0.43055055,1900000,1900000,,,0.0392380245029926,2,0,-0.290064643871566
CONNECTICUT,1995,3275000,407,1700000,1600000,313387,,,,,0.519083969465649,0.488549618320611,,,,,,31366,2.7,-1.39705901945501,,0,"",CT,7,0.42533445,-0.97779983,1700000,1600000,,,0.0885018184781075,1,0,-0.290064643871566
DELAWARE,1995,717000,408,368105,349092,135172,,,,,0.513396094839609,0.486878661087866,,,,,,24409,5.5999999,-0.213294525864449,,0,"",DE,8,-0.28332695,0.18797885,368105,349092,,,0.18028898537159,1,0,-0.290064643871566
FLORIDA,1995,14166000,409,7300000,6900000,2137543,,,,,0.515318367923196,0.487081745023295,,,,,,23014,14.6,0.44303347734935,,0,"",FL,9,0.98182625,1.7790786,7300000,6900000,,,0.136501327157021,2,0,-0.290064643871566
GEORGIA,1995,7201000,410,3700000,3500000,2066958,,,,,0.513817525343702,0.486043605054854,,,,,,22023,28.299999,1.31290716800143,,1,"",GA,10,-0.9076165,0.053316794,3700000,3500000,,,0.280555337667465,1,0,-0.290064643871566
HAWAII,1995,1187000,411,587157,599658,33451,,,,,0.494656276326874,0.505187868576243,,,,,,25160,11.6,-1.69669791018074,,1,"",HI,11,0.51992959,0.43283635,587157,599658,,,0.0204991661012173,1,0,-0.290064643871566
IDAHO,1995,1163000,412,583006,580255,5253,,,,,0.501294926913156,0.498929492691316,,,,,,19665,33.099998,0.604154566016534,,1,"",ID,12,-0.93596637,0.017912181,583006,580255,,,0.00367749994620681,2,0,-0.290064643871566
ILLINOIS,1995,11830000,413,6100000,5800000,1849927,,,,,0.5156382079459,0.490278951817413,,,,,,25382,10.6,-0.366528244627628,,1,"",IL,13,0.99556547,0.51509392,6100000,5800000,,,0.14879783987999,2,0,-0.290064643871566
INDIANA,1995,5803000,414,3e+06,2800000,486870,,,,,0.516973978976392,0.482509047044632,,,,,,21644,16.5,0.176050051462232,,0,"",IN,14,-0.69443953,0.11306931,3e+06,2800000,,,0.0798411890864372,1,0,-0.290064643871566
IOWA,1995,2842000,415,1500000,1400000,57654,,,,,0.527797325826882,0.492610837438424,,,,,,21006,12.3,-0.611429586259528,,0,"",IA,15,-0.11474729,-0.41099524,1500000,1400000,,,0.0189556889235973,1,0,-0.290064643871566
KANSAS,1995,2565000,416,1300000,1300000,156575,,,,,0.50682261208577,0.50682261208577,,,,,,21870,16.5,0.475211465370947,,1,"",KS,16,-0.95777255,-0.28154051,1300000,1300000,,,0.0571680776774883,1,0,-0.290064643871566
KENTUCKY,1995,3860000,417,2e+06,1900000,283800,,,,,0.518134715025907,0.492227979274611,,,,,,18978,34.099998,0.620621359746664,,1,"",KY,17,-1.1096711,0.485017,2e+06,1900000,,,0.0716539770364761,1,0,-0.290064643871566
LOUISIANA,1995,4342000,418,2300000,2100000,1405899,,,,,0.529709811146937,0.483648088438508,,,,,,19367,21.9,1.04805637026357,,1,"",LA,18,-0.39958912,0.26195034,2300000,2100000,,,0.312639325857163,1,0,-0.290064643871566
MAINE,1995,1241000,419,636631,604751,5562,,,,,0.512998388396455,0.487309427880741,,,,,,20372,3.9000001,-0.719457821247986,,0,"",ME,19,-0.97880214,-0.13383332,636631,604751,,,0.00495749991387129,2,1,0.339392154505543
MARYLAND,1995,5042000,420,2600000,2400000,1371811,,,,,0.515668385561285,0.476001586671956,,,,,,26618,8.1999998,-1.02200991162688,,1,"",MD,20,0.010908716,-0.053114031,2600000,2400000,,,0.261500984430313,1,0,-0.290064643871566
MASSACHUSETTS,1995,6074000,421,3100000,2900000,372244,,,,,0.510372077708265,0.477444846888377,,,,,,27662,2.7,-1.35546699870722,,0,"",MA,21,2.2390356,-2.2534561,3100000,2900000,,,0.052752785384655,2,0,-0.290064643871566
MICHIGAN,1995,9549000,422,4900000,4600000,1401822,,,,,0.51314273745942,0.481725835165986,,,,,,23428,11.2,-0.516799553568322,,1,"",MI,22,3.3030927,-1.0276868,4900000,4600000,,,0.139404535293579,2,0,-0.290064643871566
MINNESOTA,1995,4610000,423,2300000,2300000,138084,,,,,0.498915401301519,0.498915401301519,,,,,,24144,37,-1.36824026189486,,0,"",MN,23,0.11697561,0.47826579,2300000,2300000,,,0.0283696800470352,1,0,-0.290064643871566
MISSISSIPPI,1995,2697000,424,1400000,1300000,992365,,,,,0.519095291064145,0.482017055988135,,,,,,17176,40.200001,1.83522316933047,,0,"",MS,24,-0.57740527,-0.47058693,1400000,1300000,,,0.360901117324829,2,1,0.339392154505543
MISSOURI,1995,5324000,425,2700000,2600000,603017,,,,,0.507137490608565,0.488354620586026,,,,,,21832,25.5,0.448911289366606,,1,"",MO,25,0.27992198,-0.74373788,2700000,2600000,,,0.109036944806576,2,0,-0.290064643871566
MONTANA,1995,870000,426,437647,432634,2769,,,,,0.503042528735632,0.497280459770115,,,,,,18546,14.8,-0.247766836694006,,1,"",MT,26,-1.3764862,0.071854576,437647,432634,,,0.00289372121915221,2,0,-0.290064643871566
NEBRASKA,1995,1637000,427,837029,800083,64813,,,,,0.51131887599267,0.488749541844838,,,,,,22008,15.5,0.212700799036298,,0,"",NE,27,-0.20786688,-0.012889408,837029,800083,,,0.037042647600174,2,0,-0.290064643871566
NEVADA,1995,1530000,428,750647,779461,113443,,,,,0.490618954248366,0.509451633986928,,,,,,24914,11.3,0.547118984958587,,0,"",NV,28,-0.60797817,0.18585162,750647,779461,,,0.0669524967670441,2,0,-0.290064643871566
NEW HAMPSHIRE,1995,1148000,429,584232,564021,8155,,,,,0.508912891986063,0.491307491289199,,,,,,24845,2.9000001,-0.0166136764406942,,1,"",NH,29,-1.7845367,0.3114081,584232,564021,,,0.00676375022158027,1,0,-0.290064643871566
NEW JERSEY,1995,7945000,430,4100000,3800000,1170159,,,,,0.516047828823159,0.478288231592196,,,,,,29022,2.5999999,-2.03017489599164,,1,"",NJ,30,1.3328822,0.38995856,4100000,3800000,,,0.134484320878983,1,0,-0.290064643871566
NEW MEXICO,1995,1685000,431,855219,830182,39394,,,,,0.507548367952522,0.492689614243323,,,,,,18617,15.4,-0.25605611080494,,0,"",NM,31,-1.5037073,0.34641492,855219,830182,,,0.0189861766993999,1,0,-0.290064643871566
NEW YORK,1995,18136000,432,9400000,8700000,3284189,,,,,0.518306131451257,0.479708866343185,,,,,,27106,3.2,-1.47969711485487,,0,"",NY,32,4.4641657,0.43056002,9400000,8700000,,,0.154564216732979,1,0,-0.290064643871566
NORTH CAROLINA,1995,7195000,433,3700000,3500000,1639961,,,,,0.514246004169562,0.486448922863099,,,,,,21615,26.1,1.29826133049337,,0,"",NC,33,-0.2012022,-0.18408999,3700000,3500000,,,0.218758076429367,1,0,-0.290064643871566
NORTH DAKOTA,1995,641000,434,321708,319659,3270,,,,,0.501884555382215,0.498687987519501,,,,,,19004,11.2,1.03320617931045,,1,"",ND,34,-1.3069257,0.1943285,321708,319659,,,0.00574222952127457,2,0,-0.290064643871566
OHIO,1995,11151000,435,5800000,5400000,1279923,,,,,0.520132723522554,0.484261501210654,,,,,,22653,10.3,0.074685083562877,,1,"",OH,35,1.2624377,-0.33995247,5800000,5400000,,,0.111642405390739,2,0,-0.290064643871566
OKLAHOMA,1995,3278000,436,1700000,1600000,256587,,,,,0.518608907870653,0.48810250152532,,,,,,18973,42.200001,0.663889650028793,,0,"",OK,36,0.2433425,-0.11164708,1700000,1600000,,,0.0749650001525879,2,0,-0.290064643871566
OREGON,1995,3141000,437,1600000,1500000,58341,,,,,0.509391913403375,0.477554918815664,,,,,,22531,14.5,-1.04267009721082,,0,"",OR,37,-0.42866683,0.26094481,1600000,1500000,,,0.0159124992787838,2,0,-0.290064643871566
PENNSYLVANIA,1995,12072000,438,6300000,5800000,1215312,,,,,0.521868787276342,0.480450629555997,,,,,,23226,6.0999999,-0.250535706762572,,1,"",PA,38,2.1508303,0.65578979,6300000,5800000,,,0.0964336693286896,1,0,-0.290064643871566
RHODE ISLAND,1995,990000,439,514186,475608,52450,,,,,0.519379797979798,0.480412121212121,,,,,,23364,1.8,-1.71111042253427,,0,"",RI,39,-0.70132142,-0.69021493,514186,475608,,,0.04288449883461,1,0,-0.290064643871566
SOUTH CAROLINA,1995,3673000,440,1900000,1800000,1138558,,,,,0.517288320174245,0.490062619112442,,,,,,19384,29.9,1.01796426494164,,0,"",SC,40,-0.53109759,-0.094550043,1900000,1800000,,,0.300689190626144,1,0,-0.290064643871566
SOUTH DAKOTA,1995,729000,441,369815,359219,3444,,,,,0.507290809327846,0.492755829903978,,,,,,19610,15.2,0.722103399935968,,1,"",SD,41,-1.4075776,0.16038832,369815,359219,,,0.00538198323920369,2,0,-0.290064643871566
TENNESSEE,1995,5256000,442,2700000,2500000,875270,,,,,0.513698630136986,0.475646879756469,,,,,,21339,37.400002,0.754640826894461,,0,"",TN,42,-0.69981605,0.27478248,2700000,2500000,,,0.161400377750397,1,0,-0.290064643871566
TEXAS,1995,18724000,443,9500000,9200000,2292393,,,,,0.507370220038453,0.491348002563555,,,,,,21070,25.200001,0.848321652064114,,0,"",TX,43,-0.27452826,0.95364988,9500000,9200000,,,0.116478897631168,1,0,-0.290064643871566
UTAH,1995,1951000,444,981043,970365,16794,,,,,0.502841107124552,0.497368016401845,,,,,,18765,68.400002,0.913892230472802,,1,"",UT,44,-1.406183,0.32119575,981043,970365,,,0.00730824982747436,2,0,-0.290064643871566
VERMONT,1995,585000,445,297366,287405,2936,,,,,0.508317948717949,0.491290598290598,,,,,,21057,2.9000001,-1.32463385442108,,0,"",VT,45,-0.80230218,-0.55224234,297366,287405,,,0.00425635231658816,1,0,-0.290064643871566
VIRGINIA,1995,6618000,446,3400000,3200000,1319225,,,,,0.513750377757631,0.4835297673013,,,,,,24360,17.9,0.566386574133604,,0,"",VA,46,-0.63298059,0.52677983,3400000,3200000,,,0.190543800592422,1,0,-0.290064643871566
WASHINGTON,1995,5431000,447,2700000,2700000,190801,,,,,0.497146013625483,0.497146013625483,,,,,,23778,12.9,-0.727058799494553,,0,"",WA,47,0.79251897,-0.15434524,2700000,2700000,,,0.0309152733534575,2,0,-0.290064643871566
WEST VIRGINIA,1995,1828000,448,947922,880218,58464,,,,,0.518556892778993,0.481519693654267,,,,,,17817,11.7,-0.0357277743093271,,1,"",WV,48,-1.0084286,-0.003851831,947922,880218,,,0.0315352790057659,1,0,-0.290064643871566
WISCONSIN,1995,5123000,449,2600000,2500000,288815,,,,,0.507515127854773,0.487995315244974,,,,,,22387,13,-0.985811525235164,,1,"",WI,49,3.6469603,-3.2583163,2600000,2500000,,,0.0527883656322956,1,0,-0.290064643871566
WYOMING,1995,480000,450,238777,241407,3936,,,,,0.497452083333333,0.50293125,,,,,,21358,20.9,0.827249734480182,,1,"",WY,50,-1.5822775,0.27554396,238777,241407,,,0.00755214784294367,2,0,-0.290064643871566
ALABAMA,1996,4273000,451,2200000,2100000,1125093,,,,,0.514860753568921,0.491457992043061,,,,,,20245,41.099998,1.70786819175048,,0,"",AL,1,-1.0462546,-0.14790739,2200000,2100000,,,0.256241858005524,1,0,-0.290064643871566
ALASKA,1996,607000,452,287709,319298,24463,,,,,0.473985172981878,0.526026359143328,,,,,,26179,15.5,-0.678405458307456,,0,"",AK,2,1.0200046,0.21242429,287709,319298,,,0.0362368114292622,2,3,1.59830575125976
ARIZONA,1996,4428000,453,2200000,2200000,157868,,,,,0.496838301716351,0.496838301716351,,,,,,21159,17.4,0.816946194979362,,1,"",AZ,3,-0.072319895,-0.26734987,2200000,2200000,,,0.030333349481225,2,4,2.22776254963687
ARKANSAS,1996,2510000,454,1300000,1200000,411450,,,,,0.51792828685259,0.478087649402391,,,,,,19170,43.799999,1.41554539159686,,0,"",AR,4,-0.94814873,0.5129146,1300000,1200000,,,0.154205694794655,2,3,1.59830575125976
CALIFORNIA,1996,31878000,455,1.6e+07,1.6e+07,2434897,,,,,0.501913545391806,0.501913545391806,,,,,,25788,8.8000002,-1.7392181874565,,0,"",CA,5,6.4945273,1.6471671,1.6e+07,1.6e+07,,,0.0700578093528748,2,17,10.4107009285393
COLORADO,1996,3823000,456,1900000,1900000,166672,,,,,0.496991891184933,0.496991891184933,,,,,,25964,12.8,0.281886347232116,,0,"",CO,6,-0.083834849,-0.43055055,1900000,1900000,,,0.0390503071248531,2,8,4.74558974314531
CONNECTICUT,1996,3274000,457,1700000,1600000,319188,,,,,0.519242516799023,0.488698839340257,,,,,,32835,2.7,-1.26690642500171,,0,"",CT,7,0.42533445,-0.97779983,1700000,1600000,,,0.0895798206329346,1,0,-0.290064643871566
DELAWARE,1996,725000,458,371585,353257,139519,,,,,0.512531034482759,0.487251034482759,,,,,,25808,5.5999999,-0.134233880256482,,0,"",DE,8,-0.28332695,0.18797885,371585,353257,,,0.182709574699402,1,0,-0.290064643871566
FLORIDA,1996,14400000,459,7400000,7e+06,2206135,,,,,0.513888888888889,0.486111111111111,,,,,,24050,14.6,0.46081880163147,,0,"",FL,9,0.98182625,1.7790786,7400000,7e+06,,,0.140341132879257,2,4,2.22776254963687
GEORGIA,1996,7353000,460,3800000,3600000,2132804,,,,,0.516795865633075,0.489596083231334,,,,,,23340,28.299999,1.28324207008061,,1,"",GA,10,-0.9076165,0.053316794,3800000,3600000,,,0.281113475561142,1,0,-0.290064643871566
HAWAII,1996,1184000,461,586381,597342,33121,,,,,0.495254222972973,0.504511824324324,,,,,,25253,11.6,-1.57380204856796,,1,"",HI,11,0.51992959,0.43283635,586381,597342,,,0.0200665015727282,1,0,-0.290064643871566
IDAHO,1996,1189000,462,594647,594604,5366,,,,,0.500123633305299,0.500087468460892,,,,,,20525,33.099998,0.599523386620755,,1,"",ID,12,-0.93596637,0.017912181,594647,594604,,,0.00385133340023458,2,4,2.22776254963687
ILLINOIS,1996,11847000,463,6100000,5800000,1868813,,,,,0.51489828648603,0.489575419937537,,,,,,26806,10.6,-0.32650876786662,,1,"",IL,13,0.99556547,0.51509392,6100000,5800000,,,0.150319501757622,2,0,-0.290064643871566
INDIANA,1996,5841000,464,3e+06,2800000,495311,,,,,0.513610683102209,0.479369970895395,,,,,,22655,16.5,0.197777753121134,,0,"",IN,14,-0.69443953,0.11306931,3e+06,2800000,,,0.0811622366309166,1,0,-0.290064643871566
IOWA,1996,2852000,465,1500000,1400000,59519,,,,,0.525946704067321,0.490883590462833,,,,,,22787,12.3,-0.418285540410125,,0,"",IA,15,-0.11474729,-0.41099524,1500000,1400000,,,0.0194302760064602,1,0,-0.290064643871566
KANSAS,1996,2572000,466,1300000,1300000,157016,,,,,0.505443234836703,0.505443234836703,,,,,,23255,16.5,0.466238099933736,,1,"",KS,16,-0.95777255,-0.28154051,1300000,1300000,,,0.0575958490371704,1,0,-0.290064643871566
KENTUCKY,1996,3884000,467,2e+06,1900000,287875,,,,,0.514933058702369,0.48918640576725,,,,,,19982,34.099998,0.611868234309768,,1,"",KY,17,-1.1096711,0.485017,2e+06,1900000,,,0.0725023522973061,1,0,-0.290064643871566
LOUISIANA,1996,4351000,468,2300000,2100000,1421523,,,,,0.52861411169846,0.482647667202942,,,,,,20155,21.9,1.09269610773596,,0,"",LA,18,-0.39958912,0.26195034,2300000,2100000,,,0.316108852624893,1,0,-0.290064643871566
MAINE,1996,1243000,469,636096,607220,6001,,,,,0.511742558326629,0.488511665325825,,,,,,21507,3.9000001,-0.642177523887693,,0,"",ME,19,-0.97880214,-0.13383332,636096,607220,,,0.00509266695007682,2,3,1.59830575125976
MARYLAND,1996,5072000,470,2600000,2500000,1406138,,,,,0.512618296529969,0.492902208201893,,,,,,27689,8.1999998,-1.14538160131433,,1,"",MD,20,0.010908716,-0.053114031,2600000,2500000,,,0.267138481140137,1,0,-0.290064643871566
MASSACHUSETTS,1996,6092000,471,3200000,2900000,380476,,,,,0.525279054497702,0.476034143138542,,,,,,29279,2.7,-1.32071396103569,,0,"",MA,21,2.2390356,-2.2534561,3200000,2900000,,,0.0526007115840912,2,1,0.339392154505543
MICHIGAN,1996,9594000,472,4900000,4700000,1416589,,,,,0.510735876589535,0.489889514279758,,,,,,24279,11.2,-0.24006233936821,,1,"",MI,22,3.3030927,-1.0276868,4900000,4700000,,,0.139217138290405,2,2,0.968848952882653
MINNESOTA,1996,4658000,473,2400000,2300000,147109,,,,,0.51524259338772,0.493774151996565,,,,,,25871,37,-1.25707113330254,,0,"",MN,23,0.11697561,0.47826579,2400000,2300000,,,0.030003447085619,1,0,-0.290064643871566
MISSISSIPPI,1996,2716000,474,1400000,1300000,1004313,,,,,0.515463917525773,0.478645066273932,,,,,,18079,40.200001,1.87913460396203,,0,"",MS,24,-0.57740527,-0.47058693,1400000,1300000,,,0.365299314260483,2,0,-0.290064643871566
MISSOURI,1996,5359000,475,2800000,2600000,613411,,,,,0.522485538346707,0.485165142750513,,,,,,22901,25.5,0.433028615786105,,1,"",MO,25,0.27992198,-0.74373788,2800000,2600000,,,0.110540337860584,2,3,1.59830575125976
MONTANA,1996,879000,476,441261,438111,2929,,,,,0.502003412969283,0.498419795221843,,,,,,19261,14.8,-0.292388891216522,,1,"",MT,26,-1.3764862,0.071854576,441261,438111,,,0.00289713800884783,2,5,2.85721934801398
NEBRASKA,1996,1652000,477,842885,809208,66604,,,,,0.510220944309927,0.489835351089588,,,,,,23853,15.5,0.23632304479337,,0,"",NE,27,-0.20786688,-0.012889408,842885,809208,,,0.0376977659761906,2,4,2.22776254963687
NEVADA,1996,1603000,478,785741,817422,119873,,,,,0.49016905801622,0.509932626325639,,,,,,26239,11.3,0.567171313657703,,0,"",NV,28,-0.60797817,0.18585162,785741,817422,,,0.0663497671484947,2,5,2.85721934801398
NEW HAMPSHIRE,1996,1162000,479,590066,572415,8825,,,,,0.507802065404475,0.492611876075732,,,,,,26649,2.9000001,-0.0040705242969749,,1,"",NH,29,-1.7845367,0.3114081,590066,572415,,,0.00691683357581496,1,0,-0.290064643871566
NEW JERSEY,1996,7988000,480,4100000,3900000,1184891,,,,,0.513269904857286,0.488232348522784,,,,,,30613,2.5999999,-1.84893769202755,,1,"",NJ,30,1.3328822,0.38995856,4100000,3900000,,,0.135780572891235,1,0,-0.290064643871566
NEW MEXICO,1996,1713000,481,867786,845621,40623,,,,,0.506588441330998,0.493649153531816,,,,,,19289,15.4,-0.201305357600752,,0,"",NM,31,-1.5037073,0.34641492,867786,845621,,,0.0181610006839037,1,0,-0.290064643871566
NEW YORK,1996,18185000,482,9400000,8800000,3314224,,,,,0.516909540830355,0.483915314819907,,,,,,28497,3.2,-1.4894694555877,,0,"",NY,32,4.4641657,0.43056002,9400000,8800000,,,0.155381739139557,1,0,-0.290064643871566
NORTH CAROLINA,1996,7323000,483,3800000,3600000,1671635,,,,,0.518913013792162,0.491601802539943,,,,,,22714,26.1,1.21436068842889,,0,"",NC,33,-0.2012022,-0.18408999,3800000,3600000,,,0.216674134135246,1,0,-0.290064643871566
NORTH DAKOTA,1996,644000,484,322131,321408,3514,,,,,0.500203416149068,0.499080745341615,,,,,,21279,11.2,1.01117765374868,,1,"",ND,34,-1.3069257,0.1943285,322131,321408,,,0.00577998766675592,2,3,1.59830575125976
OHIO,1996,11173000,485,5800000,5400000,1299584,,,,,0.519108565291327,0.483307974581581,,,,,,23545,10.3,0.0876344552228362,,1,"",OH,35,1.2624377,-0.33995247,5800000,5400000,,,0.112974055111408,2,1,0.339392154505543
OKLAHOMA,1996,3301000,486,1700000,1600000,260826,,,,,0.514995455922448,0.484701605574068,,,,,,19936,42.200001,0.638619021261922,,0,"",OK,36,0.2433425,-0.11164708,1700000,1600000,,,0.0757882446050644,2,0,-0.290064643871566
OREGON,1996,3204000,487,1600000,1600000,60756,,,,,0.499375780274657,0.499375780274657,,,,,,23751,14.5,-0.854843746015774,,0,"",OR,37,-0.42866683,0.26094481,1600000,1600000,,,0.0162088740617037,2,16,9.78124413016219
PENNSYLVANIA,1996,12056000,488,6300000,5800000,1230865,,,,,0.522561380225614,0.481088254810883,,,,,,24384,6.0999999,-0.319040759318459,,1,"",PA,38,2.1508303,0.65578979,6300000,5800000,,,0.0975570827722549,1,0,-0.290064643871566
RHODE ISLAND,1996,990000,489,513690,476535,54398,,,,,0.518878787878788,0.481348484848485,,,,,,24299,1.8,-1.71453175180429,,0,"",RI,39,-0.70132142,-0.69021493,513690,476535,,,0.0436891987919807,1,0,-0.290064643871566
SOUTH CAROLINA,1996,3699000,490,1900000,1800000,1152086,,,,,0.513652338469857,0.48661800486618,,,,,,20359,29.9,1.03917303760357,,0,"",SC,40,-0.53109759,-0.094550043,1900000,1800000,,,0.296600848436356,1,0,-0.290064643871566
SOUTH DAKOTA,1996,732000,491,371331,361074,4047,,,,,0.507282786885246,0.493270491803279,,,,,,21672,15.2,0.734366039435348,,1,"",SD,41,-1.4075776,0.16038832,371331,361074,,,0.00554315280169249,2,1,0.339392154505543
TENNESSEE,1996,5320000,492,2700000,2600000,892896,,,,,0.507518796992481,0.488721804511278,,,,,,22136,37.400002,0.751958673689174,,0,"",TN,42,-0.69981605,0.27478248,2700000,2600000,,,0.161277666687965,1,0,-0.290064643871566
TEXAS,1996,19128000,493,9700000,9500000,2335740,,,,,0.50710999581765,0.496654119615224,,,,,,22260,25.200001,0.861690368137046,,0,"",TX,43,-0.27452826,0.95364988,9700000,9500000,,,0.118494316935539,1,0,-0.290064643871566
UTAH,1996,2e+06,494,1e+06,996638,17828,,,,,0.5,0.498319,,,,,,19899,68.400002,1.00288721759245,,1,"",UT,44,-1.406183,0.32119575,1e+06,996638,,,0.00724980933591723,2,0,-0.290064643871566
VERMONT,1996,589000,495,298644,290010,3311,,,,,0.507035653650255,0.492376910016978,,,,,,22106,2.9000001,-1.26643566538232,,0,"",VT,45,-0.80230218,-0.55224234,298644,290010,,,0.00440996373072267,1,0,-0.290064643871566
VIRGINIA,1996,6675000,496,3400000,3300000,1342874,,,,,0.50936329588015,0.49438202247191,,,,,,25354,17.9,0.623301595534445,,0,"",VA,46,-0.63298059,0.52677983,3400000,3300000,,,0.191084325313568,1,0,-0.290064643871566
WASHINGTON,1996,5533000,497,2800000,2800000,199460,,,,,0.506054581601301,0.506054581601301,,,,,,25280,12.9,-0.635547372483983,,0,"",WA,47,0.79251897,-0.15434524,2800000,2800000,,,0.0310858208686113,2,9,5.37504654152242
WEST VIRGINIA,1996,1826000,498,944505,881249,59041,,,,,0.517253559693319,0.482611719605696,,,,,,18567,11.7,-0.0763106173588714,,1,"",WV,48,-1.0084286,-0.003851831,944505,881249,,,0.0315873324871063,1,0,-0.290064643871566
WISCONSIN,1996,5160000,499,2600000,2500000,297086,,,,,0.503875968992248,0.484496124031008,,,,,,23509,13,-0.869399852263171,,1,"",WI,49,3.6469603,-3.2583163,2600000,2500000,,,0.0539406910538673,1,0,-0.290064643871566
WYOMING,1996,481000,500,239025,242375,4040,,,,,0.496933471933472,0.503898128898129,,,,,,22233,20.9,0.832386190739547,,1,"",WY,50,-1.5822775,0.27554396,239025,242375,,,0.00752939097583294,2,1,0.339392154505543
ALABAMA,1997,4319000,501,2200000,2100000,1140120,,,,,0.509377170641352,0.486223662884927,,,,,,21118,41.099998,1.66081024844352,,0,"",AL,1,-1.4094241,0.37398788,2200000,2100000,,,0.25349149107933,1,0,-0.290064643871566
ALASKA,1997,609000,502,289073,320238,25352,,,,,0.474668308702792,0.52584236453202,,,,,,27197,15.5,-0.699503228949142,,0,"",AK,2,0.81798357,0.29248706,289073,320238,,,0.0358684286475182,2,0,-0.290064643871566
ARIZONA,1997,4555000,503,2300000,2300000,164445,,,,,0.504939626783754,0.504939626783754,,,,,,22231,17.4,0.770375506825595,,1,"",AZ,3,-0.072319895,-0.26734987,2300000,2300000,,,0.030716659501195,2,0,-0.290064643871566
ARKANSAS,1997,2523000,504,1300000,1200000,416291,,,,,0.515259611573524,0.475624256837099,,,,,,19846,43.799999,1.44055134690647,,0,"",AR,4,-0.92561376,0.52545279,1300000,1200000,,,0.155937924981117,2,0,-0.290064643871566
CALIFORNIA,1997,32268000,505,1.6e+07,1.6e+07,2455408,,,,,0.495847279038056,0.495847279038056,,,,,,27063,8.8000002,-1.7030846659813,,0,"",CA,5,6.4744706,1.4932901,1.6e+07,1.6e+07,,,0.0702299401164055,2,0,-0.290064643871566
