state_name,year,hs_educ,hs_pct,college_educ,college_pct
NEW JERSEY,2015,19730.55,0.222492822184701,15580.58,0.175695417283072
NEW MEXICO,2015,4319.8,0.206759135036718,2078.05,0.0994619705919376
NEW YORK,2015,41232.46,0.209784587537636,30328.48,0.154306768682816
NORTH CAROLINA,2015,20913.61,0.208476355724674,13713.79,0.136705282463117
NORTH DAKOTA,2015,1602.6,0.212527815867577,1178.45,0.156279423817013
OHIO,2015,30200.89,0.259959714317858,14349.69,0.123517595440062
OKLAHOMA,2015,9355.72,0.239307328302852,4515.53,0.115501470776314
OREGON,2015,7646.34,0.190406774056027,6015.12,0.149786642336057
PENNSYLVANIA,2015,35728.83,0.279462778766015,17542.73,0.137215242507016
RHODE ISLAND,2015,2369.16,0.224338464014999,1560.14,0.147731436985413
SOUTH CAROLINA,2015,11415.64,0.233356187261572,6179.97,0.126329687743385
SOUTH DAKOTA,2015,2018.01,0.236304257202677,1188.56,0.139177599685241
TENNESSEE,2015,17122.93,0.259785895372142,7778.32,0.118011218038679
TEXAS,2015,53220.49,0.193740012761532,34871.65,0.126944226105691
UTAH,2015,5277.05,0.176973239632642,3916.58,0.131347978677559
VERMONT,2015,1448.42,0.231667135837854,1075.82,0.172071732009418
VIRGINIA,2015,16518.76,0.197550099212993,13079.65,0.15642131462478
WASHINGTON,2015,13376.45,0.186726556003449,11293.3,0.157647134696706
WEST VIRGINIA,2015,5904.84,0.320558073885074,1653.59,0.089769007355935
WISCONSIN,2015,13997.73,0.242976493419477,8049.13,0.139719038906845
WYOMING,2015,1315.87,0.224699588294659,697.92,0.119177682189432
ALABAMA,2016,1159941,23.8498002991657,539584,11.0945045003367
ALASKA,2016,163646,22.0708983405624,96461,13.0096728598865
ARIZONA,2016,1327642,19.1273336452928,887464,12.7856907405657
ARKANSAS,2016,778206,26.0276703240691,304649,10.1892092023928
CALIFORNIA,2016,6542555,16.7042036818794,5812839,14.8411204225218
COLORADO,2016,993572,17.9370542576881,996502,17.9899498394628
CONNECTICUT,2016,784043,21.9120207951559,596654,16.6749717241439
DELAWARE,2016,242049,25.5078136114598,129787,13.6773240343506
FLORIDA,2016,4789274,23.2337028828276,2833823,13.7474284420818
GEORGIA,2016,2215818,21.5088493470616,1363948,13.2397841561112
HAWAII,2016,331330,23.2095486070978,224514,15.7271258140644
IDAHO,2016,360382,21.4209631593338,213101,12.6666389281851
ILLINOIS,2016,2600193,20.2814829686798,1981792,15.4579605034957
INDIANA,2016,1685045,25.3989717685533,781330,11.7771208554808
IOWA,2016,737226,23.5432339381057,432782,13.8208471624729
KANSAS,2016,582406,20.0081488393057,421882,14.4934596288911
KENTUCKY,2016,1112624,25.0693639873263,456215,10.2793215780696
LOUISIANA,2016,1218718,26.0513644860612,506576,10.8285887431637
MAINE,2016,353629,26.5623439045697,193462,14.5316254505877
MARYLAND,2016,1207726,20.1176248554342,938159,15.6273283979556
MASSACHUSETTS,2016,1347389,19.7459906841073,1248434,18.2958048000413
MICHIGAN,2016,2263857,22.751026046646,1258413,12.6466410822052
MINNESOTA,2016,1075597,19.4757714643301,928070,16.8045087731751
MISSISSIPPI,2016,697430,23.3415151184529,281487,9.4207778073039
MISSOURI,2016,1444627,23.7324619874539,786568,12.9218096855089
MONTANA,2016,242362,23.2848061072633,157470,15.1288503053728
NEBRASKA,2016,382764,20.0861033912394,281024,14.7471473791152
NEVADA,2016,677285,23.214065985893,322083,11.0394531326316
NEW HAMPSHIRE,2016,296574,22.094349504249,233253,17.3770232890092
NEW JERSEY,2016,1931478,21.7733701716875,1589314,17.916187521186
NEW MEXICO,2016,430532,20.583564014668,228188,10.9095776977764
NEW YORK,2016,4077153,20.766383741036,3060390,15.5876497980893
NORTH CAROLINA,2016,2085876,20.5408128658127,1445510,14.2347629512305
NORTH DAKOTA,2016,161820,21.4491923746809,118400,15.693884421964
OHIO,2016,3005269,25.830956038015,1471283,12.6460048975578
OKLAHOMA,2016,938540,23.9037411771957,458937,11.6886986858724
OREGON,2016,768922,18.8001592185382,609282,14.8969578305594
PENNSYLVANIA,2016,3532542,27.6362541096949,1821585,14.2508669231416
RHODE ISLAND,2016,237998,22.5212676362879,166688,15.7733470859317
SOUTH CAROLINA,2016,1137410,22.9410516566464,633783,12.7831200201373
SOUTH DAKOTA,2016,188825,21.8801709393786,119363,13.8312344437286
TENNESSEE,2016,1686578,25.3773015689113,817496,12.3005532642894
TEXAS,2016,5380396,19.2746183781065,3610535,12.9343052566757
UTAH,2016,510685,16.7885325727481,403907,13.2782553352085
VERMONT,2016,149707,24.0047013021581,100566,16.1252098509277
VIRGINIA,2016,1624765,19.3191976415042,1348122,16.0297860692838
WASHINGTON,2016,1313535,18.0065282378295,1177729,16.144838542567
WEST VIRGINIA,2016,568935,31.0719745191622,175390,9.5787983001852
WISCONSIN,2016,1399957,24.2516406738837,823119,14.2589995405905
WYOMING,2016,132074,22.6070881439196,71428,12.2263207894354
ALABAMA,2017,1191293,24.4393562726409,559226,11.47251217872
ALASKA,2017,161024,21.7688251994052,91223,12.3324320670542
ARIZONA,2017,1362624,19.3444414032466,914224,12.978747326806
ARKANSAS,2017,781894,26.0514535983034,323875,10.7909953704089
CALIFORNIA,2017,6715274,17.061815139943,6019477,15.2939707021841
COLORADO,2017,984589,17.5447109126434,1060068,18.8896957083048
CONNECTICUT,2017,776073,21.7186816545056,593869,16.6196372705655
DELAWARE,2017,246615,25.7743595210399,129029,13.4851482458093
FLORIDA,2017,4877816,23.2680120549831,3002459,14.3222401596519
GEORGIA,2017,2285888,21.9578822189114,1404811,13.4943945100684
HAWAII,2017,330712,23.2177495957927,227409,15.9653269848981
IDAHO,2017,371054,21.601604457084,213630,12.4368710758188
ILLINOIS,2017,2623056,20.5265772416688,1982539,15.5142474724599
INDIANA,2017,1671151,25.0996008157309,820158,12.3182395880613
IOWA,2017,730351,23.2481100093903,443597,14.1203227706069
KANSAS,2017,576905,19.8336518012403,435038,14.9563484669191
KENTUCKY,2017,1155278,25.9480785972453,461183,10.3583836372833
LOUISIANA,2017,1209711,25.9007699290877,518126,11.0934448973999
MAINE,2017,337497,25.28802378519,204720,15.3392896212532
MARYLAND,2017,1188077,19.7228259317767,961651,15.9640118276164
MASSACHUSETTS,2017,1348863,19.6633307525931,1273522,18.5650316649681
