state,year,pollib_median,state_fips,state_name,stateno,state_icpsr
HI,2013,-1.92065284280241,15,HAWAII,11,82
HI,2014,-1.98238354416062,15,HAWAII,11,82
HI,2015,-2.02668499066886,15,HAWAII,11,82
HI,2016,-2.06168349950932,15,HAWAII,11,82
HI,2017,-2.0754478014003,15,HAWAII,11,82
HI,2018,-2.25337566956866,15,HAWAII,11,82
HI,2019,-2.3419394620959,15,HAWAII,11,82
HI,2020,-2.34896370662387,15,HAWAII,11,82
IA,1987,-0.37990278347142,19,IOWA,15,31
IA,1988,-0.383056071624394,19,IOWA,15,31
IA,1989,-0.468865608698457,19,IOWA,15,31
IA,1990,-0.745135882701961,19,IOWA,15,31
IA,1991,-0.682044997021433,19,IOWA,15,31
IA,1992,-0.681484051657072,19,IOWA,15,31
IA,1993,-0.663694311474773,19,IOWA,15,31
IA,1994,-0.618199990210588,19,IOWA,15,31
IA,1995,-0.611429586259528,19,IOWA,15,31
IA,1996,-0.418285540410125,19,IOWA,15,31
IA,1997,-0.360915005772069,19,IOWA,15,31
IA,1998,-0.296593717678968,19,IOWA,15,31
IA,1999,-0.298244730947086,19,IOWA,15,31
IA,2000,-0.310967112462728,19,IOWA,15,31
IA,2001,-0.292785630524606,19,IOWA,15,31
IA,2002,-0.239278864151118,19,IOWA,15,31
IA,2003,-0.209280663381554,19,IOWA,15,31
IA,2004,-0.148119413408235,19,IOWA,15,31
IA,2005,-0.196097193702732,19,IOWA,15,31
IA,2006,-0.165558139671049,19,IOWA,15,31
IA,2007,-0.534792141093155,19,IOWA,15,31
IA,2008,-0.656382700410497,19,IOWA,15,31
IA,2009,-0.894656975028087,19,IOWA,15,31
IA,2010,-0.898012985920271,19,IOWA,15,31
IA,2011,-0.844026125929577,19,IOWA,15,31
IA,2012,-0.813191416301844,19,IOWA,15,31
IA,2013,-0.712485250364614,19,IOWA,15,31
IA,2014,-0.676065018315654,19,IOWA,15,31
IA,2015,-0.561444491219673,19,IOWA,15,31
IA,2016,-0.516795967437745,19,IOWA,15,31
IA,2017,-0.0565565300856457,19,IOWA,15,31
IA,2018,0.0854853055982665,19,IOWA,15,31
IA,2019,0.0879076108474982,19,IOWA,15,31
IA,2020,0.118621836584056,19,IOWA,15,31
ID,1987,0.599990241796984,16,IDAHO,12,63
ID,1988,0.488617605877115,16,IDAHO,12,63
ID,1989,0.557005007618644,16,IDAHO,12,63
ID,1990,0.614743589982176,16,IDAHO,12,63
ID,1991,0.637588819127828,16,IDAHO,12,63
ID,1992,0.687323659160717,16,IDAHO,12,63
ID,1993,0.749561579048307,16,IDAHO,12,63
ID,1994,0.581860834802776,16,IDAHO,12,63
ID,1995,0.604154566016534,16,IDAHO,12,63
ID,1996,0.599523386620755,16,IDAHO,12,63
ID,1997,0.625499634129883,16,IDAHO,12,63
ID,1998,0.71324001809567,16,IDAHO,12,63
ID,1999,0.777012747658132,16,IDAHO,12,63
ID,2000,0.84423431795607,16,IDAHO,12,63
ID,2001,1.0012511148289,16,IDAHO,12,63
ID,2002,1.02044165315267,16,IDAHO,12,63
ID,2003,1.04062783518601,16,IDAHO,12,63
ID,2004,0.878805368988732,16,IDAHO,12,63
ID,2005,0.934562629637405,16,IDAHO,12,63
ID,2006,0.926108172097194,16,IDAHO,12,63
ID,2007,1.00320467466062,16,IDAHO,12,63
ID,2008,1.00858045368641,16,IDAHO,12,63
ID,2009,1.11998341033564,16,IDAHO,12,63
ID,2010,1.18434572730382,16,IDAHO,12,63
ID,2011,1.23370300993087,16,IDAHO,12,63
ID,2012,1.27401727426081,16,IDAHO,12,63
ID,2013,1.30381176484825,16,IDAHO,12,63
ID,2014,1.26362144460622,16,IDAHO,12,63
ID,2015,1.34995909067965,16,IDAHO,12,63
ID,2016,1.40078249412242,16,IDAHO,12,63
ID,2017,1.42285368978293,16,IDAHO,12,63
ID,2018,1.52741739758355,16,IDAHO,12,63
ID,2019,1.5333607220749,16,IDAHO,12,63
ID,2020,1.55121496394061,16,IDAHO,12,63
IL,1987,-0.453644797826327,17,ILLINOIS,13,21
IL,1988,-0.396368114143462,17,ILLINOIS,13,21
IL,1989,-0.392821267379451,17,ILLINOIS,13,21
IL,1990,-0.382840372211908,17,ILLINOIS,13,21
IL,1991,-0.324979096019427,17,ILLINOIS,13,21
IL,1992,-0.288299772136963,17,ILLINOIS,13,21
IL,1993,-0.424520570186974,17,ILLINOIS,13,21
IL,1994,-0.271606652873665,17,ILLINOIS,13,21
IL,1995,-0.366528244627628,17,ILLINOIS,13,21
IL,1996,-0.32650876786662,17,ILLINOIS,13,21
IL,1997,-0.500220056453162,17,ILLINOIS,13,21
IL,1998,-0.384623289099868,17,ILLINOIS,13,21
IL,1999,-0.305901943168664,17,ILLINOIS,13,21
IL,2000,-0.364712098442547,17,ILLINOIS,13,21
IL,2001,-0.446289891181732,17,ILLINOIS,13,21
IL,2002,-0.402597887153885,17,ILLINOIS,13,21
IL,2003,-0.504090458527819,17,ILLINOIS,13,21
IL,2004,-0.459391213166234,17,ILLINOIS,13,21
IL,2005,-0.593485172051897,17,ILLINOIS,13,21
IL,2006,-0.887843614271416,17,ILLINOIS,13,21
IL,2007,-0.859866826025232,17,ILLINOIS,13,21
IL,2008,-0.930905431450411,17,ILLINOIS,13,21
IL,2009,-0.948869730016901,17,ILLINOIS,13,21
IL,2010,-0.92775418539203,17,ILLINOIS,13,21
IL,2011,-1.07776013634877,17,ILLINOIS,13,21
IL,2012,-1.09637388136522,17,ILLINOIS,13,21
IL,2013,-1.05754477092201,17,ILLINOIS,13,21
IL,2014,-1.28390845348957,17,ILLINOIS,13,21
IL,2015,-1.31294721840599,17,ILLINOIS,13,21
IL,2016,-1.28405627661522,17,ILLINOIS,13,21
IL,2017,-1.51175954057319,17,ILLINOIS,13,21
IL,2018,-1.75860459449544,17,ILLINOIS,13,21
IL,2019,-1.73644974431169,17,ILLINOIS,13,21
IL,2020,-1.87246428715557,17,ILLINOIS,13,21
IN,1987,0.276771477356,18,INDIANA,14,22
IN,1988,0.219721495438739,18,INDIANA,14,22
IN,1989,0.0855378574389077,18,INDIANA,14,22
IN,1990,0.12369901791599,18,INDIANA,14,22
IN,1991,0.0546196848941538,18,INDIANA,14,22
IN,1992,0.0573368823737619,18,INDIANA,14,22
IN,1993,0.0523836271008944,18,INDIANA,14,22
IN,1994,0.122862242850274,18,INDIANA,14,22
IN,1995,0.176050051462232,18,INDIANA,14,22
IN,1996,0.197777753121134,18,INDIANA,14,22
IN,1997,0.36654789018338,18,INDIANA,14,22
IN,1998,0.372090503897755,18,INDIANA,14,22
IN,1999,0.421903200989906,18,INDIANA,14,22
IN,2000,0.442107399747041,18,INDIANA,14,22
IN,2001,0.431418874714412,18,INDIANA,14,22
IN,2002,0.483785098887033,18,INDIANA,14,22
IN,2003,0.35909598555359,18,INDIANA,14,22
IN,2004,0.410653018567877,18,INDIANA,14,22
IN,2005,0.653487964854803,18,INDIANA,14,22
IN,2006,0.664917567156658,18,INDIANA,14,22
IN,2007,0.6848157838744,18,INDIANA,14,22
IN,2008,0.607977913830916,18,INDIANA,14,22
IN,2009,0.562050611996604,18,INDIANA,14,22
IN,2010,0.597788264868325,18,INDIANA,14,22
IN,2011,0.67268415705764,18,INDIANA,14,22
IN,2012,0.758597693389793,18,INDIANA,14,22
IN,2013,0.945092733196026,18,INDIANA,14,22
IN,2014,0.992011797424899,18,INDIANA,14,22
