state,statename,year,policy,category,direction,adoption_year,population_total,pollib_median,incomepcap,std_bowen1,std_bowen2,unified,duration,duration_sq,duration_cub,nbrs_lag,nbrs,lawrence,obergefell,std_init_use,evangelical_pop
WA,Washington,1998,0,Curriculum,,2022,5689000,0.79762101,28821,0.15923376,0.81236666,0,10,100,1000,0,0,1,1,3.5349393,12.9
WA,Washington,1999,0,Curriculum,,2022,5756361,1.05401,30521,0.3483665,0.55553854,0,11,121,1331,0,0,1,1,2.2054267,12.9
WA,Washington,2000,0,Curriculum,,2022,5894121,0.96991998,32410,0.3483665,0.55553854,0,12,144,1728,0,0,1,1,3.0917685,12.9
WA,Washington,2001,0,Curriculum,,2022,5993390,0.90340698,32966,0.46373513,0.18918833,0,13,169,2197,0,0,1,1,3.5349393,12.9
WA,Washington,2002,0,Curriculum,,2022,6067060,0.96320099,33126,0.46373513,0.18918833,1,14,196,2744,0,0,1,1,1.7622559,12.9
WA,Washington,2003,0,Curriculum,,2022,6131298,0.88479102,33909,0.33942482,0.57535928,0,15,225,3375,0,0,1,1,0.87591416,12.9
WA,Washington,2004,0,Curriculum,,2022,6207046,0.79456401,35998,0.33942482,0.57535928,0,16,256,4096,0,0,1,1,1.7622559,12.9
WA,Washington,2005,0,Curriculum,,2022,6291899,0.82934701,36766,0.22242273,0.87730253,1,17,289,4913,0,0,1,1,3.5349393,16.200001
WA,Washington,2006,0,Curriculum,,2022,6395798,1.24326,39570,0.22242273,0.87730253,1,18,324,5832,0,0,1,1,3.0917685,16.200001
WA,Washington,2007,0,Curriculum,,2022,6468424,1.18944,42192,0.30006775,0.94047546,1,19,361,6859,0,0,1,1,1.319085,16.200001
WA,Washington,2008,0,Curriculum,,2022,6549224,1.09302,44098,0.30006775,0.94047546,1,20,400,8000,0,0,1,1,1.319085,16.200001
WA,Washington,2009,0,Curriculum,,2022,6664195,1.2965699,41795,0.4154191,0.64909184,1,21,441,9261,0,0,1,1,1.319085,16.200001
WA,Washington,2010,0,Curriculum,,2022,6742950,1.31443,42570,0.4154191,0.64909184,1,22,484,10648,0,0,1,1,2.6485975,16.200001
WA,Washington,2011,0,Curriculum,,2022,6823267,1.37071,,0.50820708,-0.01481015,1,23,529,12167,0,0,1,1,,16.200001
WA,Washington,2012,0,Curriculum,,2022,6897012,1.4255,,0.50820708,-0.01481015,0,24,576,13824,0,0,1,1,,16.200001
WA,Washington,2013,0,Curriculum,,2022,6897012,1.2716,,0.25115389,0.38082403,1,25,625,15625,0,0,1,1,,16.200001
WA,Washington,2014,0,Curriculum,,2022,6897012,1.3104399,,0.25115389,0.38082403,1,26,676,17576,0,0,1,1,,
WA,Washington,2015,0,Curriculum,,2022,,,,0.25115389,0.38082403,,27,729,19683,0,0,1,1,,
WA,Washington,2016,0,Curriculum,,2022,,,,0.25115389,0.38082403,,28,784,21952,0,0,1,1,,26.0470718145371
WA,Washington,2017,0,Curriculum,,2022,,,,,,,29,841,24389,0,0,1,1,,25.6168365478516
WA,Washington,2018,0,Curriculum,,2022,,,,,,,30,900,27000,0,0,1,1,,28.8168178783688
WA,Washington,2019,0,Curriculum,,2022,,,,,,,31,961,29791,0,1,1,1,,22.1013441681862
WI,Wisconsin,1988,0,Curriculum,,2022,4858000,0.88508999,15953,0.52821362,0.0093706073,0,0,0,0,0,0,1,1,-0.45359841,15
WI,Wisconsin,1989,0,Curriculum,,2022,4867000,0.91032898,17192,0.90331137,-0.84218216,0,1,1,1,0,0,1,1,-0.45359841,15
WI,Wisconsin,1990,0,Curriculum,,2022,4891769,0.83067602,17986,0.90331137,-0.84218216,0,2,4,8,0,0,1,1,-0.45359841,15
WI,Wisconsin,1991,0,Curriculum,,2022,4955000,0.663629,18494,0.65517855,0.064097032,0,3,9,27,0,0,1,1,-0.45359841,15
WI,Wisconsin,1992,0,Curriculum,,2022,5007000,0.66465998,19674,0.65517855,0.064097032,0,4,16,64,0,0,1,1,-0.45359841,15
WI,Wisconsin,1993,0,Curriculum,,2022,5038000,0.66171199,20398,2.2630112,-4.3010569,0,5,25,125,0,0,1,1,-0.45359841,15
WI,Wisconsin,1994,0,Curriculum,,2022,5082000,0.99853402,21550,2.2630112,-4.3010569,0,6,36,216,0,0,1,1,-0.45359841,15
WI,Wisconsin,1995,0,Curriculum,,2022,5123000,0.97932702,22387,2.4025259,-4.4700565,1,7,49,343,0,0,1,1,-0.45359841,13
WI,Wisconsin,1996,0,Curriculum,,2022,5160000,0.94485098,23509,2.4025259,-4.4700565,1,8,64,512,0,0,1,1,-0.45359841,13
WI,Wisconsin,1997,0,Curriculum,,2022,5170000,0.80281597,24777,2.2973955,-4.2394409,0,9,81,729,0,0,1,1,-0.45359841,13
WI,Wisconsin,1998,0,Curriculum,,2022,5224000,0.68571901,26619,2.2973955,-4.2394409,0,10,100,1000,0,0,1,1,-0.45359841,13
WI,Wisconsin,1999,0,Curriculum,,2022,5250446,0.70526302,27652,2.3595347,-4.1702967,0,11,121,1331,0,0,1,1,-0.45359841,13
WI,Wisconsin,2000,0,Curriculum,,2022,5363675,0.72140199,29141,2.3595347,-4.1702967,0,12,144,1728,0,0,1,1,-0.45359841,13
WI,Wisconsin,2001,0,Anti-bullying,,2022,5405947,0.85395801,30105,1.6959568,-2.3330965,0,0,0,0,0,0,1,1,-0.45359841,13
WI,Wisconsin,2001,0,Curriculum,,2022,5405947,0.85395801,30105,1.6959568,-2.3330965,0,13,169,2197,0,0,1,1,-0.45359841,13
WI,Wisconsin,2002,0,Anti-bullying,,2022,5439692,0.88971698,30799,1.6959568,-2.3330965,0,1,1,1,0,0,1,1,-0.45359841,13
WI,Wisconsin,2002,0,Curriculum,,2022,5439692,0.88971698,30799,1.6959568,-2.3330965,0,14,196,2744,0,0,1,1,-0.45359841,13
WI,Wisconsin,2003,0,Anti-bullying,,2022,5474290,0.82670403,31619,0.65837789,0.23213893,0,2,4,8,0,0,1,1,-0.45359841,13
WI,Wisconsin,2003,0,Curriculum,,2022,5474290,0.82670403,31619,0.65837789,0.23213893,0,15,225,3375,0,0,1,1,-0.45359841,13
WI,Wisconsin,2004,0,Anti-bullying,,2022,5503533,0.75642997,32699,0.65837789,0.23213893,0,3,9,27,0,0,1,1,-0.45359841,13
WI,Wisconsin,2004,0,Curriculum,,2022,5503533,0.75642997,32699,0.65837789,0.23213893,0,16,256,4096,0,0,1,1,-0.45359841,13
WI,Wisconsin,2005,0,Anti-bullying,,2022,5527644,0.75855398,33635,0.32291687,0.80960548,0,4,16,64,0,0,1,1,-0.45359841,14.6
WI,Wisconsin,2005,0,Curriculum,,2022,5527644,0.75855398,33635,0.32291687,0.80960548,0,17,289,4913,0,0,1,1,-0.45359841,14.6
WI,Wisconsin,2006,0,Anti-bullying,,2022,5556506,0.68642497,35598,0.32291687,0.80960548,0,5,25,125,0,0,1,1,-0.45359841,14.6
WI,Wisconsin,2006,0,Curriculum,,2022,5556506,0.68642497,35598,0.32291687,0.80960548,0,18,324,5832,0,0,1,1,-0.45359841,14.6
WI,Wisconsin,2007,0,Anti-bullying,,2022,5601640,0.608042,36831,0.58049566,0.068450399,0,6,36,216,0,1,1,1,-0.45359841,14.6
WI,Wisconsin,2007,0,Curriculum,,2022,5601640,0.608042,36831,0.58049566,0.068450399,0,19,361,6859,0,0,1,1,-0.45359841,14.6
WI,Wisconsin,2008,0,Anti-bullying,,2022,5627967,0.63408101,38151,0.58049566,0.068450399,0,7,49,343,1,1,1,1,-0.45359841,14.6
WI,Wisconsin,2008,0,Curriculum,,2022,5627967,0.63408101,38151,0.58049566,0.068450399,0,20,400,8000,0,0,1,1,-0.45359841,14.6
WI,Wisconsin,2009,0,Anti-bullying,,2022,5654774,0.88385099,36927,0.58049566,0.068450399,1,8,64,512,1,1,1,1,-0.45359841,14.6
WI,Wisconsin,2009,0,Curriculum,,2022,5654774,0.88385099,36927,0.58049566,0.068450399,1,21,441,9261,0,0,1,1,-0.45359841,14.6
WI,Wisconsin,2010,0,Anti-bullying,,2022,5691659,1.04418,38177,0.58049566,0.068450399,1,9,81,729,1,2,1,1,-0.45359841,14.6
WI,Wisconsin,2010,0,Curriculum,,2022,5691659,1.04418,38177,0.58049566,0.068450399,1,22,484,10648,0,0,1,1,-0.45359841,14.6
WI,Wisconsin,2011,0,Anti-bullying,,2022,5709843,0.88673502,,0.8543182,-0.84621125,1,10,100,1000,2,2,1,1,,14.6
WI,Wisconsin,2011,0,Curriculum,,2022,5709843,0.88673502,,0.8543182,-0.84621125,1,23,529,12167,0,0,1,1,,14.6
WI,Wisconsin,2012,0,Anti-bullying,,2022,5726398,0.84837699,,0.8543182,-0.84621125,0,11,121,1331,2,2,1,1,,14.6
WI,Wisconsin,2012,0,Curriculum,,2022,5726398,0.84837699,,0.8543182,-0.84621125,0,24,576,13824,0,0,1,1,,14.6
WI,Wisconsin,2013,0,Anti-bullying,,2022,5726398,0.68426901,,0.4799017,0.019033089,1,12,144,1728,2,2,1,1,,14.6
WI,Wisconsin,2013,0,Curriculum,,2022,5726398,0.68426901,,0.4799017,0.019033089,1,25,625,15625,0,0,1,1,,14.6
WI,Wisconsin,2014,0,Anti-bullying,,2022,5726398,0.66876298,,0.4799017,0.019033089,1,13,169,2197,2,3,1,1,,
WI,Wisconsin,2014,0,Curriculum,,2022,5726398,0.66876298,,0.4799017,0.019033089,1,26,676,17576,0,0,1,1,,
WI,Wisconsin,2015,0,Anti-bullying,,2022,,,,0.4799017,0.019033089,,14,196,2744,3,3,1,1,,
WI,Wisconsin,2015,0,Curriculum,,2022,,,,0.4799017,0.019033089,,27,729,19683,0,0,1,1,,
WI,Wisconsin,2016,0,Anti-bullying,,2022,,,,0.4799017,0.019033089,,15,225,3375,3,3,1,1,,25.7167369127274
WI,Wisconsin,2016,0,Curriculum,,2022,,,,0.4799017,0.019033089,,28,784,21952,0,0,1,1,,25.7167369127274
WI,Wisconsin,2017,0,Anti-bullying,,2022,,,,,,,16,256,4096,3,3,1,1,,21.9778552651405
WI,Wisconsin,2017,0,Curriculum,,2022,,,,,,,29,841,24389,0,0,1,1,,21.9778552651405
WI,Wisconsin,2018,0,Anti-bullying,,2022,,,,,,,17,289,4913,3,3,1,1,,26.2489307552036
WI,Wisconsin,2018,0,Curriculum,,2022,,,,,,,30,900,27000,0,0,1,1,,26.2489307552036
WI,Wisconsin,2019,0,Anti-bullying,,2022,,,,,,,18,324,5832,3,3,1,1,,22.4611833691597
WI,Wisconsin,2019,0,Curriculum,,2022,,,,,,,31,961,29791,0,1,1,1,,22.4611833691597
WV,West Virginia,1988,0,Curriculum,,2022,1884000,0.190865,12532,-0.63306129,0.026949307,0,0,0,0,0,0,1,1,-0.45359841,13.1
WV,West Virginia,1989,0,Curriculum,,2022,1857000,0.115424,13398,-0.65349293,-0.072031192,1,1,1,1,0,0,1,1,-0.45359841,13.1
WV,West Virginia,1990,0,Curriculum,,2022,1793477,0.042199001,14436,-0.65349293,-0.072031192,1,2,4,8,0,0,1,1,-0.45359841,13.1
WV,West Virginia,1991,0,Curriculum,,2022,1801000,-0.021921,15086,-0.64494979,-0.099139586,1,3,9,27,0,0,1,1,-0.45359841,13.1
WV,West Virginia,1992,0,Curriculum,,2022,1812000,-0.014136,16081,-0.64494979,-0.099139586,1,4,16,64,0,0,1,1,-0.45359841,13.1
WV,West Virginia,1993,0,Curriculum,,2022,1820000,0.026257001,16549,-0.69165647,-0.0098329745,1,5,25,125,0,0,1,1,-0.45359841,13.1
WV,West Virginia,1994,0,Curriculum,,2022,1822000,0.082431003,17269,-0.69165647,-0.0098329745,1,6,36,216,0,0,1,1,-0.45359841,13.1
WV,West Virginia,1995,0,Curriculum,,2022,1828000,0.114395,17817,-0.69165647,-0.0098329745,1,7,49,343,0,0,1,1,-0.45359841,11.7
WV,West Virginia,1996,0,Curriculum,,2022,1826000,0.070058003,18567,-0.69165647,-0.0098329745,1,8,64,512,0,0,1,1,-0.45359841,11.7
WV,West Virginia,1997,0,Curriculum,,2022,1816000,0.282774,19373,-0.69165647,-0.0098329745,0,9,81,729,0,0,1,1,-0.45359841,11.7
WV,West Virginia,1998,0,Curriculum,,2022,1811000,0.078313001,20472,-0.69165647,-0.0098329745,0,10,100,1000,0,0,1,1,-0.45359841,11.7
WV,West Virginia,1999,0,Curriculum,,2022,1806928,0.171602,21049,-0.39208829,-0.060815413,0,11,121,1331,0,0,1,1,-0.45359841,11.7
WV,West Virginia,2000,0,Curriculum,,2022,1808344,0.238581,22173,-0.39208829,-0.060815413,0,12,144,1728,0,0,1,1,-0.45359841,11.7
WV,West Virginia,2001,0,Anti-bullying,,2022,1800975,0.29215601,23573,-0.4252896,-0.069704115,1,0,0,0,0,0,1,1,-0.45359841,11.7
WV,West Virginia,2001,0,Curriculum,,2022,1800975,0.29215601,23573,-0.4252896,-0.069704115,1,13,169,2197,0,0,1,1,-0.45359841,11.7
WV,West Virginia,2002,0,Anti-bullying,,2022,1804884,0.250397,24302,-0.4252896,-0.069704115,1,1,1,1,0,0,1,1,-0.45359841,11.7
WV,West Virginia,2002,0,Curriculum,,2022,1804884,0.250397,24302,-0.4252896,-0.069704115,1,14,196,2744,0,0,1,1,-0.45359841,11.7
WV,West Virginia,2003,0,Anti-bullying,,2022,1811440,0.24871799,24773,-0.4252896,-0.069704115,1,2,4,8,0,0,1,1,-0.45359841,11.7
WV,West Virginia,2003,0,Curriculum,,2022,1811440,0.24871799,24773,-0.4252896,-0.069704115,1,15,225,3375,0,0,1,1,-0.45359841,11.7
WV,West Virginia,2004,0,Anti-bullying,,2022,1812548,0.18333,25599,-0.4252896,-0.069704115,1,3,9,27,0,0,1,1,-0.45359841,11.7
WV,West Virginia,2004,0,Curriculum,,2022,1812548,0.18333,25599,-0.4252896,-0.069704115,1,16,256,4096,0,0,1,1,-0.45359841,11.7
WV,West Virginia,2005,0,Anti-bullying,,2022,1814083,0.028569,26443,-0.51104355,0.21367149,1,4,16,64,0,0,1,1,-0.45359841,14.4
WV,West Virginia,2005,0,Curriculum,,2022,1814083,0.028569,26443,-0.51104355,0.21367149,1,17,289,4913,0,0,1,1,-0.45359841,14.4
WV,West Virginia,2006,0,Anti-bullying,,2022,1818470,0.103456,28372,-0.51104355,0.21367149,1,5,25,125,0,0,1,1,-0.45359841,14.4
WV,West Virginia,2006,0,Curriculum,,2022,1818470,0.103456,28372,-0.51104355,0.21367149,1,18,324,5832,0,0,1,1,-0.45359841,14.4
WV,West Virginia,2007,0,Anti-bullying,,2022,1812035,0.0029810001,29497,-0.60935497,0.37522736,1,6,36,216,0,0,1,1,-0.45359841,14.4
WV,West Virginia,2007,0,Curriculum,,2022,1812035,0.0029810001,29497,-0.60935497,0.37522736,1,19,361,6859,0,0,1,1,-0.45359841,14.4
WV,West Virginia,2008,0,Anti-bullying,,2022,1814468,-0.0039029999,31310,-0.60935497,0.37522736,1,7,49,343,0,1,1,1,-0.45359841,14.4
WV,West Virginia,2008,0,Curriculum,,2022,1814468,-0.0039029999,31310,-0.60935497,0.37522736,1,20,400,8000,0,0,1,1,-0.45359841,14.4
WV,West Virginia,2009,0,Anti-bullying,,2022,1819777,-0.091435,31075,-0.46909258,0.25483933,1,8,64,512,1,1,1,1,-0.45359841,14.4
WV,West Virginia,2009,0,Curriculum,,2022,1819777,-0.091435,31075,-0.46909258,0.25483933,1,21,441,9261,0,0,1,1,-0.45359841,14.4
WV,West Virginia,2010,0,Anti-bullying,,2022,1854368,-0.148389,31999,-0.46909258,0.25483933,1,9,81,729,1,1,1,1,-0.45359841,14.4
WV,West Virginia,2010,0,Curriculum,,2022,1854368,-0.148389,31999,-0.46909258,0.25483933,1,22,484,10648,0,0,1,1,-0.45359841,14.4
WV,West Virginia,2011,0,Anti-bullying,,2022,1854908,-0.133131,,-0.44276094,0.2183986,1,10,100,1000,1,1,1,1,,14.4
WV,West Virginia,2011,0,Curriculum,,2022,1854908,-0.133131,,-0.44276094,0.2183986,1,23,529,12167,0,0,1,1,,14.4
WV,West Virginia,2012,0,Anti-bullying,,2022,1855413,-0.163009,,-0.44276094,0.2183986,0,11,121,1331,1,1,1,1,,14.4
WV,West Virginia,2012,0,Curriculum,,2022,1855413,-0.163009,,-0.44276094,0.2183986,0,24,576,13824,0,0,1,1,,14.4
WV,West Virginia,2013,0,Anti-bullying,,2022,1855413,-0.22572599,,-0.41461009,0.06083205,1,12,144,1728,1,1,1,1,,14.4
WV,West Virginia,2013,0,Curriculum,,2022,1855413,-0.22572599,,-0.41461009,0.06083205,1,25,625,15625,0,0,1,1,,14.4
WV,West Virginia,2014,0,Anti-bullying,,2022,1855413,-0.203756,,-0.41461009,0.06083205,1,13,169,2197,1,1,1,1,,
WV,West Virginia,2014,0,Curriculum,,2022,1855413,-0.203756,,-0.41461009,0.06083205,1,26,676,17576,0,0,1,1,,
WV,West Virginia,2015,0,Anti-bullying,,2022,,,,-0.41461009,0.06083205,,14,196,2744,1,1,1,1,,
WV,West Virginia,2015,0,Curriculum,,2022,,,,-0.41461009,0.06083205,,27,729,19683,0,0,1,1,,
WV,West Virginia,2016,0,Anti-bullying,,2022,,,,-0.41461009,0.06083205,,15,225,3375,1,1,1,1,,45.7740008831024
WV,West Virginia,2016,0,Curriculum,,2022,,,,-0.41461009,0.06083205,,28,784,21952,0,0,1,1,,45.7740008831024
WV,West Virginia,2017,0,Anti-bullying,,2022,,,,,,,16,256,4096,1,1,1,1,,33.5805505514145
WV,West Virginia,2017,0,Curriculum,,2022,,,,,,,29,841,24389,0,0,1,1,,33.5805505514145
WV,West Virginia,2018,0,Anti-bullying,,2022,,,,,,,17,289,4913,1,1,1,1,,50.516740504391
WV,West Virginia,2018,0,Curriculum,,2022,,,,,,,30,900,27000,0,0,1,1,,50.516740504391
WV,West Virginia,2019,0,Anti-bullying,,2022,,,,,,,18,324,5832,1,1,1,1,,46.7337399721146
WV,West Virginia,2019,0,Curriculum,,2022,,,,,,,31,961,29791,0,0,1,1,,46.7337399721146
WY,Wyoming,1988,0,Curriculum,,2022,471000,-0.46903601,14821,-1.0506393,0.29707083,0,0,0,0,0,0,1,1,-0.45359841,22.6
WY,Wyoming,1989,0,Curriculum,,2022,475000,-0.64363199,16382,-1.0667101,0.38979569,0,1,1,1,0,0,1,1,-0.45359841,22.6
WY,Wyoming,1990,0,Curriculum,,2022,453588,-0.57576603,17910,-1.0667101,0.38979569,0,2,4,8,0,0,1,1,-0.45359841,22.6
WY,Wyoming,1991,0,Curriculum,,2022,460000,-0.659356,18589,-0.9842332,0.32962123,0,3,9,27,0,0,1,1,-0.45359841,22.6
WY,Wyoming,1992,0,Curriculum,,2022,466000,-0.71177,19344,-0.9842332,0.32962123,0,4,16,64,0,0,1,1,0.87591416,22.6
WY,Wyoming,1993,0,Curriculum,,2022,470000,-0.76883698,20065,-1.1045821,0.34296888,0,5,25,125,0,0,1,1,0.87591416,22.6
WY,Wyoming,1994,0,Curriculum,,2022,476000,-0.83798999,20741,-1.1045821,0.34296888,0,6,36,216,0,0,1,1,0.43274331,22.6
WY,Wyoming,1995,0,Curriculum,,2022,480000,-0.864425,21358,-1.0730625,0.37307724,1,7,49,343,0,0,1,1,0.43274331,20.9
WY,Wyoming,1996,0,Curriculum,,2022,481000,-0.89579803,22233,-1.0730625,0.37307724,1,8,64,512,0,0,1,1,-0.010427549,20.9
WY,Wyoming,1997,0,Curriculum,,2022,480000,-0.887384,23774,-1.0654873,0.3742348,1,9,81,729,0,0,1,1,-0.010427549,20.9
WY,Wyoming,1998,0,Curriculum,,2022,481000,-0.97820097,25496,-1.0654873,0.3742348,1,10,100,1000,0,0,1,1,-0.45359841,20.9
WY,Wyoming,1999,0,Curriculum,,2022,479602,-0.96512401,27192,-1.0689474,0.3738941,1,11,121,1331,0,0,1,1,-0.45359841,20.9
WY,Wyoming,2000,0,Curriculum,,2022,493782,-1.00888,29261,-1.0689474,0.3738941,1,12,144,1728,0,0,1,1,-0.45359841,20.9
WY,Wyoming,2001,0,Anti-bullying,,2022,493754,-1.05398,31216,-1.0712484,0.39338157,1,0,0,0,0,0,1,1,-0.45359841,20.9
WY,Wyoming,2001,0,Curriculum,,2022,493754,-1.05398,31216,-1.0712484,0.39338157,1,13,169,2197,0,1,1,1,-0.45359841,20.9
WY,Wyoming,2002,0,Anti-bullying,,2022,498830,-1.067,31890,-1.0712484,0.39338157,1,1,1,1,0,0,1,1,-0.45359841,20.9
WY,Wyoming,2002,0,Curriculum,,2022,498830,-1.067,31890,-1.0712484,0.39338157,1,14,196,2744,1,1,1,1,-0.45359841,20.9
WY,Wyoming,2003,0,Anti-bullying,,2022,502111,-0.97566903,33634,-1.0347451,0.33475181,0,2,4,8,0,0,1,1,-0.45359841,20.9
WY,Wyoming,2003,0,Curriculum,,2022,502111,-0.97566903,33634,-1.0347451,0.33475181,0,15,225,3375,1,1,1,1,-0.45359841,20.9
WY,Wyoming,2004,0,Anti-bullying,,2022,505887,-1.0432,35825,-1.0347451,0.33475181,0,3,9,27,0,0,1,1,-0.45359841,20.9
WY,Wyoming,2004,0,Curriculum,,2022,505887,-1.0432,35825,-1.0347451,0.33475181,0,16,256,4096,1,1,1,1,-0.45359841,20.9
WY,Wyoming,2005,0,Anti-bullying,,2022,508798,-1.0388401,38839,-1.0586268,0.42545816,0,4,16,64,0,0,1,1,-0.45359841,21.700001
WY,Wyoming,2005,0,Curriculum,,2022,508798,-1.0388401,38839,-1.0586268,0.42545816,0,17,289,4913,1,1,1,1,-0.45359841,21.700001
WY,Wyoming,2006,0,Anti-bullying,,2022,515004,-1.0358,43836,-1.0586268,0.42545816,0,5,25,125,0,0,1,1,-0.45359841,21.700001
WY,Wyoming,2006,0,Curriculum,,2022,515004,-1.0358,43836,-1.0586268,0.42545816,0,18,324,5832,1,1,1,1,-0.45359841,21.700001
WY,Wyoming,2007,0,Anti-bullying,,2022,522830,-1.01938,45281,-1.0014005,0.30869269,0,6,36,216,0,0,1,1,-0.45359841,21.700001
WY,Wyoming,2007,0,Curriculum,,2022,522830,-1.01938,45281,-1.0014005,0.30869269,0,19,361,6859,1,1,1,1,-0.45359841,21.700001
WY,Wyoming,2008,0,Anti-bullying,,2022,532668,-1.0538,49222,-1.0014005,0.30869269,0,7,49,343,0,0,1,1,-0.45359841,21.700001
WY,Wyoming,2008,0,Curriculum,,2022,532668,-1.0538,49222,-1.0014005,0.30869269,0,20,400,8000,1,1,1,1,-0.45359841,21.700001
WY,Wyoming,2009,0,Anti-bullying,,2022,544270,-1.02143,43489,-1.1528833,0.65086293,0,8,64,512,0,0,1,1,-0.45359841,21.700001
WY,Wyoming,2009,0,Curriculum,,2022,544270,-1.02143,43489,-1.1528833,0.65086293,0,21,441,9261,1,1,1,1,-0.45359841,21.700001
WY,Wyoming,2010,0,Anti-bullying,,2022,564554,-1.18007,44861,-1.1528833,0.65086293,0,9,81,729,0,0,1,1,-0.45359841,21.700001
WY,Wyoming,2010,0,Curriculum,,2022,564554,-1.18007,44861,-1.1528833,0.65086293,0,22,484,10648,1,1,1,1,-0.45359841,21.700001
WY,Wyoming,2011,0,Anti-bullying,,2022,567356,-1.1336,,-1.049181,0.46703139,1,10,100,1000,0,1,1,1,,21.700001
WY,Wyoming,2011,0,Curriculum,,2022,567356,-1.1336,,-1.049181,0.46703139,1,23,529,12167,1,1,1,1,,21.700001
WY,Wyoming,2012,0,Anti-bullying,,2022,576412,-1.12817,,-1.049181,0.46703139,0,11,121,1331,1,2,1,1,,21.700001
WY,Wyoming,2012,0,Curriculum,,2022,576412,-1.12817,,-1.049181,0.46703139,0,24,576,13824,1,1,1,1,,21.700001
WY,Wyoming,2013,0,Anti-bullying,,2022,576412,-1.03599,,-1.0643519,0.48719057,1,12,144,1728,2,2,1,1,,21.700001
WY,Wyoming,2013,0,Curriculum,,2022,576412,-1.03599,,-1.0643519,0.48719057,1,25,625,15625,1,1,1,1,,21.700001
WY,Wyoming,2014,0,Anti-bullying,,2022,576412,-1.10964,,-1.0643519,0.48719057,1,13,169,2197,2,2,1,1,,
WY,Wyoming,2014,0,Curriculum,,2022,576412,-1.10964,,-1.0643519,0.48719057,1,26,676,17576,1,1,1,1,,
WY,Wyoming,2015,0,Anti-bullying,,2022,,,,-1.0643519,0.48719057,,14,196,2744,2,2,1,1,,
WY,Wyoming,2015,0,Curriculum,,2022,,,,-1.0643519,0.48719057,,27,729,19683,1,1,1,1,,
WY,Wyoming,2016,0,Anti-bullying,,2022,,,,-1.0643519,0.48719057,,15,225,3375,2,2,1,1,,32.9869419336319
WY,Wyoming,2016,0,Curriculum,,2022,,,,-1.0643519,0.48719057,,28,784,21952,1,1,1,1,,32.9869419336319
WY,Wyoming,2017,0,Anti-bullying,,2022,,,,,,,16,256,4096,2,2,1,1,,9.19735580682755
WY,Wyoming,2017,0,Curriculum,,2022,,,,,,,29,841,24389,1,1,1,1,,9.19735580682755
WY,Wyoming,2018,0,Anti-bullying,,2022,,,,,,,17,289,4913,2,2,1,1,,42.3133828023709
WY,Wyoming,2018,0,Curriculum,,2022,,,,,,,30,900,27000,1,1,1,1,,42.3133828023709
WY,Wyoming,2019,0,Anti-bullying,,2022,,,,,,,18,324,5832,2,2,1,1,,31.110754609108
WY,Wyoming,2019,0,Curriculum,,2022,,,,,,,31,961,29791,1,2,1,1,,31.110754609108
,Alabama,2020,0,Anti-bullying,,2022,,,,,,,19,361,6859,1,1,1,1,,
,Alaska,2020,0,Curriculum,,2022,,,,,,,32,1024,32768,2,2,1,1,,
,Alabama,2021,0,Anti-bullying,,2022,,,,,,,20,400,8000,1,1,1,1,,
,Alaska,2021,0,Curriculum,,2022,,,,,,,33,1089,35937,2,2,1,1,,
,Alabama,2022,0,Anti-bullying,,2022,,,,,,,21,441,9261,1,1,1,1,,
,Alabama,2022,1,Bathroom ban,N,2022,,,,,,,0,0,0,0,0,1,1,,
,Alaska,2022,0,Curriculum,,2022,,,,,,,34,1156,39304,2,2,1,1,,
,Alaska,2022,0,Sports,,2022,,,,,,,1,1,1,0,0,1,1,,
AL,,1987,,,,,4015262,-1.9314,20306,-0.749778807163239,-0.177939400076866,0,,,,,,,,-0.453598409891129,
AL,,1988,,,,,4023842,-1.96806,20932,-0.749778807163239,-0.177939400076866,0,,,,,,,,-0.453598409891129,
AL,,1989,,,,,4030219,-1.98915,21711,-0.808178186416626,-0.0376984290778637,0,,,,,,,,-0.453598409891129,
AL,,1990,,,,,4050055,-1.99865,21775,-0.808178186416626,-0.0376984290778637,0,,,,,,,,-0.453598409891129,
AL,,1991,,,,,4099156,-1.88236,21801,-0.716797351837158,-0.207260236144066,0,,,,,,,,-0.453598409891129,
AL,,1992,,,,,4154014,-1.83879,22486,-0.716797351837158,-0.207260236144066,0,,,,,,,,-0.453598409891129,
AL,,1993,,,,,4214202,-1.9957,22511,-0.716797351837158,-0.207260236144066,1,,,,,,,,-0.453598409891129,
AL,,1994,,,,,4260229,-1.79421,22988,-0.716797351837158,-0.207260236144066,1,,,,,,,,-0.453598409891129,
AL,,1995,,,,,4296800,-1.75764,23450,-0.716797351837158,-0.207260236144066,0,,,,,,,,-0.453598409891129,
AL,,1996,,,,,4331102,-1.74384,23584,-0.716797351837158,-0.207260236144066,0,,,,,,,,-0.453598409891129,
AL,,1997,,,,,4367935,-1.66264,24076,-0.958176255226135,0.507994055747986,0,,,,,,,,-0.453598409891129,
AL,,1998,,,,,4404701,-1.63605,25119,-0.958176255226135,0.507994055747986,0,,,,,,,,-0.453598409891129,
AL,,1999,,,,,4430141,-1.67304,25393,-0.922971069812775,0.43225684762001,1,,,,,,,,-0.453598409891129,
AL,,2000,,,,,4452173,-1.79858,25751,-0.922971069812775,0.43225684762001,1,,,,,,,,-0.453598409891129,
AL,,2001,,,,,4467634,-1.69646,25973,-0.860562741756439,0.399423658847809,1,,,,,,,,-0.453598409891129,
